candidate,office,district,party,county,precinct,total votes 
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 44-2,122
H Truman Chafin ,State Senate,6,,Mingo,Precinct 44-2,125
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 44-2,133
Harry Keith White,House of Delegates,21,,Mingo,Precinct 44-2,
,Straight Party,,REP,Mingo,Precinct 45,26
,Straight Party,,DEM,Mingo,Precinct 45,27
,Straight Party,,MTN,Mingo,Precinct 45,1
John R. Raese,U.S. Senate,,,Mingo,Precinct 45,68
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 45,58
Jeff Becker,U.S. Senate,,,Mingo,Precinct 45,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 45,0
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 45,78
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 45,47
H Truman Chafin ,State Senate,6,,Mingo,Precinct 45,64
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 45,51
Harry Keith White,House of Delegates,21,,Mingo,Precinct 45,
,Straight Party,,REP,Mingo,Precinct 46-1,26
,Straight Party,,DEM,Mingo,Precinct 46-1,90
,Straight Party,,MTN,Mingo,Precinct 46-1,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 46-1,51
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 46-1,144
Jeff Becker,U.S. Senate,,,Mingo,Precinct 46-1,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 46-1,0
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 46-1,64
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 46-1,133
H Truman Chafin ,State Senate,6,,Mingo,Precinct 46-1,141
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 46-1,144
Harry Keith White,House of Delegates,21,,Mingo,Precinct 46-1,
,Straight Party,,REP,Mingo,Precinct 46-2,35
,Straight Party,,DEM,Mingo,Precinct 46-2,75
,Straight Party,,MTN,Mingo,Precinct 46-2,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 46-2,68
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 46-2,157
Jeff Becker,U.S. Senate,,,Mingo,Precinct 46-2,1
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 46-2,4
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 46-2,89
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 46-2,134
H Truman Chafin ,State Senate,6,,Mingo,Precinct 46-2,152
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 46-2,150
Harry Keith White,House of Delegates,21,,Mingo,Precinct 46-2,
,Straight Party,,REP,Mingo,Precinct 47-1,28
,Straight Party,,DEM,Mingo,Precinct 47-1,87
,Straight Party,,MTN,Mingo,Precinct 47-1,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 47-1,77
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 47-1,183
Jeff Becker,U.S. Senate,,,Mingo,Precinct 47-1,1
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 47-1,0
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 47-1,92
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 47-1,168
H Truman Chafin ,State Senate,6,,Mingo,Precinct 47-1,187
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 47-1,185
Harry Keith White,House of Delegates,21,,Mingo,Precinct 47-1,
,Straight Party,,REP,Mingo,Precinct 47-2,23
,Straight Party,,DEM,Mingo,Precinct 47-2,55
,Straight Party,,MTN,Mingo,Precinct 47-2,1
John R. Raese,U.S. Senate,,,Mingo,Precinct 47-2,77
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 47-2,131
Jeff Becker,U.S. Senate,,,Mingo,Precinct 47-2,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 47-2,3
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 47-2,93
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 47-2,114
H Truman Chafin ,State Senate,6,,Mingo,Precinct 47-2,124
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 47-2,145
Harry Keith White,House of Delegates,21,,Mingo,Precinct 47-2,
,Straight Party,,REP,Mingo,Precinct 48-1,12
,Straight Party,,DEM,Mingo,Precinct 48-1,21
,Straight Party,,MTN,Mingo,Precinct 48-1,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 48-1,50
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 48-1,72
Jeff Becker,U.S. Senate,,,Mingo,Precinct 48-1,1
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 48-1,0
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 48-1,53
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 48-1,71
H Truman Chafin ,State Senate,6,,Mingo,Precinct 48-1,79
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 48-1,85
Harry Keith White,House of Delegates,21,,Mingo,Precinct 48-1,
,Straight Party,,REP,Mingo,Precinct 48-2,4
,Straight Party,,DEM,Mingo,Precinct 48-2,40
,Straight Party,,MTN,Mingo,Precinct 48-2,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 48-2,46
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 48-2,121
Jeff Becker,U.S. Senate,,,Mingo,Precinct 48-2,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 48-2,1
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 48-2,60
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 48-2,106
H Truman Chafin ,State Senate,6,,Mingo,Precinct 48-2,118
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 48-2,129
Harry Keith White,House of Delegates,21,,Mingo,Precinct 48-2,
,Straight Party,,REP,Mingo,Precinct 50,4
,Straight Party,,DEM,Mingo,Precinct 50,41
,Straight Party,,MTN,Mingo,Precinct 50,1
John R. Raese,U.S. Senate,,,Mingo,Precinct 50,16
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 50,74
Jeff Becker,U.S. Senate,,,Mingo,Precinct 50,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 50,0
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 50,21
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 50,67
H Truman Chafin ,State Senate,6,,Mingo,Precinct 50,79
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 50,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 50,77
,Straight Party,,REP,Mingo,Precinct 51-1,11
,Straight Party,,DEM,Mingo,Precinct 51-1,33
,Straight Party,,MTN,Mingo,Precinct 51-1,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 51-1,38
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 51-1,76
Jeff Becker,U.S. Senate,,,Mingo,Precinct 51-1,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 51-1,2
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 51-1,41
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 51-1,69
H Truman Chafin ,State Senate,6,,Mingo,Precinct 51-1,89
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 51-1,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 51-1,91
,Straight Party,,REP,Mingo,Precinct 51-2,6
,Straight Party,,DEM,Mingo,Precinct 51-2,33
,Straight Party,,MTN,Mingo,Precinct 51-2,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 51-2,24
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 51-2,96
Jeff Becker,U.S. Senate,,,Mingo,Precinct 51-2,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 51-2,2
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 51-2,40
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 51-2,82
H Truman Chafin ,State Senate,6,,Mingo,Precinct 51-2,98
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 51-2,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 51-2,98
,Straight Party,,REP,Mingo,Precinct 55,6
,Straight Party,,DEM,Mingo,Precinct 55,100
,Straight Party,,MTN,Mingo,Precinct 55,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 55,21
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 55,185
Jeff Becker,U.S. Senate,,,Mingo,Precinct 55,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 55,3
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 55,33
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 55,166
H Truman Chafin ,State Senate,6,,Mingo,Precinct 55,168
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 55,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 55,180
,Straight Party,,REP,Mingo,Precinct 56,6
,Straight Party,,DEM,Mingo,Precinct 56,35
,Straight Party,,MTN,Mingo,Precinct 56,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 56,28
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 56,77
Jeff Becker,U.S. Senate,,,Mingo,Precinct 56,1
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 56,0
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 56,32
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 56,72
H Truman Chafin ,State Senate,6,,Mingo,Precinct 56,78
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 56,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 56,79
,Straight Party,,REP,Mingo,Precinct 57,22
,Straight Party,,DEM,Mingo,Precinct 57,89
,Straight Party,,MTN,Mingo,Precinct 57,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 57,67
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 57,174
Jeff Becker,U.S. Senate,,,Mingo,Precinct 57,2
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 57,6
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 57,79
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 57,167
H Truman Chafin ,State Senate,6,,Mingo,Precinct 57,199
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 57,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 57,188
,Straight Party,,REP,Mingo,Precinct 59-1,15
,Straight Party,,DEM,Mingo,Precinct 59-1,69
,Straight Party,,MTN,Mingo,Precinct 59-1,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 59-1,67
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 59-1,164
Jeff Becker,U.S. Senate,,,Mingo,Precinct 59-1,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 59-1,8
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 59-1,88
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 59-1,148
H Truman Chafin ,State Senate,6,,Mingo,Precinct 59-1,161
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 59-1,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 59-1,187
,Straight Party,,REP,Mingo,Precinct 59-2,20
,Straight Party,,DEM,Mingo,Precinct 59-2,67
,Straight Party,,MTN,Mingo,Precinct 59-2,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 59-2,86
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 59-2,142
Jeff Becker,U.S. Senate,,,Mingo,Precinct 59-2,3
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 59-2,3
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 59-2,114
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 59-2,116
H Truman Chafin ,State Senate,6,,Mingo,Precinct 59-2,168
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 59-2,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 59-2,177
,Straight Party,,REP,Mingo,Precinct 72,15
,Straight Party,,DEM,Mingo,Precinct 72,35
,Straight Party,,MTN,Mingo,Precinct 72,1
John R. Raese,U.S. Senate,,,Mingo,Precinct 72,41
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 72,78
Jeff Becker,U.S. Senate,,,Mingo,Precinct 72,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 72,2
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 72,53
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 72,64
H Truman Chafin ,State Senate,6,,Mingo,Precinct 72,82
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 72,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 72,90
,Straight Party,,REP,Mingo,Precinct 73,6
,Straight Party,,DEM,Mingo,Precinct 73,60
,Straight Party,,MTN,Mingo,Precinct 73,0
John R. Raese,U.S. Senate,,,Mingo,Precinct 73,40
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 73,120
Jeff Becker,U.S. Senate,,,Mingo,Precinct 73,0
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 73,3
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 73,50
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 73,110
H Truman Chafin ,State Senate,6,,Mingo,Precinct 73,126
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 73,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 73,132
,Straight Party,,REP,Mingo,Precinct 74-1,4
,Straight Party,,DEM,Mingo,Precinct 74-1,75
,Straight Party,,MTN,Mingo,Precinct 74-1,1
John R. Raese,U.S. Senate,,,Mingo,Precinct 74-1,27
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 74-1,135
Jeff Becker,U.S. Senate,,,Mingo,Precinct 74-1,2
Jesse Johnson ,U.S. Senate,,,Mingo,Precinct 74-1,1
"Elliott E. ""Spike"" Maynard",U.S. House,3,,Mingo,Precinct 74-1,31
"Nick Joe Rahall, II",U.S. House,3,,Mingo,Precinct 74-1,132
H Truman Chafin ,State Senate,6,,Mingo,Precinct 74-1,139
K Steven Kominar,House of Delegates,20,,Mingo,Precinct 74-1,
Harry Keith White,House of Delegates,21,,Mingo,Precinct 74-1,153
,Straight Party,,REP,Mingo,Precinct 74-2,4
,Straight Party,,DEM,Mingo,Precinct 74-2,37
,Straight Party,,MTN,Mingo,Precinct 74-2,1
John R. Raese,U.S. Senate,,,Mingo,Precinct 74-2,23
Joe Manchin III,U.S. Senate,,,Mingo,Precinct 74-2,94
