candidate,office,district,party,county,precinct,total votes
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 7,0
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 7,0
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 7,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 7,1
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 7,0
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 7,0
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 7,6
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 7,1
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 7,22
Thomas Ressler,U.S. Senate,,REP,Morgan,Precinct 8,2
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,Precinct 8,0
Frank Kubic,U.S. Senate,,REP,Morgan,Precinct 8,0
John R Raese,U.S. Senate,,REP,Morgan,Precinct 8,30
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 8,0
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 8,1
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 8,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 8,0
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 8,2
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 8,9
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 8,8
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 8,5
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 8,23
Thomas Ressler,U.S. Senate,,REP,Morgan,Precinct 13,3
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,Precinct 13,0
Frank Kubic,U.S. Senate,,REP,Morgan,Precinct 13,1
John R Raese,U.S. Senate,,REP,Morgan,Precinct 13,38
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 13,1
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 13,2
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 13,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 13,1
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 13,0
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 13,6
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 13,8
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 13,2
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 13,25
Thomas Ressler,U.S. Senate,,REP,Morgan,Precinct 18,4
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,Precinct 18,0
Frank Kubic,U.S. Senate,,REP,Morgan,Precinct 18,1
John R Raese,U.S. Senate,,REP,Morgan,Precinct 18,20
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 18,0
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 18,1
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 18,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 18,0
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 18,0
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 18,7
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 18,7
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 18,1
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 18,26
Thomas Ressler,U.S. Senate,,REP,Morgan,Precinct 21,3
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,Precinct 21,0
Frank Kubic,U.S. Senate,,REP,Morgan,Precinct 21,0
John R Raese,U.S. Senate,,REP,Morgan,Precinct 21,22
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 21,0
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 21,3
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 21,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 21,0
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 21,2
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 21,5
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 21,4
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 21,2
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 21,28
Thomas Ressler,U.S. Senate,,REP,Morgan,Precinct 23,5
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,Precinct 23,0
Frank Kubic,U.S. Senate,,REP,Morgan,Precinct 23,1
John R Raese,U.S. Senate,,REP,Morgan,Precinct 23,21
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 23,0
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 23,3
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 23,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 23,0
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 23,0
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 23,11
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 23,3
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 23,2
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 23,13
Thomas Ressler,U.S. Senate,,REP,Morgan,Precinct 24,6
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,Precinct 24,0
Frank Kubic,U.S. Senate,,REP,Morgan,Precinct 24,5
John R Raese,U.S. Senate,,REP,Morgan,Precinct 24,40
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 24,0
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 24,0
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 24,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 24,4
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 24,0
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 24,19
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 24,12
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 24,8
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 24,28
Thomas Ressler,U.S. Senate,,REP,Morgan,Precinct 25,3
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,Precinct 25,0
Frank Kubic,U.S. Senate,,REP,Morgan,Precinct 25,0
John R Raese,U.S. Senate,,REP,Morgan,Precinct 25,27
Daniel Rebich,U.S. Senate,,REP,Morgan,Precinct 25,0
Kenneth A. Culp,U.S. Senate,,REP,Morgan,Precinct 25,0
Albert Howard,U.S. Senate,,REP,Morgan,Precinct 25,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,Precinct 25,0
Scott H. Williams,U.S. Senate,,REP,Morgan,Precinct 25,0
Mac Warner,U.S. Senate,,REP,Morgan,Precinct 25,2
Ken Hechler,U.S. Senate,,DEM,Morgan,Precinct 25,4
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,Precinct 25,2
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,Precinct 25,16
Thomas Ressler,U.S. Senate,,REP,Morgan,TOTAL,53
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Morgan,TOTAL,3
Frank Kubic,U.S. Senate,,REP,Morgan,TOTAL,14
John R Raese,U.S. Senate,,REP,Morgan,TOTAL,359
Daniel Rebich,U.S. Senate,,REP,Morgan,TOTAL,2
Kenneth A. Culp,U.S. Senate,,REP,Morgan,TOTAL,16
Albert Howard,U.S. Senate,,REP,Morgan,TOTAL,2
Lynette Kennedy McQuain,U.S. Senate,,REP,Morgan,TOTAL,11
Scott H. Williams,U.S. Senate,,REP,Morgan,TOTAL,5
Mac Warner,U.S. Senate,,REP,Morgan,TOTAL,102
Ken Hechler,U.S. Senate,,DEM,Morgan,TOTAL,69
Sheirl Fletcher,U.S. Senate,,DEM,Morgan,TOTAL,33
"Joe Manchin, III",U.S. Senate,,DEM,Morgan,TOTAL,281
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
