candidate,office,district,party,county,precinct,total votes
Ken Hechler,US Senate,,DEM,Putnam,Precinct 9,7
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 9,1
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 9,43
Thomas Ressler,US Senate,,REP,Putnam,Precinct 9,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 9,2
Frank Kubic,US Senate,,REP,Putnam,Precinct 9,0
John R Raese,US Senate,,REP,Putnam,Precinct 9,32
Daniel Rebich,US Senate,,REP,Putnam,Precinct 9,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 9,0
Albert Howard,US Senate,,REP,Putnam,Precinct 9,1
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 9,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 9,0
Mac Warner,US Senate,,REP,Putnam,Precinct 9,2
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 9,0
,Ballots Cast,,,Putnam,Precinct 10,119
,Ballots Cast,,DEM,Putnam,Precinct 10,73
,Ballots Cast,,REP,Putnam,Precinct 10,46
Ken Hechler,US Senate,,DEM,Putnam,Precinct 10,11
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 10,15
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 10,46
Thomas Ressler,US Senate,,REP,Putnam,Precinct 10,1
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 10,1
Frank Kubic,US Senate,,REP,Putnam,Precinct 10,0
John R Raese,US Senate,,REP,Putnam,Precinct 10,38
Daniel Rebich,US Senate,,REP,Putnam,Precinct 10,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 10,1
Albert Howard,US Senate,,REP,Putnam,Precinct 10,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 10,1
Scott H. Williams,US Senate,,REP,Putnam,Precinct 10,0
Mac Warner,US Senate,,REP,Putnam,Precinct 10,4
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 10,0
,Ballots Cast,,,Putnam,Precinct 13,85
,Ballots Cast,,DEM,Putnam,Precinct 13,48
,Ballots Cast,,REP,Putnam,Precinct 13,37
Ken Hechler,US Senate,,DEM,Putnam,Precinct 13,12
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 13,4
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 13,31
Thomas Ressler,US Senate,,REP,Putnam,Precinct 13,2
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 13,1
Frank Kubic,US Senate,,REP,Putnam,Precinct 13,0
John R Raese,US Senate,,REP,Putnam,Precinct 13,29
Daniel Rebich,US Senate,,REP,Putnam,Precinct 13,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 13,0
Albert Howard,US Senate,,REP,Putnam,Precinct 13,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 13,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 13,0
Mac Warner,US Senate,,REP,Putnam,Precinct 13,5
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 13,0
,Ballots Cast,,,Putnam,Precinct 15,60
,Ballots Cast,,DEM,Putnam,Precinct 15,37
,Ballots Cast,,REP,Putnam,Precinct 15,23
Ken Hechler,US Senate,,DEM,Putnam,Precinct 15,4
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 15,1
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 15,31
Thomas Ressler,US Senate,,REP,Putnam,Precinct 15,1
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 15,0
Frank Kubic,US Senate,,REP,Putnam,Precinct 15,0
John R Raese,US Senate,,REP,Putnam,Precinct 15,19
Daniel Rebich,US Senate,,REP,Putnam,Precinct 15,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 15,0
Albert Howard,US Senate,,REP,Putnam,Precinct 15,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 15,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 15,0
Mac Warner,US Senate,,REP,Putnam,Precinct 15,3
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 15,0
,Ballots Cast,,,Putnam,Precinct 16-1,93
,Ballots Cast,,DEM,Putnam,Precinct 16-1,46
,Ballots Cast,,REP,Putnam,Precinct 16-1,47
Ken Hechler,US Senate,,DEM,Putnam,Precinct 16-1,7
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 16-1,1
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 16-1,38
Thomas Ressler,US Senate,,REP,Putnam,Precinct 16-1,1
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 16-1,3
Frank Kubic,US Senate,,REP,Putnam,Precinct 16-1,1
John R Raese,US Senate,,REP,Putnam,Precinct 16-1,36
Daniel Rebich,US Senate,,REP,Putnam,Precinct 16-1,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 16-1,0
Albert Howard,US Senate,,REP,Putnam,Precinct 16-1,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 16-1,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 16-1,0
Mac Warner,US Senate,,REP,Putnam,Precinct 16-1,6
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 16-1,0
,Ballots Cast,,,Putnam,Precinct 16-2,94
,Ballots Cast,,DEM,Putnam,Precinct 16-2,49
,Ballots Cast,,REP,Putnam,Precinct 16-2,45
Ken Hechler,US Senate,,DEM,Putnam,Precinct 16-2,12
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 16-2,5
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 16-2,31
Thomas Ressler,US Senate,,REP,Putnam,Precinct 16-2,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 16-2,1
Frank Kubic,US Senate,,REP,Putnam,Precinct 16-2,0
John R Raese,US Senate,,REP,Putnam,Precinct 16-2,38
Daniel Rebich,US Senate,,REP,Putnam,Precinct 16-2,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 16-2,0
Albert Howard,US Senate,,REP,Putnam,Precinct 16-2,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 16-2,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 16-2,0
Mac Warner,US Senate,,REP,Putnam,Precinct 16-2,6
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 16-2,0
,Ballots Cast,,,Putnam,Precinct 17,64
,Ballots Cast,,DEM,Putnam,Precinct 17,35
,Ballots Cast,,REP,Putnam,Precinct 17,29
Ken Hechler,US Senate,,DEM,Putnam,Precinct 17,6
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 17,6
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 17,23
Thomas Ressler,US Senate,,REP,Putnam,Precinct 17,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 17,2
Frank Kubic,US Senate,,REP,Putnam,Precinct 17,0
John R Raese,US Senate,,REP,Putnam,Precinct 17,26
Daniel Rebich,US Senate,,REP,Putnam,Precinct 17,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 17,0
Albert Howard,US Senate,,REP,Putnam,Precinct 17,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 17,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 17,0
Mac Warner,US Senate,,REP,Putnam,Precinct 17,1
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 17,0
,Ballots Cast,,,Putnam,Precinct 18,93
,Ballots Cast,,DEM,Putnam,Precinct 18,62
,Ballots Cast,,REP,Putnam,Precinct 18,31
Ken Hechler,US Senate,,DEM,Putnam,Precinct 18,10
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 18,6
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 18,46
Thomas Ressler,US Senate,,REP,Putnam,Precinct 18,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 18,0
Frank Kubic,US Senate,,REP,Putnam,Precinct 18,0
John R Raese,US Senate,,REP,Putnam,Precinct 18,28
Daniel Rebich,US Senate,,REP,Putnam,Precinct 18,
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 18,11
Albert Howard,US Senate,,REP,Putnam,Precinct 18,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 18,1
Scott H. Williams,US Senate,,REP,Putnam,Precinct 18,0
Mac Warner,US Senate,,REP,Putnam,Precinct 18,0
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 18,0
,Ballots Cast,,,Putnam,Precinct 19,50
,Ballots Cast,,DEM,Putnam,Precinct 19,40
,Ballots Cast,,REP,Putnam,Precinct 19,9
Ken Hechler,US Senate,,DEM,Putnam,Precinct 19,7
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 19,0
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 19,32
Thomas Ressler,US Senate,,REP,Putnam,Precinct 19,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 19,2
Frank Kubic,US Senate,,REP,Putnam,Precinct 19,0
John R Raese,US Senate,,REP,Putnam,Precinct 19,6
Daniel Rebich,US Senate,,REP,Putnam,Precinct 19,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 19,0
Albert Howard,US Senate,,REP,Putnam,Precinct 19,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 19,1
Scott H. Williams,US Senate,,REP,Putnam,Precinct 19,0
Mac Warner,US Senate,,REP,Putnam,Precinct 19,0
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 19,1
,Ballots Cast,,,Putnam,Precinct 21,78
,Ballots Cast,,DEM,Putnam,Precinct 21,52
,Ballots Cast,,REP,Putnam,Precinct 21,26
Ken Hechler,US Senate,,DEM,Putnam,Precinct 21,12
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 21,7
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 21,33
Thomas Ressler,US Senate,,REP,Putnam,Precinct 21,1
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 21,0
Frank Kubic,US Senate,,REP,Putnam,Precinct 21,0
John R Raese,US Senate,,REP,Putnam,Precinct 21,19
Daniel Rebich,US Senate,,REP,Putnam,Precinct 21,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 21,0
Albert Howard,US Senate,,REP,Putnam,Precinct 21,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 21,3
Scott H. Williams,US Senate,,REP,Putnam,Precinct 21,0
Mac Warner,US Senate,,REP,Putnam,Precinct 21,3
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 21,0
,Ballots Cast,,,Putnam,Precinct 22,76
,Ballots Cast,,DEM,Putnam,Precinct 22,51
,Ballots Cast,,REP,Putnam,Precinct 22,25
Ken Hechler,US Senate,,DEM,Putnam,Precinct 22,12
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 22,7
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 22,32
Thomas Ressler,US Senate,,REP,Putnam,Precinct 22,1
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 22,1
Frank Kubic,US Senate,,REP,Putnam,Precinct 22,0
John R Raese,US Senate,,REP,Putnam,Precinct 22,16
Daniel Rebich,US Senate,,REP,Putnam,Precinct 22,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 22,0
Albert Howard,US Senate,,REP,Putnam,Precinct 22,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 22,1
Scott H. Williams,US Senate,,REP,Putnam,Precinct 22,1
Mac Warner,US Senate,,REP,Putnam,Precinct 22,5
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 22,0
,Ballots Cast,,,Putnam,Precinct 23,101
,Ballots Cast,,DEM,Putnam,Precinct 23,58
,Ballots Cast,,REP,Putnam,Precinct 23,43
Ken Hechler,US Senate,,DEM,Putnam,Precinct 23,3
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 23,10
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 23,44
Thomas Ressler,US Senate,,REP,Putnam,Precinct 23,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 23,4
Frank Kubic,US Senate,,REP,Putnam,Precinct 23,0
John R Raese,US Senate,,REP,Putnam,Precinct 23,35
Daniel Rebich,US Senate,,REP,Putnam,Precinct 23,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 23,0
Albert Howard,US Senate,,REP,Putnam,Precinct 23,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 23,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 23,1
Mac Warner,US Senate,,REP,Putnam,Precinct 23,3
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 23,0
,Ballots Cast,,,Putnam,Precinct 24,68
,Ballots Cast,,DEM,Putnam,Precinct 24,36
,Ballots Cast,,REP,Putnam,Precinct 24,32
Ken Hechler,US Senate,,DEM,Putnam,Precinct 24,11
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 24,5
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 24,20
Thomas Ressler,US Senate,,REP,Putnam,Precinct 24,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 24,1
Frank Kubic,US Senate,,REP,Putnam,Precinct 24,0
John R Raese,US Senate,,REP,Putnam,Precinct 24,20
Daniel Rebich,US Senate,,REP,Putnam,Precinct 24,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 24,0
Albert Howard,US Senate,,REP,Putnam,Precinct 24,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 24,1
Scott H. Williams,US Senate,,REP,Putnam,Precinct 24,0
Mac Warner,US Senate,,REP,Putnam,Precinct 24,8
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 24,0
,Ballots Cast,,,Putnam,Precinct 25-1,144
,Ballots Cast,,DEM,Putnam,Precinct 25-1,67
,Ballots Cast,,REP,Putnam,Precinct 25-1,77
Ken Hechler,US Senate,,DEM,Putnam,Precinct 25-1,12
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 25-1,8
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 25-1,47
Thomas Ressler,US Senate,,REP,Putnam,Precinct 25-1,2
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 25-1,4
Frank Kubic,US Senate,,REP,Putnam,Precinct 25-1,0
John R Raese,US Senate,,REP,Putnam,Precinct 25-1,66
Daniel Rebich,US Senate,,REP,Putnam,Precinct 25-1,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 25-1,1
Albert Howard,US Senate,,REP,Putnam,Precinct 25-1,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 25-1,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 25-1,0
Mac Warner,US Senate,,REP,Putnam,Precinct 25-1,4
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 25-1,0
,Ballots Cast,,,Putnam,Precinct 25-2,115
,Ballots Cast,,DEM,Putnam,Precinct 25-2,60
,Ballots Cast,,REP,Putnam,Precinct 25-2,55
Ken Hechler,US Senate,,DEM,Putnam,Precinct 25-2,18
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 25-2,8
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 25-2,34
Thomas Ressler,US Senate,,REP,Putnam,Precinct 25-2,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 25-2,2
Frank Kubic,US Senate,,REP,Putnam,Precinct 25-2,0
John R Raese,US Senate,,REP,Putnam,Precinct 25-2,50
Daniel Rebich,US Senate,,REP,Putnam,Precinct 25-2,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 25-2,0
Albert Howard,US Senate,,REP,Putnam,Precinct 25-2,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 25-2,1
Scott H. Williams,US Senate,,REP,Putnam,Precinct 25-2,1
Mac Warner,US Senate,,REP,Putnam,Precinct 25-2,1
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 25-2,0
,Ballots Cast,,,Putnam,Precinct 26-1,165
,Ballots Cast,,DEM,Putnam,Precinct 26-1,83
,Ballots Cast,,REP,Putnam,Precinct 26-1,82
Ken Hechler,US Senate,,DEM,Putnam,Precinct 26-1,18
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 26-1,5
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 26-1,60
Thomas Ressler,US Senate,,REP,Putnam,Precinct 26-1,1
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 26-1,3
Frank Kubic,US Senate,,REP,Putnam,Precinct 26-1,0
John R Raese,US Senate,,REP,Putnam,Precinct 26-1,63
Daniel Rebich,US Senate,,REP,Putnam,Precinct 26-1,1
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 26-1,0
Albert Howard,US Senate,,REP,Putnam,Precinct 26-1,0
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 26-1,1
Scott H. Williams,US Senate,,REP,Putnam,Precinct 26-1,0
Mac Warner,US Senate,,REP,Putnam,Precinct 26-1,11
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 26-1,0
,Ballots Cast,,,Putnam,Precinct 26-2,138
,Ballots Cast,,DEM,Putnam,Precinct 26-2,69
,Ballots Cast,,REP,Putnam,Precinct 26-2,69
Ken Hechler,US Senate,,DEM,Putnam,Precinct 26-2,13
Sbeirl Fletcher,US Senate,,DEM,Putnam,Precinct 26-2,2
"Joe Manchin, III",US Senate,,DEM,Putnam,Precinct 26-2,54
Thomas Ressler,US Senate,,REP,Putnam,Precinct 26-2,0
"Harry C. Bruner. Jr,",US Senate,,REP,Putnam,Precinct 26-2,5
Frank Kubic,US Senate,,REP,Putnam,Precinct 26-2,0
John R Raese,US Senate,,REP,Putnam,Precinct 26-2,53
Daniel Rebich,US Senate,,REP,Putnam,Precinct 26-2,0
Kenneth A. Culp,US Senate,,REP,Putnam,Precinct 26-2,2
Albert Howard,US Senate,,REP,Putnam,Precinct 26-2,1
Lynette Kennedy McQuain,US Senate,,REP,Putnam,Precinct 26-2,0
Scott H. Williams,US Senate,,REP,Putnam,Precinct 26-2,3
Mac Warner,US Senate,,REP,Putnam,Precinct 26-2,5
Jesse Johnson,US Senate,,MTN,Putnam,Precinct 26-2,0
,Ballots Cast,,,Putnam,Precinct 27-1,122
,Ballots Cast,,DEM,Putnam,Precinct 27-1,60
