candidate,office,district,party,county,precinct,total votes
David B. McKinley,U.S. House,1,,Marshall,Precinct 43,189
Mike Oliverio,U.S. House,1,,Marshall,Precinct 43,115
Larry J. Edgell,State Senate,2,,Marshall,Precinct 43,216
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 43,231
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 43,167
,Straight Party Ticket,,REP,Marshall,Precinct 44,33
,Straight Party Ticket,,DEM,Marshall,Precinct 44,45
,Straight Party Ticket,,MTN,Marshall,Precinct 44,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 44,99
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 44,172
Jeff Becker,U.S. Senate,,,Marshall,Precinct 44,4
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 44,7
David B. McKinley,U.S. House,1,,Marshall,Precinct 44,130
Mike Oliverio,U.S. House,1,,Marshall,Precinct 44,135
Larry J. Edgell,State Senate,2,,Marshall,Precinct 44,191
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 44,221
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 44,171
,Straight Party Ticket,,REP,Marshall,Precinct 45,0
,Straight Party Ticket,,DEM,Marshall,Precinct 45,132
,Straight Party Ticket,,MTN,Marshall,Precinct 45,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 45,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 45,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 45,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 45,
David B. McKinley,U.S. House,1,,Marshall,Precinct 45,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 45,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 45,125
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 45,145
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 45,109
,Straight Party Ticket,,REP,Marshall,Precinct 46,0
,Straight Party Ticket,,DEM,Marshall,Precinct 46,282
,Straight Party Ticket,,MTN,Marshall,Precinct 46,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 46,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 46,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 46,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 46,
David B. McKinley,U.S. House,1,,Marshall,Precinct 46,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 46,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 46,271
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 46,277
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 46,242
,Straight Party Ticket,,REP,Marshall,Precinct 48,0
,Straight Party Ticket,,DEM,Marshall,Precinct 48,77
,Straight Party Ticket,,MTN,Marshall,Precinct 48,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 48,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 48,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 48,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 48,
David B. McKinley,U.S. House,1,,Marshall,Precinct 48,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 48,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 48,74
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 48,80
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 48,64
,Straight Party Ticket,,REP,Marshall,Precinct 52,0
,Straight Party Ticket,,DEM,Marshall,Precinct 52,188
,Straight Party Ticket,,MTN,Marshall,Precinct 52,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 52,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 52,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 52,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 52,
David B. McKinley,U.S. House,1,,Marshall,Precinct 52,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 52,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 52,188
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 52,185
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 52,158
,Straight Party Ticket,,REP,Marshall,Precinct 56,0
,Straight Party Ticket,,DEM,Marshall,Precinct 56,151
,Straight Party Ticket,,MTN,Marshall,Precinct 56,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 56,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 56,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 56,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 56,
David B. McKinley,U.S. House,1,,Marshall,Precinct 56,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 56,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 56,149
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 56,161
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 56,112
,Straight Party Ticket,,REP,Marshall,Precinct 58,0
,Straight Party Ticket,,DEM,Marshall,Precinct 58,55
,Straight Party Ticket,,MTN,Marshall,Precinct 58,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 58,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 58,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 58,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 58,
David B. McKinley,U.S. House,1,,Marshall,Precinct 58,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 58,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 58,54
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 58,61
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 58,40
,Straight Party Ticket,,REP,Marshall,Precinct 60,0
,Straight Party Ticket,,DEM,Marshall,Precinct 60,125
,Straight Party Ticket,,MTN,Marshall,Precinct 60,1
John R. Raese,U.S. Senate,,,Marshall,Precinct 60,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 60,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 60,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 60,
David B. McKinley,U.S. House,1,,Marshall,Precinct 60,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 60,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 60,121
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 60,131
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 60,108
,Straight Party Ticket,,REP,Marshall,Precinct 61,0
,Straight Party Ticket,,DEM,Marshall,Precinct 61,60
,Straight Party Ticket,,MTN,Marshall,Precinct 61,0
John R. Raese,U.S. Senate,,,Marshall,Precinct 61,
Joe Manchin III,U.S. Senate,,,Marshall,Precinct 61,
Jeff Becker,U.S. Senate,,,Marshall,Precinct 61,
Jesse Johnson,U.S. Senate,,,Marshall,Precinct 61,
David B. McKinley,U.S. House,1,,Marshall,Precinct 61,
Mike Oliverio,U.S. House,1,,Marshall,Precinct 61,
Larry J. Edgell,State Senate,2,,Marshall,Precinct 61,57
Scott G. Varner,House of Delegates,4,,Marshall,Precinct 61,70
Michael T. Ferro,House of Delegates,4,,Marshall,Precinct 61,54
,Straight Party Ticket,,REP,Marshall,TOTALS,0
,Straight Party Ticket,,DEM,Marshall,TOTALS,7473
,Straight Party Ticket,,MTN,Marshall,TOTALS,20
John R. Raese,U.S. Senate,,,Marshall,TOTALS,1191
Joe Manchin III,U.S. Senate,,,Marshall,TOTALS,1154
Jeff Becker,U.S. Senate,,,Marshall,TOTALS,1
Jesse Johnson,U.S. Senate,,,Marshall,TOTALS,503
David B. McKinley,U.S. House,1,,Marshall,TOTALS,366
Mike Oliverio,U.S. House,1,,Marshall,TOTALS,3
Larry J. Edgell,State Senate,2,,Marshall,TOTALS,7056
Scott G. Varner,House of Delegates,4,,Marshall,TOTALS,7520
Michael T. Ferro,House of Delegates,4,,Marshall,TOTALS,6864
