candidate,office,district,party,county,precinct,total votes
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 3,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 3,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 3,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 3,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 3,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 4,7
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 4,4
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 4,15
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 4,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 4,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 4,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 4,14
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 4,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 4,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 4,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 4,2
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 4,2
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 4,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 4,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 5,7
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 5,2
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 5,16
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 5,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 5,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 5,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 5,24
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 5,2
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 5,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 5,2
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 5,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 5,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 5,4
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 5,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 6,6
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 6,2
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 6,17
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 6,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 6,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 6,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 6,13
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 6,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 6,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 6,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 6,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 6,0
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 6,5
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 6,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 7,19
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 7,17
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 7,36
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 7,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 7,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 7,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 7,37
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 7,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 7,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 7,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 7,1
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 7,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 7,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 7,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 8,6
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 8,4
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 8,34
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 8,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 8,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 8,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 8,33
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 8,1
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 8,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 8,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 8,1
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 8,6
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 8,3
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 8,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 9,5
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 9,0
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 9,13
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 9,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 9,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 9,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 9,8
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 9,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 9,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 9,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 9,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 9,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 9,1
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 9,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 10,6
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 10,3
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 10,33
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 10,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 10,1
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 10,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 10,35
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 10,2
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 10,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 10,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 10,2
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 10,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 10,1
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 10,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 11,6
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 11,6
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 11,14
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 11,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 11,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 11,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 11,31
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 11,2
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 11,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 11,1
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 11,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 11,2
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 11,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 11,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 12,0
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 12,3
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 12,13
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 12,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 12,1
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 12,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 12,27
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 12,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 12,1
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 12,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 12,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 12,2
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 12,4
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 12,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 13,16
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 13,9
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 13,65
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 13,3
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 13,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 13,1
John R Raese,U.S. Senate,,REP,Lewis,Precinct 13,81
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 13,3
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 13,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 13,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 13,1
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 13,8
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 13,8
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 13,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 14,5
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 14,10
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 14,20
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 14,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 14,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 14,1
John R Raese,U.S. Senate,,REP,Lewis,Precinct 14,25
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 14,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 14,1
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 14,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 14,1
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 14,2
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 14,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 14,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 15,11
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 15,6
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 15,48
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 15,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 15,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 15,1
John R Raese,U.S. Senate,,REP,Lewis,Precinct 15,73
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 15,2
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 15,1
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 15,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 15,1
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 15,7
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 15,2
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 15,1
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 16,5
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 16,2
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 16,21
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 16,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 16,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 16,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 16,6
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 16,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 16,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 16,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 16,1
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 16,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 16,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 16,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 17,5
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 17,2
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 17,30
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 17,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 17,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 17,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 17,20
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 17,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 17,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 17,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 17,2
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 17,3
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 17,3
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 17,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 18,3
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 18,3
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 18,11
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 18,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 18,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 18,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 18,10
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 18,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 18,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 18,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 18,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 18,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 18,1
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 18,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 19,4
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 19,2
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 19,4
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 19,2
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 19,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 19,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 19,17
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 19,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 19,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 19,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 19,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 19,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 19,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 19,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 20,7
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 20,9
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 20,46
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 20,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 20,1
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 20,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 20,56
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 20,3
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 20,2
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 20,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 20,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 20,6
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 20,2
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 20,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 21,13
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 21,2
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 21,29
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 21,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 21,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 21,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 21,22
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 21,3
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 21,1
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 21,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 21,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 21,2
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 21,1
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 21,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 22,1
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 22,0
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 22,17
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 22,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 22,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 22,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 22,6
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 22,0
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 22,0
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 22,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 22,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 22,3
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 22,0
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 22,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 23,8
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 23,12
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 23,33
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 23,1
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 23,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 23,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 23,36
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 23,3
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 23,1
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 23,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 23,0
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 23,1
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 23,2
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 23,0
Ken Hechler,U.S. Senate,,DEM,Lewis,Precinct 24,8
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 24,11
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,Precinct 24,39
Thomas Ressler,U.S. Senate,,REP,Lewis,Precinct 24,0
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,Precinct 24,0
Frank Kubic,U.S. Senate,,REP,Lewis,Precinct 24,0
John R Raese,U.S. Senate,,REP,Lewis,Precinct 24,39
Daniel Rebich,U.S. Senate,,REP,Lewis,Precinct 24,4
Kenneth A. Culp,U.S. Senate,,REP,Lewis,Precinct 24,2
Albert Howard,U.S. Senate,,REP,Lewis,Precinct 24,0
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,Precinct 24,2
Scott H. Williams,U.S. Senate,,REP,Lewis,Precinct 24,7
Mac Warner,U.S. Senate,,REP,Lewis,Precinct 24,1
Jesse Johnson,U.S. Senate,,MTN,Lewis,Precinct 24,2
Ken Hechler,U.S. Senate,,DEM,Lewis,TOTALS,164
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,TOTALS,112
"Joe Manchin, III",U.S. Senate,,DEM,Lewis,TOTALS,612
Thomas Ressler,U.S. Senate,,REP,Lewis,TOTALS,13
"Harry C. Bruner. Jr,",U.S. Senate,,REP,Lewis,TOTALS,3
Frank Kubic,U.S. Senate,,REP,Lewis,TOTALS,4
John R Raese,U.S. Senate,,REP,Lewis,TOTALS,666
Daniel Rebich,U.S. Senate,,REP,Lewis,TOTALS,30
Kenneth A. Culp,U.S. Senate,,REP,Lewis,TOTALS,9
Albert Howard,U.S. Senate,,REP,Lewis,TOTALS,4
Lynette Kennedy McQuain,U.S. Senate,,REP,Lewis,TOTALS,15
Scott H. Williams,U.S. Senate,,REP,Lewis,TOTALS,64
Mac Warner,U.S. Senate,,REP,Lewis,TOTALS,39
Jesse Johnson,U.S. Senate,,MTN,Lewis,TOTALS,3
