candidate,office,district,party,county,precinct,total votes 
Jeff Becker,US Senate,,CON,Kanawha,Precinct 118,0
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 118,11
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 118,209
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 118,96
Phil Hudok,US House,2,CON,Kanawha,Precinct 118,8
Bob Ore,State Senate,8,REP,Kanawha,Precinct 118,116
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 118,192
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 118,126
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 118,162
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 118,18
,Registered Voters ,,,Kanawha,Precinct 119,658
,Ballots Cast ,,,Kanawha,Precinct 119,279
,Straight Party Ticket ,,REP,Kanawha,Precinct 119,72
,Straight Party Ticket ,,DEM,Kanawha,Precinct 119,39
,Straight Party Ticket ,,CON,Kanawha,Precinct 119,0
,Straight Party Ticket ,,MTN,Kanawha,Precinct 119,0
John R. Raese,US Senate,,REP,Kanawha,Precinct 119,137
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 119,134
Jeff Becker,US Senate,,CON,Kanawha,Precinct 119,2
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 119,5
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 119,192
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 119,73
Phil Hudok,US House,2,CON,Kanawha,Precinct 119,6
Bob Ore,State Senate,8,REP,Kanawha,Precinct 119,134
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 119,135
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 119,143
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 119,111
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 119,15
,Registered Voters ,,,Kanawha,Precinct 120,915
,Ballots Cast ,,,Kanawha,Precinct 120,424
,Straight Party Ticket ,,REP,Kanawha,Precinct 120,63
,Straight Party Ticket ,,DEM,Kanawha,Precinct 120,83
,Straight Party Ticket ,,CON,Kanawha,Precinct 120,0
,Straight Party Ticket ,,MTN,Kanawha,Precinct 120,0
John R. Raese,US Senate,,REP,Kanawha,Precinct 120,168
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 120,236
Jeff Becker,US Senate,,CON,Kanawha,Precinct 120,1
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 120,14
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 120,277
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 120,128
Phil Hudok,US House,2,CON,Kanawha,Precinct 120,6
Bob Ore,State Senate,8,REP,Kanawha,Precinct 120,135
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 120,275
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 120,149
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 120,226
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 120,30
,Registered Voters ,,,Kanawha,Precinct 123,427
,Ballots Cast ,,,Kanawha,Precinct 123,179
,Straight Party Ticket ,,REP,Kanawha,Precinct 123,17
,Straight Party Ticket ,,DEM,Kanawha,Precinct 123,34
,Straight Party Ticket ,,CON,Kanawha,Precinct 123,0
,Straight Party Ticket ,,MTN,Kanawha,Precinct 123,1
John R. Raese,US Senate,,REP,Kanawha,Precinct 123,53
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 123,116
Jeff Becker,US Senate,,CON,Kanawha,Precinct 123,3
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 123,7
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 123,106
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 123,61
Phil Hudok,US House,2,CON,Kanawha,Precinct 123,7
Bob Ore,State Senate,8,REP,Kanawha,Precinct 123,53
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 123,114
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 123,52
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 123,89
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 123,22
,Registered Voters ,,,Kanawha,Precinct 131,445
,Ballots Cast ,,,Kanawha,Precinct 131,192
,Straight Party Ticket ,,REP,Kanawha,Precinct 131,5
,Straight Party Ticket ,,DEM,Kanawha,Precinct 131,97
,Straight Party Ticket ,,CON,Kanawha,Precinct 131,1
,Straight Party Ticket ,,MTN,Kanawha,Precinct 131,0
John R. Raese,US Senate,,REP,Kanawha,Precinct 131,25
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 131,155
Jeff Becker,US Senate,,CON,Kanawha,Precinct 131,2
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 131,8
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 131,54
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 131,124
Phil Hudok,US House,2,CON,Kanawha,Precinct 131,5
Bob Ore,State Senate,8,REP,Kanawha,Precinct 131,22
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 131,163
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 131,21
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 131,154
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 131,12
,Registered Voters ,,,Kanawha,Precinct 133,252
,Ballots Cast ,,,Kanawha,Precinct 133,101
,Straight Party Ticket ,,REP,Kanawha,Precinct 133,4
,Straight Party Ticket ,,DEM,Kanawha,Precinct 133,32
,Straight Party Ticket ,,CON,Kanawha,Precinct 133,0
,Straight Party Ticket ,,MTN,Kanawha,Precinct 133,0
John R. Raese,US Senate,,REP,Kanawha,Precinct 133,23
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 133,73
Jeff Becker,US Senate,,CON,Kanawha,Precinct 133,2
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 133,3
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 133,49
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 133,44
Phil Hudok,US House,2,CON,Kanawha,Precinct 133,2
Bob Ore,State Senate,8,REP,Kanawha,Precinct 133,16
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 133,75
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 133,16
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 133,64
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 133,7
,Registered Voters ,,,Kanawha,Precinct 134,468
,Ballots Cast ,,,Kanawha,Precinct 134,218
,Straight Party Ticket ,,REP,Kanawha,Precinct 134,13
,Straight Party Ticket ,,DEM,Kanawha,Precinct 134,40
,Straight Party Ticket ,,CON,Kanawha,Precinct 134,0
,Straight Party Ticket ,,MTN,Kanawha,Precinct 134,1
John R. Raese,US Senate,,REP,Kanawha,Precinct 134,73
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 134,135
Jeff Becker,US Senate,,CON,Kanawha,Precinct 134,2
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 134,5
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 134,132
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 134,64
Phil Hudok,US House,2,CON,Kanawha,Precinct 134,6
Bob Ore,State Senate,8,REP,Kanawha,Precinct 134,54
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 134,152
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 134,72
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 134,118
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 134,11
,Registered Voters ,,,Kanawha,Precinct 136,700
,Ballots Cast ,,,Kanawha,Precinct 136,296
,Straight Party Ticket ,,REP,Kanawha,Precinct 136,22
,Straight Party Ticket ,,DEM,Kanawha,Precinct 136,114
,Straight Party Ticket ,,CON,Kanawha,Precinct 136,0
,Straight Party Ticket ,,MTN,Kanawha,Precinct 136,1
John R. Raese,US Senate,,REP,Kanawha,Precinct 136,71
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 136,215
Jeff Becker,US Senate,,CON,Kanawha,Precinct 136,2
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 136,7
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 136,133
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 136,149
Phil Hudok,US House,2,CON,Kanawha,Precinct 136,2
Bob Ore,State Senate,8,REP,Kanawha,Precinct 136,63
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 136,226
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 136,64
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 136,200
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 136,20
,Registered Voters ,,,Kanawha,Precinct 138,798
,Ballots Cast ,,,Kanawha,Precinct 138,322
,Straight Party Ticket ,,REP,Kanawha,Precinct 138,26
,Straight Party Ticket ,,DEM,Kanawha,Precinct 138,71
,Straight Party Ticket ,,CON,Kanawha,Precinct 138,1
,Straight Party Ticket ,,MTN,Kanawha,Precinct 138,1
John R. Raese,US Senate,,REP,Kanawha,Precinct 138,84
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 138,222
Jeff Becker,US Senate,,CON,Kanawha,Precinct 138,2
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 138,9
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 138,200
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 138,109
Phil Hudok,US House,2,CON,Kanawha,Precinct 138,5
Bob Ore,State Senate,8,REP,Kanawha,Precinct 138,78
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 138,227
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 138,80
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 138,197
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 138,18
,Registered Voters ,,,Kanawha,Precinct 140,352
,Ballots Cast ,,,Kanawha,Precinct 140,128
,Straight Party Ticket ,,REP,Kanawha,Precinct 140,5
,Straight Party Ticket ,,DEM,Kanawha,Precinct 140,51
,Straight Party Ticket ,,CON,Kanawha,Precinct 140,1
,Straight Party Ticket ,,MTN,Kanawha,Precinct 140,2
John R. Raese,US Senate,,REP,Kanawha,Precinct 140,12
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 140,106
Jeff Becker,US Senate,,CON,Kanawha,Precinct 140,0
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 140,6
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 140,45
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 140,62
Phil Hudok,US House,2,CON,Kanawha,Precinct 140,2
Bob Ore,State Senate,8,REP,Kanawha,Precinct 140,14
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 140,100
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 140,11
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 140,95
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 140,11
,Registered Voters ,,,Kanawha,Precinct 142,555
,Ballots Cast ,,,Kanawha,Precinct 142,221
,Straight Party Ticket ,,REP,Kanawha,Precinct 142,13
,Straight Party Ticket ,,DEM,Kanawha,Precinct 142,73
,Straight Party Ticket ,,CON,Kanawha,Precinct 142,1
,Straight Party Ticket ,,MTN,Kanawha,Precinct 142,0
John R. Raese,US Senate,,REP,Kanawha,Precinct 142,35
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 142,171
Jeff Becker,US Senate,,CON,Kanawha,Precinct 142,3
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 142,10
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 142,96
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 142,111
Phil Hudok,US House,2,CON,Kanawha,Precinct 142,5
Bob Ore,State Senate,8,REP,Kanawha,Precinct 142,39
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 142,171
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 142,36
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 142,148
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 142,21
,Registered Voters ,,,Kanawha,Precinct 145,462
,Ballots Cast ,,,Kanawha,Precinct 145,203
,Straight Party Ticket ,,REP,Kanawha,Precinct 145,9
,Straight Party Ticket ,,DEM,Kanawha,Precinct 145,74
,Straight Party Ticket ,,CON,Kanawha,Precinct 145,0
,Straight Party Ticket ,,MTN,Kanawha,Precinct 145,0
John R. Raese,US Senate,,REP,Kanawha,Precinct 145,34
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 145,165
Jeff Becker,US Senate,,CON,Kanawha,Precinct 145,0
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 145,3
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 145,92
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 145,105
Phil Hudok,US House,2,CON,Kanawha,Precinct 145,0
Bob Ore,State Senate,8,REP,Kanawha,Precinct 145,32
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 145,160
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 145,36
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 145,142
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 145,10
,Registered Voters ,,,Kanawha,Precinct 147,781
,Ballots Cast ,,,Kanawha,Precinct 147,300
,Straight Party Ticket ,,REP,Kanawha,Precinct 147,28
,Straight Party Ticket ,,DEM,Kanawha,Precinct 147,82
,Straight Party Ticket ,,CON,Kanawha,Precinct 147,2
,Straight Party Ticket ,,MTN,Kanawha,Precinct 147,0
John R. Raese,US Senate,,REP,Kanawha,Precinct 147,86
Joe Manchin III,US Senate,,DEM,Kanawha,Precinct 147,200
Jeff Becker,US Senate,,CON,Kanawha,Precinct 147,1
Jesse Johnson ,US Senate,,MTN,Kanawha,Precinct 147,13
Shelley Moore Capito,US House,2,REP,Kanawha,Precinct 147,158
Virginia Lynch Graf,US House,2,DEM,Kanawha,Precinct 147,122
Phil Hudok,US House,2,CON,Kanawha,Precinct 147,5
Bob Ore,State Senate,8,REP,Kanawha,Precinct 147,79
Erik Wells,State Senate,8,DEM,Kanawha,Precinct 147,206
Charles Minimah,State Senate,17,REP,Kanawha,Precinct 147,78
Brooks McCabe,State Senate,17,DEM,Kanawha,Precinct 147,193
David B. Hall ,State Senate,17,MTN,Kanawha,Precinct 147,10
,Registered Voters ,,,Kanawha,Precinct 148,375
,Ballots Cast ,,,Kanawha,Precinct 148,182
