county,precinct,office,district,candidate,party,votes,election_day,early_voting
Wayne,31,Ballots Cast,,,MTN,0,0,0
Wayne,34,Ballots Cast,,,MTN,0,0,0
Wayne,36,Ballots Cast,,,MTN,0,0,0
Wayne,37,Ballots Cast,,,MTN,0,0,0
Wayne,41,Ballots Cast,,,MTN,0,0,0
Wayne,42,Ballots Cast,,,MTN,0,0,0
Wayne,45,Ballots Cast,,,MTN,0,0,0
Wayne,48,Ballots Cast,,,MTN,0,0,0
Wayne,49,Ballots Cast,,,MTN,0,0,0
Wayne,50,Ballots Cast,,,MTN,0,0,0
Wayne,51,Ballots Cast,,,MTN,0,0,0
Wayne,52,Ballots Cast,,,MTN,0,0,0
Wayne,53,Ballots Cast,,,MTN,0,0,0
Wayne,54,Ballots Cast,,,MTN,0,0,0
Wayne,56,Ballots Cast,,,MTN,0,0,0
Wayne,57,Ballots Cast,,,MTN,0,0,0
Wayne,59,Ballots Cast,,,MTN,0,0,0
Wayne,60,Ballots Cast,,,MTN,0,0,0
Wayne,61,Ballots Cast,,,MTN,0,0,0
Wayne,62,Ballots Cast,,,MTN,0,0,0
Wayne,63,Ballots Cast,,,MTN,0,0,0
Wayne,1,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,3,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,5,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,6,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,11,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,12,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,13,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,14,U.S. Senate,,Thomas Ressler,REP,2,2,0
Wayne,16,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,17,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,18,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,19,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,20,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,21,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,22,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,30,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,31,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,34,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,36,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,37,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,41,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,42,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,45,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,48,U.S. Senate,,Thomas Ressler,REP,2,2,0
Wayne,49,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,51,U.S. Senate,,Thomas Ressler,REP,3,3,0
Wayne,52,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,53,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,54,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,56,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,57,U.S. Senate,,Thomas Ressler,REP,1,1,0
Wayne,59,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,60,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,61,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,62,U.S. Senate,,Thomas Ressler,REP,2,2,0
Wayne,63,U.S. Senate,,Thomas Ressler,REP,0,0,0
Wayne,1,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,3,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,5,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,6,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,11,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,12,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,13,U.S. Senate,,"Harry C. Bruner, Jr.",REP,2,2,0
Wayne,14,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,16,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,17,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,18,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,19,U.S. Senate,,"Harry C. Bruner, Jr.",REP,3,3,0
Wayne,20,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,21,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,22,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,30,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,31,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,34,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,36,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,37,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,41,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,42,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,45,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,48,U.S. Senate,,"Harry C. Bruner, Jr.",REP,3,3,0
Wayne,49,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,51,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,52,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,53,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,54,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,56,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,57,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,59,U.S. Senate,,"Harry C. Bruner, Jr.",REP,2,2,0
Wayne,60,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,61,U.S. Senate,,"Harry C. Bruner, Jr.",REP,1,1,0
Wayne,62,U.S. Senate,,"Harry C. Bruner, Jr.",REP,2,2,0
Wayne,63,U.S. Senate,,"Harry C. Bruner, Jr.",REP,0,0,0
Wayne,1,U.S. Senate,,Frank Kubic,REP,1,1,0
Wayne,3,U.S. Senate,,Frank Kubic,REP,2,2,0
Wayne,5,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,6,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,11,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,12,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,13,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,14,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,16,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,17,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,18,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,19,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,20,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,21,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,22,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,30,U.S. Senate,,Frank Kubic,REP,1,1,0
Wayne,31,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,34,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,36,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,37,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,41,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,42,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,45,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,48,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,49,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,51,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,52,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,53,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,54,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,56,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,57,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,59,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,60,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,61,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,62,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,63,U.S. Senate,,Frank Kubic,REP,0,0,0
Wayne,1,U.S. Senate,,John R. Raese,REP,13,13,0
Wayne,3,U.S. Senate,,John R. Raese,REP,18,18,0
Wayne,5,U.S. Senate,,John R. Raese,REP,13,13,0
Wayne,6,U.S. Senate,,John R. Raese,REP,4,4,0
Wayne,11,U.S. Senate,,John R. Raese,REP,12,12,0
Wayne,12,U.S. Senate,,John R. Raese,REP,18,18,0
Wayne,13,U.S. Senate,,John R. Raese,REP,14,14,0
Wayne,14,U.S. Senate,,John R. Raese,REP,34,34,0
Wayne,16,U.S. Senate,,John R. Raese,REP,8,8,0
Wayne,17,U.S. Senate,,John R. Raese,REP,18,18,0
Wayne,18,U.S. Senate,,John R. Raese,REP,23,23,0
Wayne,19,U.S. Senate,,John R. Raese,REP,26,26,0
Wayne,20,U.S. Senate,,John R. Raese,REP,19,19,0
Wayne,21,U.S. Senate,,John R. Raese,REP,9,9,0
Wayne,22,U.S. Senate,,John R. Raese,REP,21,21,0
Wayne,30,U.S. Senate,,John R. Raese,REP,9,9,0
Wayne,31,U.S. Senate,,John R. Raese,REP,8,8,0
Wayne,34,U.S. Senate,,John R. Raese,REP,7,7,0
Wayne,36,U.S. Senate,,John R. Raese,REP,8,8,0
Wayne,37,U.S. Senate,,John R. Raese,REP,22,22,0
Wayne,41,U.S. Senate,,John R. Raese,REP,13,13,0
Wayne,42,U.S. Senate,,John R. Raese,REP,6,6,0
Wayne,45,U.S. Senate,,John R. Raese,REP,3,3,0
Wayne,48,U.S. Senate,,John R. Raese,REP,31,31,0
Wayne,49,U.S. Senate,,John R. Raese,REP,31,31,0
Wayne,51,U.S. Senate,,John R. Raese,REP,5,5,0
Wayne,52,U.S. Senate,,John R. Raese,REP,6,6,0
Wayne,53,U.S. Senate,,John R. Raese,REP,13,13,0
Wayne,54,U.S. Senate,,John R. Raese,REP,11,11,0
Wayne,56,U.S. Senate,,John R. Raese,REP,21,21,0
Wayne,57,U.S. Senate,,John R. Raese,REP,16,16,0
Wayne,59,U.S. Senate,,John R. Raese,REP,25,25,0
Wayne,60,U.S. Senate,,John R. Raese,REP,35,35,0
Wayne,61,U.S. Senate,,John R. Raese,REP,18,18,0
Wayne,62,U.S. Senate,,John R. Raese,REP,30,30,0
Wayne,63,U.S. Senate,,John R. Raese,REP,13,13,0
Wayne,1,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,3,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,5,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,6,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,11,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,12,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,13,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,14,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,16,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,17,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,18,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,19,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,20,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,21,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,22,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,30,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,31,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,34,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,36,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,37,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,41,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,42,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,45,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,48,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,49,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,51,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,52,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,53,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,54,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,56,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,57,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,59,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,60,U.S. Senate,,Daniel Rebich,REP,0,0,0
Wayne,61,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,62,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,63,U.S. Senate,,Daniel Rebich,REP,1,1,0
Wayne,1,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,3,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,5,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,6,U.S. Senate,,Kenneth A. Culp,REP,0,0,0
Wayne,11,U.S. Senate,,Kenneth A. Culp,REP,1,1,0
