County,Prec,Dist,City,Reg,Cast,Obama
Monongalia,0047 Prec 39,Registered Voters,,Registered,,479
Monongalia,0047 Prec 39,Ballots Cast,,Ballots,,177
Monongalia,0047 Prec 39,U.S. Senate,,Jay Wolfe,REP,60
Monongalia,0047 Prec 39,U.S. Senate,,Jay Rockefeller ,DEM,113
Monongalia,0047 Prec 39,U.S. House,1,Alan Mollohan,DEM,135
Monongalia,0047 Prec 39,U.S. House,1,Write-ins,,5
Monongalia,0047 Prec 39,State Senate,13,Toni Tampoya,REP,29
Monongalia,0047 Prec 39,State Senate,13,Mike Oliviero,DEM,139
Monongalia,0047 Prec 39,House of Delegates,44,Cindy Frich,REP,77
Monongalia,0047 Prec 39,House of Delegates,44,Tom O'Neill,REP,78
Monongalia,0047 Prec 39,House of Delegates,44,Phil Conley,REP,51
Monongalia,0047 Prec 39,House of Delegates,44,Gene Claypole,DEM,71
Monongalia,0047 Prec 39,House of Delegates,44,Barbara Fleischauer,DEM,93
Monongalia,0047 Prec 39,House of Delegates,44,Nancy Houston,DEM,111
Monongalia,0047 Prec 39,House of Delegates,44,Bob Beach,DEM,100
Monongalia,0047 Prec 39,House of Delegates,44,Write-ins,,2
Monongalia,0048 Prec 46,Registered Voters,,Registered,,374
Monongalia,0048 Prec 46,Ballots Cast,,Ballots,,107
Monongalia,0048 Prec 46,U.S. Senate,,Jay Wolfe,REP,37
Monongalia,0048 Prec 46,U.S. Senate,,Jay Rockefeller ,DEM,68
Monongalia,0048 Prec 46,U.S. House,1,Alan Mollohan,DEM,76
Monongalia,0048 Prec 46,U.S. House,2,Write-ins,,
Monongalia,0048 Prec 46,State Senate,13,Toni Tampoya,DEM,24
Monongalia,0048 Prec 46,State Senate,13,Mike Oliviero,,78
Monongalia,0048 Prec 46,House of Delegates,44,Cindy Frich,REP,48
Monongalia,0048 Prec 46,House of Delegates,44,Tom O'Neill,REP,42
Monongalia,0048 Prec 46,House of Delegates,44,Phil Conley,REP,29
Monongalia,0048 Prec 46,House of Delegates,44,Gene Claypole,DEM,63
Monongalia,0048 Prec 46,House of Delegates,44,Barbara Fleischauer,DEM,61
Monongalia,0048 Prec 46,House of Delegates,44,Nancy Houston,DEM,64
Monongalia,0048 Prec 46,House of Delegates,44,Bob Beach,DEM,58
Monongalia,0048 Prec 46,House of Delegates,44,Write-ins,,1
Monongalia,0049 Prec 48,Registered Voters,,Registered,,319
Monongalia,0049 Prec 48,Ballots Cast,,Ballots,,90
Monongalia,0049 Prec 48,U.S. Senate,,Jay Wolfe,REP,18
Monongalia,0049 Prec 48,U.S. Senate,,Jay Rockefeller,DEM,72
Monongalia,0049 Prec 48,U.S. House,1,Alan Mollohan,DEM,79
Monongalia,0049 Prec 48,State Senate,13,Toni Tampoya,REP,11
Monongalia,0049 Prec 48,State Senate,13,Mike Oliviero,DEM,78
Monongalia,0049 Prec 48,House of Delegates,44,Cindy Frich,REP,30
Monongalia,0049 Prec 48,House of Delegates,44,Tom O'Neill,REP,21
Monongalia,0049 Prec 48,House of Delegates,44,Phil Conley,REP,13
Monongalia,0049 Prec 48,House of Delegates,44,Gene Claypole,DEM,66
Monongalia,0049 Prec 48,House of Delegates,44,Barbara Fleischauer,DEM,58
Monongalia,0049 Prec 48,House of Delegates,44,Nancy Houston,DEM,61
Monongalia,0049 Prec 48,House of Delegates,44,Bob Beach,DEM,61
Monongalia,0050 Prec 49,Registered Voters,,Registered,,144
Monongalia,0050 Prec 49,Ballots Cast,,Ballots,,61
Monongalia,0050 Prec 49,U.S. Senate,,Jay Wolfe,REP,20
Monongalia,0050 Prec 49,U.S. Senate,,Jay Rockefeller,DEM,39
Monongalia,0050 Prec 49,U.S. House,1,Alan Mollohan,DEM,47
Monongalia,0050 Prec 49,U.S. House,1,Write-ins,,2
Monongalia,0050 Prec 49,State Senate,13,Toni Tampoya,DEM,8
Monongalia,0050 Prec 49,State Senate,13,Mike Oliviero,,51
Monongalia,0050 Prec 49,House of Delegates,44,Frich,REP,32
Monongalia,0050 Prec 49,House of Delegates,44,O'Neill,REP,25
Monongalia,0050 Prec 49,House of Delegates,44,Conley,REP,10
Monongalia,0050 Prec 49,House of Delegates,44,Claypole,DEM,35
Monongalia,0050 Prec 49,House of Delegates,44,Fleischauer,DEM,28
Monongalia,0050 Prec 49,House of Delegates,44,Houston,DEM,31
Monongalia,0050 Prec 49,House of Delegates,44,Beach,DEM,42
Monongalia,0051 Prec 56,Registered Voters,,Registered,,92
Monongalia,0051 Prec 56,Ballots Cast,,Ballots,,37
Monongalia,0051 Prec 56,U.S. Senate,,Jay Wolfe,REP,9
Monongalia,0051 Prec 56,U.S. Senate,,Jay Rockefeller,DEM,28
Monongalia,0051 Prec 56,U.S. House,1,Alan Mollohan,DEM,29
Monongalia,0051 Prec 56,State Senate,13,Toni Tampoya,REP,6
Monongalia,0051 Prec 56,State Senate,13,Mike Oliviero,DEM,30
Monongalia,0051 Prec 56,House of Delegates,44,Frich,REP,15
Monongalia,0051 Prec 56,House of Delegates,44,O'Neill,REP,12
Monongalia,0051 Prec 56,House of Delegates,44,Conley,REP,10
Monongalia,0051 Prec 56,House of Delegates,44,Claypole,DEM,25
Monongalia,0051 Prec 56,House of Delegates,44,Fleischauer,DEM,20
Monongalia,0051 Prec 56,House of Delegates,44,Houston,DEM,21
Monongalia,0051 Prec 56,House of Delegates,44,Beach,DEM,25
Monongalia,0052 Prec 68,Registered Voters,,Registered,,730
Monongalia,0052 Prec 68,Ballots Cast,,Ballots,,266
Monongalia,0052 Prec 68,U.S. Senate,,Jay Wolfe,REP,111
Monongalia,0052 Prec 68,U.S. Senate,,Jay Rockefeller,DEM,147
Monongalia,0052 Prec 68,U.S. House,1,Alan Mollohan,DEM,188
Monongalia,0052 Prec 68,U.S. House,1,Write-ins,,2
Monongalia,0052 Prec 68,State Senate,13,Toni Tampoya,DEM,65
Monongalia,0052 Prec 68,State Senate,13,Mike Oliviero,,193
Monongalia,0052 Prec 68,House of Delegates,44,Frich,REP,145
Monongalia,0052 Prec 68,House of Delegates,44,O'Neill,REP,137
Monongalia,0052 Prec 68,House of Delegates,44,Conley,REP,86
Monongalia,0052 Prec 68,House of Delegates,44,Claypole,DEM,112
Monongalia,0052 Prec 68,House of Delegates,44,Fleischauer,DEM,106
Monongalia,0052 Prec 68,House of Delegates,44,Houston,DEM,128
Monongalia,0052 Prec 68,House of Delegates,44,Beach,DEM,154
Monongalia,0052 Prec 68,House of Delegates,44,Write-ins,,1
Monongalia,0053 Prec 69,Registered Voters,,Registered,,505
Monongalia,0053 Prec 69,Ballots Cast,,Ballots,,196
Monongalia,0053 Prec 69,U.S. Senate,,Jay Wolfe,REP,62
Monongalia,0053 Prec 69,U.S. Senate,,Jay Rockefeller,DEM,133
Monongalia,0053 Prec 69,U.S. Senate,,Write-ins,,
Monongalia,0053 Prec 69,U.S. House,1,Alan Mollohan,DEM,156
Monongalia,0053 Prec 69,U.S. House,1,Write-ins,,3
Monongalia,0053 Prec 69,State Senate,13,Toni Tampoya,REP,40
Monongalia,0053 Prec 69,State Senate,13,Mike Oliviero,DEM,154
Monongalia,0053 Prec 69,House of Delegates,44,Frich,REP,91
Monongalia,0053 Prec 69,House of Delegates,44,O'Neill,REP,87
Monongalia,0053 Prec 69,House of Delegates,44,Conley,REP,44
Monongalia,0053 Prec 69,House of Delegates,44,Claypole,DEM,112
Monongalia,0053 Prec 69,House of Delegates,44,Fleischauer,DEM,91
Monongalia,0053 Prec 69,House of Delegates,44,Houston,DEM,115
Monongalia,0053 Prec 69,House of Delegates,44,Beach,DEM,129
Monongalia,0054 Prec 70,Registered Voters,,Registered,,578
Monongalia,0054 Prec 70,Ballots Cast,,Ballots,,204
Monongalia,0054 Prec 70,U.S. Senate,,Jay Wolfe,REP,61
Monongalia,0054 Prec 70,U.S. Senate,,Jay Rockefeller,DEM,140
Monongalia,0054 Prec 70,U.S. House,1,Alan Mollohan,DEM,163
Monongalia,0054 Prec 70,U.S. House,1,Write-ins,,4
Monongalia,0054 Prec 70,State Senate,13,Toni Tampoya,REP,32
Monongalia,0054 Prec 70,State Senate,13,Mike Oliviero,DEM,168
Monongalia,0054 Prec 70,House of Delegates,44,Frich,REP,101
Monongalia,0054 Prec 70,House of Delegates,44,O'Neill,REP,74
Monongalia,0054 Prec 70,House of Delegates,44,Conley,REP,47
Monongalia,0054 Prec 70,House of Delegates,44,Claypole,DEM,97
Monongalia,0054 Prec 70,House of Delegates,44,Fleischauer,DEM,109
Monongalia,0054 Prec 70,House of Delegates,44,Houston,DEM,117
Monongalia,0054 Prec 70,House of Delegates,44,Beach,DEM,117
Monongalia,0055 Prec 71,Registered Voters,,Registered,,595
Monongalia,0055 Prec 71,Ballots Cast,,Ballots,,236
Monongalia,0055 Prec 71,U.S. Senate,,Jay Wolfe,REP,84
Monongalia,0055 Prec 71,U.S. Senate,,Jay Rockefeller,DEM,147
Monongalia,0055 Prec 71,U.S. Senate,,Write-ins,,
Monongalia,0055 Prec 71,U.S. House,1,Alan Mollohan,DEM,172
Monongalia,0055 Prec 71,U.S. House,1,Write-ins,,4
Monongalia,0055 Prec 71,State Senate,13,Toni Tampoya,DEM,44
Monongalia,0055 Prec 71,State Senate,13,Mike Oliviero,,185
Monongalia,0055 Prec 71,House of Delegates,44,Frich,REP,120
Monongalia,0055 Prec 71,House of Delegates,44,O'Neill,REP,93
Monongalia,0055 Prec 71,House of Delegates,44,Conley,REP,54
Monongalia,0055 Prec 71,House of Delegates,44,Claypole,DEM,115
Monongalia,0055 Prec 71,House of Delegates,44,Fleischauer,DEM,120
Monongalia,0055 Prec 71,House of Delegates,44,Houston,DEM,135
Monongalia,0055 Prec 71,House of Delegates,44,Beach,DEM,133
Monongalia,0055 Prec 71,House of Delegates,44,Write-ins,,4
Monongalia,0056 Prec 72,Registered Voters,,Registered,,405
Monongalia,0056 Prec 72,Ballots Cast,,Ballots,,151
Monongalia,0056 Prec 72,U.S. Senate,,Jay Wolfe,REP,39
Monongalia,0056 Prec 72,U.S. Senate,,Jay Rockefeller,DEM,107
Monongalia,0056 Prec 72,U.S. House,1,Alan Mollohan,DEM,113
Monongalia,0056 Prec 72,U.S. House,1,Write-ins,,3
Monongalia,0056 Prec 72,State Senate,13,Toni Tampoya,REP,26
Monongalia,0056 Prec 72,State Senate,13,Mike Oliviero,DEM,114
Monongalia,0056 Prec 72,House of Delegates,44,Frich,REP,73
Monongalia,0056 Prec 72,House of Delegates,44,O'Neill,REP,47
Monongalia,0056 Prec 72,House of Delegates,44,Conley,REP,22
Monongalia,0056 Prec 72,House of Delegates,44,Claypole,DEM,81
Monongalia,0056 Prec 72,House of Delegates,44,Fleischauer,DEM,88
Monongalia,0056 Prec 72,House of Delegates,44,Houston,DEM,90
Monongalia,0056 Prec 72,House of Delegates,44,Beach,DEM,90
Monongalia,0057 Prec 73,Registered Voters,,Registered,,566
Monongalia,0057 Prec 73,Ballots Cast,,Ballots,,207
Monongalia,0057 Prec 73,U.S. Senate,,Jay Wolfe,REP,58
Monongalia,0057 Prec 73,U.S. Senate,,Jay Rockefeller,DEM,149
Monongalia,0057 Prec 73,U.S. House,1,Alan Mollohan,DEM,168
Monongalia,0057 Prec 73,U.S. House,1,Write-ins,,2
Monongalia,0057 Prec 73,State Senate,13,Toni Tampoya,REP,24
Monongalia,0057 Prec 73,State Senate,13,Mike Oliviero,DEM,175
Monongalia,0057 Prec 73,State Senate,13,Write-ins,,1
Monongalia,0057 Prec 73,House of Delegates,44,Frich,REP,103
Monongalia,0057 Prec 73,House of Delegates,44,O'Neill,REP,69
Monongalia,0057 Prec 73,House of Delegates,44,Conley,REP,33
Monongalia,0057 Prec 73,House of Delegates,44,Claypole,DEM,113
Monongalia,0057 Prec 73,House of Delegates,44,Fleischauer,DEM,117
Monongalia,0057 Prec 73,House of Delegates,44,Houston,DEM,124
Monongalia,0057 Prec 73,House of Delegates,44,Beach,DEM,123
Monongalia,0057 Prec 73,House of Delegates,44,Write-ins,,1
Monongalia,0058 Prec 74,Registered Voters,,Registered,,472
Monongalia,0058 Prec 74,Ballots Cast,,Ballots,,154
Monongalia,0058 Prec 74,U.S. Senate,,Jay Wolfe,REP,40
Monongalia,0058 Prec 74,U.S. Senate,,Jay Rockefeller,DEM,111
Monongalia,0058 Prec 74,U.S. House,1,Alan Mollohan,DEM,121
Monongalia,0058 Prec 74,U.S. House,1,Write-ins,,4
Monongalia,0058 Prec 74,State Senate,13,Toni Tampoya,REP,24
Monongalia,0058 Prec 74,State Senate,13,Mike Oliviero,DEM,124
Monongalia,0058 Prec 74,House of Delegates,44,Frich,REP,61
Monongalia,0058 Prec 74,House of Delegates,44,O'Neill,REP,39
Monongalia,0058 Prec 74,House of Delegates,44,Conley,REP,29
Monongalia,0058 Prec 74,House of Delegates,44,Claypole,DEM,107
Monongalia,0058 Prec 74,House of Delegates,44,Fleischauer,DEM,92
Monongalia,0058 Prec 74,House of Delegates,44,Houston,DEM,88
Monongalia,0058 Prec 74,House of Delegates,44,Beach,DEM,98
Monongalia,0058 Prec 74,House of Delegates,44,Write-ins,,1
Monongalia,0059 Prec 75,Registered Voters,,Registered,,282
Monongalia,0059 Prec 75,Ballots Cast,,Ballots,,128
Monongalia,0059 Prec 75,U.S. Senate,,Jay Wolfe,REP,40
Monongalia,0059 Prec 75,U.S. Senate,,Jay Rockefeller,DEM,87
Monongalia,0059 Prec 75,U.S. House,1,Alan Mollohan,DEM,94
Monongalia,0059 Prec 75,U.S. House,1,Write-ins,,1
Monongalia,0059 Prec 75,State Senate,13,Toni Tampoya,REP,21
Monongalia,0059 Prec 75,State Senate,13,Mike Oliviero,DEM,102
Monongalia,0059 Prec 75,House of Delegates,44,Frich,REP,49
Monongalia,0059 Prec 75,House of Delegates,44,O'Neill,REP,48
Monongalia,0059 Prec 75,House of Delegates,44,Conley,REP,22
Monongalia,0059 Prec 75,House of Delegates,44,Claypole,DEM,68
Monongalia,0059 Prec 75,House of Delegates,44,Fleischauer,DEM,63
Monongalia,0059 Prec 75,House of Delegates,44,Houston,DEM,68
Monongalia,0059 Prec 75,House of Delegates,44,Beach,DEM,77
Monongalia,0060 Prec 76,Registered Voters,,Registered,,222
Monongalia,0060 Prec 76,Ballots Cast,,Ballots,,57
Monongalia,0060 Prec 76,U.S. Senate,,Jay Wolfe,REP,21
Monongalia,0060 Prec 76,U.S. Senate,,Jay Rockefeller,DEM,35
Monongalia,0060 Prec 76,U.S. Senate,,Write-ins,,
Monongalia,0060 Prec 76,U.S. House,1,Alan Mollohan,DEM,43
Monongalia,0060 Prec 76,U.S. House,1,Write-ins,,2
Monongalia,0060 Prec 76,State Senate,13,Toni Tampoya,REP,13
Monongalia,0060 Prec 76,State Senate,13,Mike Oliviero,DEM,41
Monongalia,0060 Prec 76,House of Delegates,44,Frich,REP,27
Monongalia,0060 Prec 76,House of Delegates,44,O'Neill,REP,26
Monongalia,0060 Prec 76,House of Delegates,44,Conley,REP,15
Monongalia,0060 Prec 76,House of Delegates,44,Claypole,DEM,18
Monongalia,0060 Prec 76,House of Delegates,44,Fleischauer,DEM,30
Monongalia,0060 Prec 76,House of Delegates,44,Houston,DEM,28
Monongalia,0060 Prec 76,House of Delegates,44,Beach,DEM,25
Monongalia,0061 Prec 77A,Registered Voters,,Registered,,696
Monongalia,0061 Prec 77A,Ballots Cast,,Ballots,,333
Monongalia,0061 Prec 77A,U.S. Senate,,Jay Wolfe,REP,138
Monongalia,0061 Prec 77A,U.S. Senate,,Jay Rockefeller,DEM,188
Monongalia,0061 Prec 77A,U.S. Senate,,Write-ins,,1
Monongalia,0061 Prec 77A,U.S. House,1,Alan Mollohan,DEM,240
Monongalia,0061 Prec 77A,U.S. House,1,Write-ins,,6
Monongalia,0061 Prec 77A,State Senate,13,Toni Tampoya,REP,79
Monongalia,0061 Prec 77A,State Senate,13,Mike Oliviero,DEM,238
Monongalia,0061 Prec 77A,State Senate,13,Write-ins,,1
Monongalia,0061 Prec 77A,House of Delegates,44,Frich,REP,192
Monongalia,0061 Prec 77A,House of Delegates,44,O'Neill,REP,181
Monongalia,0061 Prec 77A,House of Delegates,44,Conley,REP,89
Monongalia,0061 Prec 77A,House of Delegates,44,Claypole,DEM,128
Monongalia,0061 Prec 77A,House of Delegates,44,Fleischauer,DEM,159
Monongalia,0061 Prec 77A,House of Delegates,44,Houston,DEM,189
Monongalia,0061 Prec 77A,House of Delegates,44,Beach,DEM,173
Monongalia,0061 Prec 77A,House of Delegates,44,Write-ins,,2
Monongalia,0062 Prec 77B,Registered Voters,,Registered,,652
Monongalia,0062 Prec 77B,Ballots Cast,,Ballots,,318
Monongalia,0062 Prec 77B,U.S. Senate,,Jay Wolfe,REP,142
Monongalia,0062 Prec 77B,U.S. Senate,,Jay Rockefeller,DEM,171
Monongalia,0062 Prec 77B,U.S. Senate,,Write-ins,,
Monongalia,0062 Prec 77B,U.S. House,1,Alan Mollohan,DEM,233
Monongalia,0062 Prec 77B,U.S. House,1,Write-ins,,7
Monongalia,0062 Prec 77B,State Senate,13,Toni Tampoya,REP,72
Monongalia,0062 Prec 77B,State Senate,13,Mike Oliviero,DEM,229
Monongalia,0062 Prec 77B,House of Delegates,44,Frich,REP,174
Monongalia,0062 Prec 77B,House of Delegates,44,O'Neill,REP,149
Monongalia,0062 Prec 77B,House of Delegates,44,Conley,REP,75
Monongalia,0062 Prec 77B,House of Delegates,44,Claypole,DEM,105
Monongalia,0062 Prec 77B,House of Delegates,44,Fleischauer,DEM,152
Monongalia,0062 Prec 77B,House of Delegates,44,Houston,DEM,185
Monongalia,0062 Prec 77B,House of Delegates,44,Beach,DEM,172
Monongalia,0062 Prec 77B,House of Delegates,44,Write-ins,,1
Monongalia,0063 Prec 78A,Registered Voters,,Registered,,647
Monongalia,0063 Prec 78A,Ballots Cast,,Ballots,,297
Monongalia,0063 Prec 78A,U.S. Senate,,Jay Wolfe,REP,116
Monongalia,0063 Prec 78A,U.S. Senate,,Jay Rockefeller,DEM,174
Monongalia,0063 Prec 78A,U.S. Senate,,Write-ins,,2
Monongalia,0063 Prec 78A,U.S. House,1,Alan Mollohan,DEM,208
Monongalia,0063 Prec 78A,U.S. House,1,Write-ins,,8
Monongalia,0063 Prec 78A,State Senate,13,Toni Tampoya,REP,66
Monongalia,0063 Prec 78A,State Senate,13,Mike Oliviero,DEM,218
Monongalia,0063 Prec 78A,State Senate,13,Write-ins,,1
Monongalia,0063 Prec 78A,House of Delegates,44,Frich,REP,161
Monongalia,0063 Prec 78A,House of Delegates,44,O'Neill,REP,144
Monongalia,0063 Prec 78A,House of Delegates,44,Conley,REP,87
Monongalia,0063 Prec 78A,House of Delegates,44,Claypole,DEM,99
Monongalia,0063 Prec 78A,House of Delegates,44,Fleischauer,DEM,146
Monongalia,0063 Prec 78A,House of Delegates,44,Houston,DEM,166
Monongalia,0063 Prec 78A,House of Delegates,44,Beach,DEM,166
Monongalia,0063 Prec 78A,House of Delegates,44,Write-ins,,2
Monongalia,0064 Prec 78B,Registered Voters,,Registered,,442
Monongalia,0064 Prec 78B,Ballots Cast,,Ballots,,200
Monongalia,0064 Prec 78B,U.S. Senate,,Jay Wolfe,REP,81
Monongalia,0064 Prec 78B,U.S. Senate,,Jay Rockefeller,DEM,113
Monongalia,0064P,U.S. Senate,,Write-ins,,1
Monongalia,0064 Prec 78B,U.S. House,1,Alan Mollohan,DEM,145
Monongalia,0064 Prec 78B,U.S. House,1,Write-ins,,
Monongalia,0064 Prec 78B,State Senate,13,Toni Tampoya,REP,53
Monongalia,0064 Prec 78B,State Senate,13,Mike Oliviero,DEM,134
Monongalia,0064 Prec 78B,State Senate,13,Write-ins,,
Monongalia,0064 Prec 78B,House of Delegates,44,Frich,REP,120
Monongalia,0064 Prec 78B,House of Delegates,44,O'Neill,REP,91
Monongalia,0064 Prec 78B,House of Delegates,44,Conley,REP,55
Monongalia,0064 Prec 78B,House of Delegates,44,Claypole,DEM,65
Monongalia,0064 Prec 78B,House of Delegates,44,Fleischauer,DEM,79
Monongalia,0064 Prec 78B,House of Delegates,44,Houston,DEM,112
Monongalia,0064 Prec 78B,House of Delegates,44,Beach,DEM,98
Monongalia,0065 Prec 79A,Registered Voters,,Registered,,558
Monongalia,0065 Prec 79A,Ballots Cast,,Ballots,,260
Monongalia,0065 Prec 79A,U.S. Senate,,Jay Wolfe,REP,131
Monongalia,0065 Prec 79A,U.S. Senate,,Jay Rockefeller,DEM,121
Monongalia,0065 Prec 79A,U.S. Senate,,Write-ins,,1
Monongalia,0065 Prec 79A,U.S. House,1,Alan Mollohan,DEM,158
Monongalia,0065 Prec 79A,U.S. House,1,Write-ins,,6
Monongalia,0065 Prec 79A,State Senate,13,Toni Tampoya,REP,79
Monongalia,0065 Prec 79A,State Senate,13,Mike Oliviero,DEM,169
Monongalia,0065 Prec 79A,State Senate,13,Write-ins,,
Monongalia,0065 Prec 79A,House of Delegates,44,Frich,REP,146
Monongalia,0065 Prec 79A,House of Delegates,44,O'Neill,REP,156
Monongalia,0065 Prec 79A,House of Delegates,44,Conley,REP,90
Monongalia,0065 Prec 79A,House of Delegates,44,Claypole,DEM,77
Monongalia,0065 Prec 79A,House of Delegates,44,Fleischauer,DEM,98
Monongalia,0065 Prec 79A,House of Delegates,44,Houston,DEM,139
Monongalia,0065 Prec 79A,House of Delegates,44,Beach,DEM,122
Monongalia,0065 Prec 79A,House of Delegates,44,Write-ins,,
Monongalia,0066 Prec 79B,Registered Voters,,Registered,,683
Monongalia,0066 Prec 79B,Ballots Cast,,Ballots,,315
Monongalia,0066 Prec 79B,U.S. Senate,,Jay Wolfe,REP,145
Monongalia,0066 Prec 79B,U.S. Senate,,Jay Rockefeller,DEM,162
Monongalia,0066 Prec 79B,U.S. House,1,Alan Mollohan,DEM,222
Monongalia,0066 Prec 79B,U.S. House,1,Write-ins,,9
Monongalia,0066 Prec 79B,State Senate,13,Toni Tampoya,REP,78
Monongalia,0066 Prec 79B,State Senate,13,Mike Oliviero,DEM,233
Monongalia,0066 Prec 79B,House of Delegates,44,Frich,REP,194
Monongalia,0066 Prec 79B,House of Delegates,44,O'Neill,REP,189
Monongalia,0066 Prec 79B,House of Delegates,44,Conley,REP,113
Monongalia,0066 Prec 79B,House of Delegates,44,Claypole,DEM,90
Monongalia,0066 Prec 79B,House of Delegates,44,Fleischauer,DEM,121
Monongalia,0066 Prec 79B,House of Delegates,44,Houston,DEM,169
Monongalia,0066 Prec 79B,House of Delegates,44,Beach,DEM,165
Monongalia,0066 Prec 79B,House of Delegates,44,Write-ins,,
Monongalia,0067 Prec 80,Registered Voters,,Registered,,532
Monongalia,0067 Prec 80,Ballots Cast,,Ballots,,266
Monongalia,0067 Prec 80,U.S. Senate,,Jay Wolfe,REP,125
Monongalia,0067 Prec 80,U.S. Senate,,Jay Rockefeller,DEM,137
Monongalia,0067 Prec 80,U.S. Senate,,Write-ins,,1
Monongalia,0067 Prec 80,U.S. House,1,Alan Mollohan,DEM,182
Monongalia,0067 Prec 80,U.S. House,1,Write-ins,,1
Monongalia,0067 Prec 80,State Senate,13,Toni Tampoya,REP,69
Monongalia,0067 Prec 80,State Senate,13,Mike Oliviero,DEM,187
Monongalia,0067 Prec 80,House of Delegates,44,Frich,REP,156
Monongalia,0067 Prec 80,House of Delegates,44,O'Neill,REP,139
Monongalia,0067 Prec 80,House of Delegates,44,Conley,REP,79
Monongalia,0067 Prec 80,House of Delegates,44,Claypole,DEM,91
Monongalia,0067 Prec 80,House of Delegates,44,Fleischauer,DEM,113
Monongalia,0067 Prec 80,House of Delegates,44,Houston,DEM,147
Monongalia,0067 Prec 80,House of Delegates,44,Beach,DEM,145
Monongalia,0067 Prec 80,House of Delegates,44,Write-ins,,
Monongalia,0068 Prec 81,Registered Voters,,Registered,,524
Monongalia,0068 Prec 81,Ballots Cast,,Ballots,,259
Monongalia,0068 Prec 81,U.S. Senate,,Jay Wolfe,REP,91
Monongalia,0068 Prec 81,U.S. Senate,,Jay Rockefeller,DEM,164
Monongalia,0068 Prec 81,U.S. House,1,Alan Mollohan,DEM,179
Monongalia,0068 Prec 81,U.S. House,1,Write-ins,,8
Monongalia,0068 Prec 81,State Senate,13,Toni Tampoya,REP,52
Monongalia,0068 Prec 81,State Senate,13,Mike Oliviero,DEM,202
Monongalia,0068 Prec 81,State Senate,13,Write-ins,,122
Monongalia,0068 Prec 81,House of Delegates,44,Cindy Frich,REP,122
Monongalia,0068 Prec 81,House of Delegates,44,Tom O'Neill,REP,98
Monongalia,0068 Prec 81,House of Delegates,44,Phil Conley,REP,57
Monongalia,0068 Prec 81,House of Delegates,44,Gene Claypole,DEM,122
Monongalia,0068 Prec 81,House of Delegates,44,Barbara Fleischauer,DEM,145
Monongalia,0068 Prec 81,House of Delegates,44,Nancy Houston,DEM,149
Monongalia,0068 Prec 81,House of Delegates,44,Bob Beach,DEM,159
Monongalia,0069 Prec 82,Registered Voters,,Registered,,710
Monongalia,0069 Prec 82,Ballots Cast,,Ballots,,282
Monongalia,0069 Prec 82,U.S. Senate,,Jay Wolfe,REP,123
Monongalia,0069 Prec 82,U.S. Senate,,Jay Rockefeller,DEM,152
Monongalia,0069 Prec 82,U.S. House,1,Alan Mollohan,DEM,193
Monongalia,0069 Prec 82,U.S. House,1,Write-ins,,2
Monongalia,0069 Prec 82,State Senate,13,Toni Tampoya,REP,76
Monongalia,0069 Prec 82,State Senate,13,Mike Oliviero,DEM,194
Monongalia,0069 Prec 82,House of Delegates,44,Cindy Frich,REP,156
Monongalia,0069 Prec 82,House of Delegates,44,Tom O'Neill,REP,137
Monongalia,0069 Prec 82,House of Delegates,44,Phil Conley,REP,81
Monongalia,0069 Prec 82,House of Delegates,44,Gene Claypole,DEM,132
Monongalia,0069 Prec 82,House of Delegates,44,Barbara Fleischauer,DEM,137
Monongalia,0069 Prec 82,House of Delegates,44,Nancy Houston,DEM,144
Monongalia,0069 Prec 82,House of Delegates,44,Bob Beach,DEM,171
Monongalia,0070 Prec 83A,Registered Voters,,Registered,,607
Monongalia,0070 Prec 83A,Ballots Cast,,Ballots,,221
Monongalia,0070 Prec 83A,U.S. Senate,,Jay Wolfe,REP,77
Monongalia,0070 Prec 83A,U.S. Senate,,Jay Rockefeller,DEM,144
Monongalia,0070 Prec 83A,U.S. House,1,Alan Mollohan,DEM,165
Monongalia,0070 Prec 83A,State Senate,13,Toni Tampoya,REP,54
Monongalia,0070 Prec 83A,State Senate,13,Mike Oliviero,DEM,159
Monongalia,0070 Prec 83A,House of Delegates,44,Cindy Frich,REP,115
Monongalia,0070 Prec 83A,House of Delegates,44,Tom O'Neill,REP,109
Monongalia,0070 Prec 83A,House of Delegates,44,Phil Conley,REP,57
Monongalia,0070 Prec 83A,House of Delegates,44,Gene Claypole,DEM,89
Monongalia,0070 Prec 83A,House of Delegates,44,Barbara Fleischauer,DEM,107
Monongalia,0070 Prec 83A,House of Delegates,44,Nancy Houston,DEM,125
Monongalia,0070 Prec 83A,House of Delegates,44,Bob Beach,DEM,124
Monongalia,0070 Prec 83A,House of Delegates,44,Write-ins,,1
Monongalia,0071 Prec 83B,Registered Voters,,Registered,,593
Monongalia,0071 Prec 83B,Ballots Cast,,Ballots,,221
Monongalia,0071 Prec 83B,U.S. Senate,,Jay Wolfe,REP,82
Monongalia,0071 Prec 83B,U.S. Senate,,Jay Rockefeller,DEM,133
Monongalia,0071 Prec 83B,U.S. House,1,Alan Mollohan,DEM,171
Monongalia,0071 Prec 83B,U.S. House,1,Write-ins,,3
Monongalia,0071 Prec 83B,State Senate,13,Toni Tampoya,REP,44
Monongalia,0071 Prec 83B,State Senate,13,Mike Oliviero,DEM,168
Monongalia,0071 Prec 83B,House of Delegates,44,Cindy Frich,REP,121
