candidate,office,district,party,county,precinct,total votes
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 23,115
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 23,121
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 23,121
Mitt Romney,President ,,REP,Lewis,Precinct 23,67
Newt Gingrich,President ,,REP,Lewis,Precinct 23,7
Rick Santorum,President ,,REP,Lewis,Precinct 23,13
Ron Paul,President ,,REP,Lewis,Precinct 23,8
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 23,2
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 23,88
Michael Davis,U.S. House,2,REP,Lewis,Precinct 23,13
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 23,4
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 23,81
Ralph William Clark,Governor,,REP,Lewis,Precinct 23,16
Bill Maloney,Governor,,REP,Lewis,Precinct 23,75
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 23,75
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 23,73
Mike Hall,Treasurer,,REP,Lewis,Precinct 23,60
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 23,19
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 23,73
Barack Obama,President ,,DEM,Lewis,Precinct 24,57
Keith Judd,President ,,DEM,Lewis,Precinct 24,82
Joe Manchin III,U.S. Senate,,DEM,Lewis,Precinct 24,121
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,Precinct 24,42
William McCann,U.S. House,2,DEM,Lewis,Precinct 24,87
Howard Swint,U.S. House,2,DEM,Lewis,Precinct 24,17
Dugald Brown ,U.S. House,2,DEM,Lewis,Precinct 24,36
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 24,132
Arne Moltis,Governor,,DEM,Lewis,Precinct 24,31
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,Precinct 24,151
Glen B. Gainer III,Auditor,,DEM,Lewis,Precinct 24,145
John D. Perdue,Treasurer,,DEM,Lewis,Precinct 24,141
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,Precinct 24,52
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,Precinct 24,24
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,Precinct 24,22
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,Precinct 24,3
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,Precinct 24,51
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,Precinct 24,140
Doug Facemire,State Senate,12,DEM,Lewis,Precinct 24,133
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,Precinct 24,133
Mitt Romney,President ,,REP,Lewis,Precinct 24,80
Newt Gingrich,President ,,REP,Lewis,Precinct 24,6
Rick Santorum,President ,,REP,Lewis,Precinct 24,18
Ron Paul,President ,,REP,Lewis,Precinct 24,14
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,Precinct 24,0
John R. Raese,U.S. Senate,,REP,Lewis,Precinct 24,98
Michael Davis,U.S. House,2,REP,Lewis,Precinct 24,16
Jonathan Miller,U.S. House,2,REP,Lewis,Precinct 24,2
Shelley Moore Capito,U.S. House,2,REP,Lewis,Precinct 24,102
Ralph William Clark,Governor,,REP,Lewis,Precinct 24,19
Bill Maloney,Governor,,REP,Lewis,Precinct 24,92
Brian Savilla,Secretary of State ,,REP,Lewis,Precinct 24,79
Larry V. Faircloth,Auditor,,REP,Lewis,Precinct 24,81
Mike Hall,Treasurer,,REP,Lewis,Precinct 24,64
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,Precinct 24,20
Patrick Morrisey,Attorney General,,REP,Lewis,Precinct 24,84
Barack Obama,President ,,DEM,Lewis,TOTALS ,1081
Keith Judd,President ,,DEM,Lewis,TOTALS ,910
Joe Manchin III,U.S. Senate,,DEM,Lewis,TOTALS ,1826
Sheirl Fletcher,U.S. Senate,,DEM,Lewis,TOTALS ,450
William McCann,U.S. House,2,DEM,Lewis,TOTALS ,1043
Howard Swint,U.S. House,2,DEM,Lewis,TOTALS ,452
Dugald Brown ,U.S. House,2,DEM,Lewis,TOTALS ,361
Earl Ray Tomblin,Governor,,DEM,Lewis,TOTALS ,1897
Arne Moltis,Governor,,DEM,Lewis,TOTALS ,362
Natalie E. Tennant,Secretary of State ,,DEM,Lewis,TOTALS ,2054
Glen B. Gainer III,Auditor,,DEM,Lewis,TOTALS ,1975
John D. Perdue,Treasurer,,DEM,Lewis,TOTALS ,1953
Steve Miller,Commissioner of Agriculture,,DEM,Lewis,TOTALS ,660
Joe Messineo,Commissioner of Agriculture,,DEM,Lewis,TOTALS ,309
Sally Shepherd ,Commissioner of Agriculture,,DEM,Lewis,TOTALS ,310
Bobb Tabb,Commissioner of Agriculture,,DEM,Lewis,TOTALS ,59
Walt Helmick,Commissioner of Agriculture,,DEM,Lewis,TOTALS ,723
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Lewis,TOTALS ,1928
Doug Facemire,State Senate,12,DEM,Lewis,TOTALS ,1902
Peggy Donaldson Smith,House of Delegates ,,DEM,Lewis,TOTALS ,1963
Mitt Romney,President ,,REP,Lewis,TOTALS ,1288
Newt Gingrich,President ,,REP,Lewis,TOTALS ,128
Rick Santorum,President ,,REP,Lewis,TOTALS ,177
Ron Paul,President ,,REP,Lewis,TOTALS ,129
"Charles ""Buddy"" Roemer",President ,,REP,Lewis,TOTALS ,19
John R. Raese,U.S. Senate,,REP,Lewis,TOTALS ,1550
Michael Davis,U.S. House,2,REP,Lewis,TOTALS ,195
Jonathan Miller,U.S. House,2,REP,Lewis,TOTALS ,35
Shelley Moore Capito,U.S. House,2,REP,Lewis,TOTALS ,1545
Ralph William Clark,Governor,,REP,Lewis,TOTALS ,255
Bill Maloney,Governor,,REP,Lewis,TOTALS ,1397
Brian Savilla,Secretary of State ,,REP,Lewis,TOTALS ,1282
Larry V. Faircloth,Auditor,,REP,Lewis,TOTALS ,1260
Mike Hall,Treasurer,,REP,Lewis,TOTALS ,947
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Lewis,TOTALS ,450
Patrick Morrisey,Attorney General,,REP,Lewis,TOTALS ,1327
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
