candidate,office,district,party,county,precinct,total votes
,Ballots Cast,,,Mingo,Precinct 3,141
,Ballots Cast,,REP,Mingo,Precinct 3,10
,Ballots Cast,,DEM,Mingo,Precinct 3,130
Barack Obama,President ,,DEM,Mingo,Precinct 3,96
Keith Judd,President ,,DEM,Mingo,Precinct 3,19
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 3,17
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 3,89
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 3,100
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 3,99
Arne Moltis,Governor,,DEM,Mingo,Precinct 3,16
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 3,86
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 3,68
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 3,78
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 3,24
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 3,4
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 3,24
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 3,8
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 3,9
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 3,85
Mark Wills,State Senate,6,DEM,Mingo,Precinct 3,28
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 3,42
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 3,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 3,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 3,11
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 3,92
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 3,10
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 3,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 3,
,Registered Voters,,,Mingo,Precinct 5,212
,Registered Voters,,REP,Mingo,Precinct 5,28
,Registered Voters,,DEM,Mingo,Precinct 5,157
,Ballots Cast,,,Mingo,Precinct 5,52
,Ballots Cast,,REP,Mingo,Precinct 5,4
,Ballots Cast,,DEM,Mingo,Precinct 5,47
Barack Obama,President ,,DEM,Mingo,Precinct 5,16
Keith Judd,President ,,DEM,Mingo,Precinct 5,13
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 5,5
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 5,37
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 5,37
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 5,38
Arne Moltis,Governor,,DEM,Mingo,Precinct 5,4
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 5,32
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 5,28
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 5,32
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 5,17
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 5,0
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 5,8
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 5,3
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 5,5
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 5,32
Mark Wills,State Senate,6,DEM,Mingo,Precinct 5,13
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 5,21
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 5,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 5,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 5,7
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 5,33
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 5,5
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 5,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 5,
,Registered Voters,,,Mingo,Precinct 7,706
,Registered Voters,,REP,Mingo,Precinct 7,74
,Registered Voters,,DEM,Mingo,Precinct 7,577
,Ballots Cast,,,Mingo,Precinct 7,217
,Ballots Cast,,REP,Mingo,Precinct 7,15
,Ballots Cast,,DEM,Mingo,Precinct 7,202
Barack Obama,President ,,DEM,Mingo,Precinct 7,92
Keith Judd,President ,,DEM,Mingo,Precinct 7,63
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 7,31
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 7,161
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 7,156
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 7,171
Arne Moltis,Governor,,DEM,Mingo,Precinct 7,16
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 7,138
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 7,122
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 7,137
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 7,63
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 7,2
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 7,42
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 7,18
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 7,34
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 7,140
Mark Wills,State Senate,6,DEM,Mingo,Precinct 7,43
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 7,110
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 7,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 7,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 7,33
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 7,118
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 7,41
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 7,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 7,
,Registered Voters,,,Mingo,Precinct 9,817
,Registered Voters,,REP,Mingo,Precinct 9,86
,Registered Voters,,DEM,Mingo,Precinct 9,654
,Ballots Cast,,,Mingo,Precinct 9,267
,Ballots Cast,,REP,Mingo,Precinct 9,18
,Ballots Cast,,DEM,Mingo,Precinct 9,248
Barack Obama,President ,,DEM,Mingo,Precinct 9,74
Keith Judd,President ,,DEM,Mingo,Precinct 9,111
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 9,33
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 9,192
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 9,189
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 9,211
Arne Moltis,Governor,,DEM,Mingo,Precinct 9,26
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 9,182
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 9,154
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 9,163
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 9,78
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 9,4
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 9,62
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 9,18
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 9,18
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 9,174
Mark Wills,State Senate,6,DEM,Mingo,Precinct 9,66
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 9,109
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 9,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 9,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 9,46
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 9,173
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 9,21
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 9,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 9,
,Registered Voters,,,Mingo,Precinct 22-1,613
,Registered Voters,,REP,Mingo,Precinct 22-1,43
,Registered Voters,,DEM,Mingo,Precinct 22-1,526
,Ballots Cast,,,Mingo,Precinct 22-1,154
,Ballots Cast,,REP,Mingo,Precinct 22-1,6
,Ballots Cast,,DEM,Mingo,Precinct 22-1,148
Barack Obama,President ,,DEM,Mingo,Precinct 22-1,33
Keith Judd,President ,,DEM,Mingo,Precinct 22-1,77
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 22-1,14
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 22-1,115
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 22-1,107
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 22-1,125
Arne Moltis,Governor,,DEM,Mingo,Precinct 22-1,9
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 22-1,93
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 22-1,81
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 22-1,89
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-1,32
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-1,2
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-1,23
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-1,21
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-1,21
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 22-1,103
Mark Wills,State Senate,6,DEM,Mingo,Precinct 22-1,24
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 22-1,76
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 22-1,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 22-1,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 22-1,26
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 22-1,102
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 22-1,17
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 22-1,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 22-1,
,Registered Voters,,,Mingo,Precinct 22-2,446
,Registered Voters,,REP,Mingo,Precinct 22-2,41
,Registered Voters,,DEM,Mingo,Precinct 22-2,360
,Ballots Cast,,,Mingo,Precinct 22-2,169
,Ballots Cast,,REP,Mingo,Precinct 22-2,12
,Ballots Cast,,DEM,Mingo,Precinct 22-2,156
Barack Obama,President ,,DEM,Mingo,Precinct 22-2,44
Keith Judd,President ,,DEM,Mingo,Precinct 22-2,73
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 22-2,15
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 22-2,135
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 22-2,122
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 22-2,142
Arne Moltis,Governor,,DEM,Mingo,Precinct 22-2,9
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 22-2,121
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 22-2,105
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 22-2,107
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-2,47
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-2,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-2,42
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-2,12
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 22-2,19
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 22-2,117
Mark Wills,State Senate,6,DEM,Mingo,Precinct 22-2,35
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 22-2,87
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 22-2,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 22-2,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 22-2,35
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 22-2,107
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 22-2,13
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 22-2,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 22-2,
,Registered Voters,,,Mingo,Precinct 23,748
,Registered Voters,,REP,Mingo,Precinct 23,53
,Registered Voters,,DEM,Mingo,Precinct 23,649
,Ballots Cast,,,Mingo,Precinct 23,215
,Ballots Cast,,REP,Mingo,Precinct 23,14
,Ballots Cast,,DEM,Mingo,Precinct 23,201
Barack Obama,President ,,DEM,Mingo,Precinct 23,75
Keith Judd,President ,,DEM,Mingo,Precinct 23,74
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 23,16
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 23,167
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 23,144
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 23,183
Arne Moltis,Governor,,DEM,Mingo,Precinct 23,6
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 23,124
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 23,110
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 23,137
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 23,57
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 23,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 23,35
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 23,12
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 23,31
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 23,140
Mark Wills,State Senate,6,DEM,Mingo,Precinct 23,45
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 23,73
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 23,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 23,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 23,17
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 23,165
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 23,8
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 23,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 23,
,Registered Voters,,,Mingo,Precinct 26,702
,Registered Voters,,REP,Mingo,Precinct 26,65
,Registered Voters,,DEM,Mingo,Precinct 26,568
,Ballots Cast,,,Mingo,Precinct 26,128
,Ballots Cast,,REP,Mingo,Precinct 26,13
,Ballots Cast,,DEM,Mingo,Precinct 26,113
Barack Obama,President ,,DEM,Mingo,Precinct 26,44
Keith Judd,President ,,DEM,Mingo,Precinct 26,40
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 26,11
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 26,97
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 26,98
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 26,99
Arne Moltis,Governor,,DEM,Mingo,Precinct 26,8
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 26,85
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 26,71
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 26,75
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 26,27
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 26,6
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 26,29
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 26,12
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 26,16
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 26,90
Mark Wills,State Senate,6,DEM,Mingo,Precinct 26,29
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 26,55
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 26,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 26,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 26,21
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 26,73
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 26,13
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 26,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 26,
,Registered Voters,,,Mingo,Precinct 27-1,497
,Registered Voters,,REP,Mingo,Precinct 27-1,41
,Registered Voters,,DEM,Mingo,Precinct 27-1,416
,Ballots Cast,,,Mingo,Precinct 27-1,215
,Ballots Cast,,REP,Mingo,Precinct 27-1,10
,Ballots Cast,,DEM,Mingo,Precinct 27-1,205
Barack Obama,President ,,DEM,Mingo,Precinct 27-1,47
Keith Judd,President ,,DEM,Mingo,Precinct 27-1,102
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 27-1,12
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 27-1,175
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 27-1,159
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 27-1,180
Arne Moltis,Governor,,DEM,Mingo,Precinct 27-1,9
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 27-1,136
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 27-1,113
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 27-1,135
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-1,51
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-1,5
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-1,52
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-1,24
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-1,16
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 27-1,135
Mark Wills,State Senate,6,DEM,Mingo,Precinct 27-1,55
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 27-1,94
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 27-1,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 27-1,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 27-1,111
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 27-1,73
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 27-1,9
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 27-1,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 27-1,
,Registered Voters,,,Mingo,Precinct 27-2,745
,Registered Voters,,REP,Mingo,Precinct 27-2,93
,Registered Voters,,DEM,Mingo,Precinct 27-2,582
,Ballots Cast,,,Mingo,Precinct 27-2,194
,Ballots Cast,,REP,Mingo,Precinct 27-2,16
,Ballots Cast,,DEM,Mingo,Precinct 27-2,176
Barack Obama,President ,,DEM,Mingo,Precinct 27-2,53
Keith Judd,President ,,DEM,Mingo,Precinct 27-2,76
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 27-2,10
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 27-2,154
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 27-2,145
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 27-2,154
Arne Moltis,Governor,,DEM,Mingo,Precinct 27-2,12
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 27-2,115
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 27-2,94
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 27-2,118
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-2,46
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-2,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-2,36
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-2,15
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 27-2,26
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 27-2,125
Mark Wills,State Senate,6,DEM,Mingo,Precinct 27-2,46
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 27-2,89
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 27-2,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 27-2,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 27-2,76
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 27-2,79
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 27-2,11
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 27-2,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 27-2,
,Registered Voters,,,Mingo,Precinct 28,414
,Registered Voters,,REP,Mingo,Precinct 28,49
,Registered Voters,,DEM,Mingo,Precinct 28,291
,Ballots Cast,,,Mingo,Precinct 28,291
,Ballots Cast,,REP,Mingo,Precinct 28,11
,Ballots Cast,,DEM,Mingo,Precinct 28,280
Barack Obama,President ,,DEM,Mingo,Precinct 28,71
Keith Judd,President ,,DEM,Mingo,Precinct 28,144
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 28,26
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 28,232
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 28,222
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 28,248
Arne Moltis,Governor,,DEM,Mingo,Precinct 28,16
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 28,188
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 28,159
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 28,186
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 28,86
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 28,8
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 28,52
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 28,36
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 28,42
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 28,197
Mark Wills,State Senate,6,DEM,Mingo,Precinct 28,
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 28,
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 28,171
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 28,55
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 28,142
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 28,116
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 28,7
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 28,
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 28,
,Registered Voters,,,Mingo,Precinct 30,312
,Registered Voters,,REP,Mingo,Precinct 30,19
,Registered Voters,,DEM,Mingo,Precinct 30,261
,Ballots Cast,,,Mingo,Precinct 30,261
,Ballots Cast,,REP,Mingo,Precinct 30,15
,Ballots Cast,,DEM,Mingo,Precinct 30,242
Barack Obama,President ,,DEM,Mingo,Precinct 30,70
Keith Judd,President ,,DEM,Mingo,Precinct 30,120
Sheirl Fletcher,US Senate,,DEM,Mingo,Precinct 30,18
Joe Manchin III,US Senate,,DEM,Mingo,Precinct 30,202
"Nick J. Rahall, II",US House,,DEM,Mingo,Precinct 30,192
Earl Ray Tomblin,Governor,,DEM,Mingo,Precinct 30,214
Arne Moltis,Governor,,DEM,Mingo,Precinct 30,5
Natalie E. Tennant,Secretary of State ,,DEM,Mingo,Precinct 30,174
Glen B. Gainer III,Auditor,,DEM,Mingo,Precinct 30,146
John D. Perdue,Treasurer,,DEM,Mingo,Precinct 30,164
Walt Helmick,Commissioner of Agriculture,,DEM,Mingo,Precinct 30,54
Bobb Tabb,Commissioner of Agriculture,,DEM,Mingo,Precinct 30,9
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mingo,Precinct 30,51
Joe Messineo,Commissioner of Agriculture,,DEM,Mingo,Precinct 30,30
Steve Miller,Commissioner of Agriculture,,DEM,Mingo,Precinct 30,32
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mingo,Precinct 30,177
Mark Wills,State Senate,6,DEM,Mingo,Precinct 30,47
"Michael ""Mike"" Mitchem ",State Senate,6,DEM,Mingo,Precinct 30,123
Art Kirkendoll,State Senate,7,DEM,Mingo,Precinct 30,
Sammy D. Dalton,State Senate,7,DEM,Mingo,Precinct 30,
Nathan Brown,House of Delegates,20,DEM,Mingo,Precinct 30,
Justin J. Marcum,House of Delegates,20,DEM,Mingo,Precinct 30,
Marvin Vernatter,House of Delegates,20,DEM,Mingo,Precinct 30,
Harry Keith White,House of Delegates,21,DEM,Mingo,Precinct 30,174
James C. Lusk,House of Delegates,21,DEM,Mingo,Precinct 30,29
,Registered Voters,,,Mingo,Precinct 41,506
,Registered Voters,,REP,Mingo,Precinct 41,11
