candidate,office,district,party,county,precinct,total votes
Ruth Rowan ,House of Delegates ,57,REP,Mineral,Precinct 4,0
Keith Judd,President ,,DEM,Mineral,Precinct 5,15
Barack Obama,President ,,DEM,Mineral,Precinct 5,34
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 5,49
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 5,8
Sue Thorn,US House,1,DEM,Mineral,Precinct 5,45
Arne Moltis,Governor,,DEM,Mineral,Precinct 5,6
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 5,50
Natalie E. Tennant,Secretary of State ,,DEM,Mineral,Precinct 5,46
Glen B. Gainer III,Auditor,,DEM,Mineral,Precinct 5,47
John D. Perdue,Treasurer,,DEM,Mineral,Precinct 5,47
Joe Messineo,Commissioner of Agriculture,,DEM,Mineral,Precinct 5,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Mineral,Precinct 5,0
Walt Helmick,Commissioner of Agriculture,,DEM,Mineral,Precinct 5,1
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mineral,Precinct 5,1
Steve Miller,Commissioner of Agriculture,,DEM,Mineral,Precinct 5,54
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mineral,Precinct 5,47
Bob Williams,State Senate,14,DEM,Mineral,Precinct 5,0
Jim Maybury ,House of Delegates ,56,DEM,Mineral,Precinct 5,48
"Joe Moreland, Jr. ",House of Delegates ,57,DEM,Mineral,Precinct 5,0
"Charles ""Buddy"" Roemer",President ,,REP,Mineral,Precinct 5,0
Newt Gingrich,President ,,REP,Mineral,Precinct 5,8
Ron Paul,President ,,REP,Mineral,Precinct 5,10
Mitt Romney,President ,,REP,Mineral,Precinct 5,79
Rick Santorum,President ,,REP,Mineral,Precinct 5,19
John R. Raese,US Senate,,REP,Mineral,Precinct 5,101
David B. McKinley ,US House,1,REP,Mineral,Precinct 5,101
Bill Maloney,Governor,,REP,Mineral,Precinct 5,83
Ralph William Clark,Governor,,REP,Mineral,Precinct 5,24
Brian Savilla,Secretary of State ,,REP,Mineral,Precinct 5,92
Larry V. Faircloth,Auditor,,REP,Mineral,Precinct 5,92
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mineral,Precinct 5,69
Mike Hall,Treasurer,,REP,Mineral,Precinct 5,23
Patrick Morrisey,Attorney General,,REP,Mineral,Precinct 5,89
Craig P. Blair,State Senate,15,REP,Mineral,Precinct 5,91
Allen V. Evans,House of Delegates ,54,REP,Mineral,Precinct 5,0
Gary G. Howell,House of Delegates ,56,REP,Mineral,Precinct 5,82
"Robert ""Bob"" Harman",House of Delegates ,56,REP,Mineral,Precinct 5,31
Terry L. Craver,House of Delegates ,57,REP,Mineral,Precinct 5,0
Ruth Rowan ,House of Delegates ,57,REP,Mineral,Precinct 5,0
Keith Judd,President ,,DEM,Mineral,Precinct 7,60
Barack Obama,President ,,DEM,Mineral,Precinct 7,55
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 7,105
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 7,21
Sue Thorn,US House,1,DEM,Mineral,Precinct 7,92
Arne Moltis,Governor,,DEM,Mineral,Precinct 7,19
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 7,103
Natalie E. Tennant,Secretary of State ,,DEM,Mineral,Precinct 7,98
Glen B. Gainer III,Auditor,,DEM,Mineral,Precinct 7,98
John D. Perdue,Treasurer,,DEM,Mineral,Precinct 7,103
Joe Messineo,Commissioner of Agriculture,,DEM,Mineral,Precinct 7,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Mineral,Precinct 7,1
Walt Helmick,Commissioner of Agriculture,,DEM,Mineral,Precinct 7,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mineral,Precinct 7,0
Steve Miller,Commissioner of Agriculture,,DEM,Mineral,Precinct 7,124
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mineral,Precinct 7,101
Bob Williams,State Senate,14,DEM,Mineral,Precinct 7,0
Jim Maybury ,House of Delegates ,56,DEM,Mineral,Precinct 7,0
"Joe Moreland, Jr. ",House of Delegates ,57,DEM,Mineral,Precinct 7,96
"Charles ""Buddy"" Roemer",President ,,REP,Mineral,Precinct 7,1
Newt Gingrich,President ,,REP,Mineral,Precinct 7,12
Ron Paul,President ,,REP,Mineral,Precinct 7,16
Mitt Romney,President ,,REP,Mineral,Precinct 7,92
Rick Santorum,President ,,REP,Mineral,Precinct 7,15
John R. Raese,US Senate,,REP,Mineral,Precinct 7,117
David B. McKinley ,US House,1,REP,Mineral,Precinct 7,104
Bill Maloney,Governor,,REP,Mineral,Precinct 7,90
Ralph William Clark,Governor,,REP,Mineral,Precinct 7,33
Brian Savilla,Secretary of State ,,REP,Mineral,Precinct 7,96
Larry V. Faircloth,Auditor,,REP,Mineral,Precinct 7,104
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mineral,Precinct 7,48
Mike Hall,Treasurer,,REP,Mineral,Precinct 7,58
Patrick Morrisey,Attorney General,,REP,Mineral,Precinct 7,102
Craig P. Blair,State Senate,15,REP,Mineral,Precinct 7,103
Allen V. Evans,House of Delegates ,54,REP,Mineral,Precinct 7,0
Gary G. Howell,House of Delegates ,56,REP,Mineral,Precinct 7,0
"Robert ""Bob"" Harman",House of Delegates ,56,REP,Mineral,Precinct 7,0
Terry L. Craver,House of Delegates ,57,REP,Mineral,Precinct 7,41
Ruth Rowan ,House of Delegates ,57,REP,Mineral,Precinct 7,86
Keith Judd,President ,,DEM,Mineral,Precinct 8,23
Barack Obama,President ,,DEM,Mineral,Precinct 8,27
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 8,53
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 8,5
Sue Thorn,US House,1,DEM,Mineral,Precinct 8,38
Arne Moltis,Governor,,DEM,Mineral,Precinct 8,9
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 8,49
Natalie E. Tennant,Secretary of State ,,DEM,Mineral,Precinct 8,44
Glen B. Gainer III,Auditor,,DEM,Mineral,Precinct 8,43
John D. Perdue,Treasurer,,DEM,Mineral,Precinct 8,44
Joe Messineo,Commissioner of Agriculture,,DEM,Mineral,Precinct 8,3
Bobb Tabb,Commissioner of Agriculture,,DEM,Mineral,Precinct 8,0
Walt Helmick,Commissioner of Agriculture,,DEM,Mineral,Precinct 8,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mineral,Precinct 8,3
Steve Miller,Commissioner of Agriculture,,DEM,Mineral,Precinct 8,44
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mineral,Precinct 8,44
Bob Williams,State Senate,14,DEM,Mineral,Precinct 8,41
Jim Maybury ,House of Delegates ,56,DEM,Mineral,Precinct 8,0
"Joe Moreland, Jr. ",House of Delegates ,57,DEM,Mineral,Precinct 8,0
"Charles ""Buddy"" Roemer",President ,,REP,Mineral,Precinct 8,1
Newt Gingrich,President ,,REP,Mineral,Precinct 8,3
Ron Paul,President ,,REP,Mineral,Precinct 8,9
Mitt Romney,President ,,REP,Mineral,Precinct 8,49
Rick Santorum,President ,,REP,Mineral,Precinct 8,11
John R. Raese,US Senate,,REP,Mineral,Precinct 8,61
David B. McKinley ,US House,1,REP,Mineral,Precinct 8,57
Bill Maloney,Governor,,REP,Mineral,Precinct 8,51
Ralph William Clark,Governor,,REP,Mineral,Precinct 8,21
Brian Savilla,Secretary of State ,,REP,Mineral,Precinct 8,50
Larry V. Faircloth,Auditor,,REP,Mineral,Precinct 8,53
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mineral,Precinct 8,40
Mike Hall,Treasurer,,REP,Mineral,Precinct 8,20
Patrick Morrisey,Attorney General,,REP,Mineral,Precinct 8,53
Craig P. Blair,State Senate,15,REP,Mineral,Precinct 8,0
Allen V. Evans,House of Delegates ,54,REP,Mineral,Precinct 8,63
Gary G. Howell,House of Delegates ,56,REP,Mineral,Precinct 8,0
"Robert ""Bob"" Harman",House of Delegates ,56,REP,Mineral,Precinct 8,0
Terry L. Craver,House of Delegates ,57,REP,Mineral,Precinct 8,0
Ruth Rowan ,House of Delegates ,57,REP,Mineral,Precinct 8,0
Keith Judd,President ,,DEM,Mineral,Precinct 9,33
Barack Obama,President ,,DEM,Mineral,Precinct 9,41
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 9,70
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 9,15
Sue Thorn,US House,1,DEM,Mineral,Precinct 9,64
Arne Moltis,Governor,,DEM,Mineral,Precinct 9,13
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 9,70
Natalie E. Tennant,Secretary of State ,,DEM,Mineral,Precinct 9,62
Glen B. Gainer III,Auditor,,DEM,Mineral,Precinct 9,66
John D. Perdue,Treasurer,,DEM,Mineral,Precinct 9,70
Joe Messineo,Commissioner of Agriculture,,DEM,Mineral,Precinct 9,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Mineral,Precinct 9,1
Walt Helmick,Commissioner of Agriculture,,DEM,Mineral,Precinct 9,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mineral,Precinct 9,1
Steve Miller,Commissioner of Agriculture,,DEM,Mineral,Precinct 9,82
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mineral,Precinct 9,67
Bob Williams,State Senate,14,DEM,Mineral,Precinct 9,0
Jim Maybury ,House of Delegates ,56,DEM,Mineral,Precinct 9,0
"Joe Moreland, Jr. ",House of Delegates ,57,DEM,Mineral,Precinct 9,60
"Charles ""Buddy"" Roemer",President ,,REP,Mineral,Precinct 9,0
Newt Gingrich,President ,,REP,Mineral,Precinct 9,6
Ron Paul,President ,,REP,Mineral,Precinct 9,9
Mitt Romney,President ,,REP,Mineral,Precinct 9,74
Rick Santorum,President ,,REP,Mineral,Precinct 9,12
John R. Raese,US Senate,,REP,Mineral,Precinct 9,88
David B. McKinley ,US House,1,REP,Mineral,Precinct 9,82
Bill Maloney,Governor,,REP,Mineral,Precinct 9,84
Ralph William Clark,Governor,,REP,Mineral,Precinct 9,12
Brian Savilla,Secretary of State ,,REP,Mineral,Precinct 9,78
Larry V. Faircloth,Auditor,,REP,Mineral,Precinct 9,81
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mineral,Precinct 9,48
Mike Hall,Treasurer,,REP,Mineral,Precinct 9,33
Patrick Morrisey,Attorney General,,REP,Mineral,Precinct 9,79
Craig P. Blair,State Senate,15,REP,Mineral,Precinct 9,77
Allen V. Evans,House of Delegates ,54,REP,Mineral,Precinct 9,0
Gary G. Howell,House of Delegates ,56,REP,Mineral,Precinct 9,0
"Robert ""Bob"" Harman",House of Delegates ,56,REP,Mineral,Precinct 9,0
Terry L. Craver,House of Delegates ,57,REP,Mineral,Precinct 9,26
Ruth Rowan ,House of Delegates ,57,REP,Mineral,Precinct 9,73
Keith Judd,President ,,DEM,Mineral,Precinct 10,31
Barack Obama,President ,,DEM,Mineral,Precinct 10,34
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 10,65
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 10,8
Sue Thorn,US House,1,DEM,Mineral,Precinct 10,57
Arne Moltis,Governor,,DEM,Mineral,Precinct 10,11
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 10,60
Natalie E. Tennant,Secretary of State ,,DEM,Mineral,Precinct 10,58
Glen B. Gainer III,Auditor,,DEM,Mineral,Precinct 10,57
John D. Perdue,Treasurer,,DEM,Mineral,Precinct 10,57
Joe Messineo,Commissioner of Agriculture,,DEM,Mineral,Precinct 10,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Mineral,Precinct 10,0
Walt Helmick,Commissioner of Agriculture,,DEM,Mineral,Precinct 10,2
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mineral,Precinct 10,1
Steve Miller,Commissioner of Agriculture,,DEM,Mineral,Precinct 10,68
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mineral,Precinct 10,59
Bob Williams,State Senate,14,DEM,Mineral,Precinct 10,0
Jim Maybury ,House of Delegates ,56,DEM,Mineral,Precinct 10,59
"Joe Moreland, Jr. ",House of Delegates ,57,DEM,Mineral,Precinct 10,0
"Charles ""Buddy"" Roemer",President ,,REP,Mineral,Precinct 10,0
Newt Gingrich,President ,,REP,Mineral,Precinct 10,11
Ron Paul,President ,,REP,Mineral,Precinct 10,8
Mitt Romney,President ,,REP,Mineral,Precinct 10,74
Rick Santorum,President ,,REP,Mineral,Precinct 10,14
John R. Raese,US Senate,,REP,Mineral,Precinct 10,94
David B. McKinley ,US House,1,REP,Mineral,Precinct 10,94
Bill Maloney,Governor,,REP,Mineral,Precinct 10,83
Ralph William Clark,Governor,,REP,Mineral,Precinct 10,19
Brian Savilla,Secretary of State ,,REP,Mineral,Precinct 10,83
Larry V. Faircloth,Auditor,,REP,Mineral,Precinct 10,87
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mineral,Precinct 10,50
Mike Hall,Treasurer,,REP,Mineral,Precinct 10,38
Patrick Morrisey,Attorney General,,REP,Mineral,Precinct 10,89
Craig P. Blair,State Senate,15,REP,Mineral,Precinct 10,84
Allen V. Evans,House of Delegates ,54,REP,Mineral,Precinct 10,0
Gary G. Howell,House of Delegates ,56,REP,Mineral,Precinct 10,69
"Robert ""Bob"" Harman",House of Delegates ,56,REP,Mineral,Precinct 10,40
Terry L. Craver,House of Delegates ,57,REP,Mineral,Precinct 10,0
Ruth Rowan ,House of Delegates ,57,REP,Mineral,Precinct 10,0
Keith Judd,President ,,DEM,Mineral,Precinct 11,31
Barack Obama,President ,,DEM,Mineral,Precinct 11,33
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 11,59
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 11,11
Sue Thorn,US House,1,DEM,Mineral,Precinct 11,51
Arne Moltis,Governor,,DEM,Mineral,Precinct 11,13
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 11,55
Natalie E. Tennant,Secretary of State ,,DEM,Mineral,Precinct 11,56
Glen B. Gainer III,Auditor,,DEM,Mineral,Precinct 11,57
John D. Perdue,Treasurer,,DEM,Mineral,Precinct 11,58
Joe Messineo,Commissioner of Agriculture,,DEM,Mineral,Precinct 11,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Mineral,Precinct 11,0
Walt Helmick,Commissioner of Agriculture,,DEM,Mineral,Precinct 11,3
Sally Shepherd ,Commissioner of Agriculture,,DEM,Mineral,Precinct 11,1
Steve Miller,Commissioner of Agriculture,,DEM,Mineral,Precinct 11,66
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Mineral,Precinct 11,59
Bob Williams,State Senate,14,DEM,Mineral,Precinct 11,0
Jim Maybury ,House of Delegates ,56,DEM,Mineral,Precinct 11,61
"Joe Moreland, Jr. ",House of Delegates ,57,DEM,Mineral,Precinct 11,0
"Charles ""Buddy"" Roemer",President ,,REP,Mineral,Precinct 11,0
Newt Gingrich,President ,,REP,Mineral,Precinct 11,10
Ron Paul,President ,,REP,Mineral,Precinct 11,11
Mitt Romney,President ,,REP,Mineral,Precinct 11,75
Rick Santorum,President ,,REP,Mineral,Precinct 11,14
John R. Raese,US Senate,,REP,Mineral,Precinct 11,91
David B. McKinley ,US House,1,REP,Mineral,Precinct 11,84
Bill Maloney,Governor,,REP,Mineral,Precinct 11,72
Ralph William Clark,Governor,,REP,Mineral,Precinct 11,29
Brian Savilla,Secretary of State ,,REP,Mineral,Precinct 11,79
Larry V. Faircloth,Auditor,,REP,Mineral,Precinct 11,83
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Mineral,Precinct 11,45
Mike Hall,Treasurer,,REP,Mineral,Precinct 11,42
Patrick Morrisey,Attorney General,,REP,Mineral,Precinct 11,84
Craig P. Blair,State Senate,15,REP,Mineral,Precinct 11,79
Allen V. Evans,House of Delegates ,54,REP,Mineral,Precinct 11,0
Gary G. Howell,House of Delegates ,56,REP,Mineral,Precinct 11,71
"Robert ""Bob"" Harman",House of Delegates ,56,REP,Mineral,Precinct 11,37
Terry L. Craver,House of Delegates ,57,REP,Mineral,Precinct 11,0
Ruth Rowan ,House of Delegates ,57,REP,Mineral,Precinct 11,0
Keith Judd,President ,,DEM,Mineral,Precinct 12,16
Barack Obama,President ,,DEM,Mineral,Precinct 12,18
Joe Manchin III,US Senate,,DEM,Mineral,Precinct 12,31
Sheirl Fletcher,US Senate,,DEM,Mineral,Precinct 12,4
Sue Thorn,US House,1,DEM,Mineral,Precinct 12,32
Arne Moltis,Governor,,DEM,Mineral,Precinct 12,5
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 12,30
Natalie E. Tennant,Secretary of State ,,DEM,Mineral,Precinct 12,30
Glen B. Gainer III,Auditor,,DEM,Mineral,Precinct 12,30
John D. Perdue,Treasurer,,DEM,Mineral,Precinct 12,32
Joe Messineo,Commissioner of Agriculture,,DEM,Mineral,Precinct 12,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Mineral,Precinct 12,1
