candidate,office,district,party,county,precinct,total votes
William McCann,US House,2,DEM,Hampshire,Precinct 5,3
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 5,9
Arne Moltis,Governor,,DEM,Hampshire,Precinct 5,3
Natalie E. Tennant,Secretary of State ,,DEM,Hampshire,Precinct 5,10
Glen B. Gainer III,Auditor,,DEM,Hampshire,Precinct 5,9
John D. Perdue,Treasurer,,DEM,Hampshire,Precinct 5,10
Walt Helmick,Commissioner of Agriculture,,DEM,Hampshire,Precinct 5,1
Steve Miller,Commissioner of Agriculture,,DEM,Hampshire,Precinct 5,10
Joe Messineo,Commissioner of Agriculture,,DEM,Hampshire,Precinct 5,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Hampshire,Precinct 5,2
Sally Shepherd ,Commissioner of Agriculture,,DEM,Hampshire,Precinct 5,0
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Hampshire,Precinct 5,9
Joe Moreland Jr.,House of Delegate,,DEM,Hampshire,Precinct 5,
Ron Paul,President ,,REP,Hampshire,Precinct 5,4
Rick Santorum,President ,,REP,Hampshire,Precinct 5,4
Newt Gingrich,President ,,REP,Hampshire,Precinct 5,2
"Charles ""Buddy"" Roemer",President ,,REP,Hampshire,Precinct 5,0
Mitt Romney,President ,,REP,Hampshire,Precinct 5,20
John R. Raese,US Senate,,REP,Hampshire,Precinct 5,24
Michael Davis,US House,2,REP,Hampshire,Precinct 5,2
Jonathan Miller,US House,2,REP,Hampshire,Precinct 5,7
Shelley Moore Capito,US House,2,REP,Hampshire,Precinct 5,19
Bill Maloney,Governor,,REP,Hampshire,Precinct 5,17
Ralph William Clark,Governor,,REP,Hampshire,Precinct 5,7
Brian Savilla,Secretary of State ,,REP,Hampshire,Precinct 5,22
Larry V. Faircloth,Auditor,,REP,Hampshire,Precinct 5,25
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Hampshire,Precinct 5,14
Mike Hall,Treasurer,,REP,Hampshire,Precinct 5,9
Patrick Morrisey,Attorney General,,REP,Hampshire,Precinct 5,23
Craig P. Blair,State Senate,15,REP,Hampshire,Precinct 5,23
Ruth Rowan,House of Delegates,57,REP,Hampshire,Precinct 5,
Terry L. Craver,House of Delegates,57,REP,Hampshire,Precinct 5,
Daryl E. Cowles ,House of Delegates,,REP,Hampshire,Precinct 5,24
,Registered Voters,,,Hampshire,Precinct 6,822
,Registered Voters,,DEM,Hampshire,Precinct 6,248
,Registered Voters,,REP,Hampshire,Precinct 6,320
,Ballots Cast,,,Hampshire,Precinct 6,172
,Ballots Cast,,DEM,Hampshire,Precinct 6,76
,Ballots Cast,,REP,Hampshire,Precinct 6,96
Keith Judd,President ,,DEM,Hampshire,Precinct 6,30
Barack Obama,President ,,DEM,Hampshire,Precinct 6,27
Joe Manchin III,US Senate,,DEM,Hampshire,Precinct 6,54
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 6,20
Dugald Brown,US House,2,DEM,Hampshire,Precinct 6,29
Howard Swint,US House,2,DEM,Hampshire,Precinct 6,7
William McCann,US House,2,DEM,Hampshire,Precinct 6,27
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 6,60
Arne Moltis,Governor,,DEM,Hampshire,Precinct 6,15
Natalie E. Tennant,Secretary of State ,,DEM,Hampshire,Precinct 6,50
Glen B. Gainer III,Auditor,,DEM,Hampshire,Precinct 6,52
John D. Perdue,Treasurer,,DEM,Hampshire,Precinct 6,54
Walt Helmick,Commissioner of Agriculture,,DEM,Hampshire,Precinct 6,19
Steve Miller,Commissioner of Agriculture,,DEM,Hampshire,Precinct 6,36
Joe Messineo,Commissioner of Agriculture,,DEM,Hampshire,Precinct 6,0
Bobb Tabb,Commissioner of Agriculture,,DEM,Hampshire,Precinct 6,6
Sally Shepherd ,Commissioner of Agriculture,,DEM,Hampshire,Precinct 6,4
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Hampshire,Precinct 6,53
Joe Moreland Jr.,House of Delegate,,DEM,Hampshire,Precinct 6,
Ron Paul,President ,,REP,Hampshire,Precinct 6,12
Rick Santorum,President ,,REP,Hampshire,Precinct 6,12
Newt Gingrich,President ,,REP,Hampshire,Precinct 6,4
"Charles ""Buddy"" Roemer",President ,,REP,Hampshire,Precinct 6,2
Mitt Romney,President ,,REP,Hampshire,Precinct 6,63
John R. Raese,US Senate,,REP,Hampshire,Precinct 6,77
Michael Davis,US House,2,REP,Hampshire,Precinct 6,5
Jonathan Miller,US House,2,REP,Hampshire,Precinct 6,20
Shelley Moore Capito,US House,2,REP,Hampshire,Precinct 6,69
Bill Maloney,Governor,,REP,Hampshire,Precinct 6,55
Ralph William Clark,Governor,,REP,Hampshire,Precinct 6,31
Brian Savilla,Secretary of State ,,REP,Hampshire,Precinct 6,73
Larry V. Faircloth,Auditor,,REP,Hampshire,Precinct 6,74
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Hampshire,Precinct 6,39
Mike Hall,Treasurer,,REP,Hampshire,Precinct 6,33
Patrick Morrisey,Attorney General,,REP,Hampshire,Precinct 6,74
Craig P. Blair,State Senate,15,REP,Hampshire,Precinct 6,72
Ruth Rowan,House of Delegates,57,REP,Hampshire,Precinct 6,
Terry L. Craver,House of Delegates,57,REP,Hampshire,Precinct 6,
Daryl E. Cowles ,House of Delegates,,REP,Hampshire,Precinct 6,76
,Registered Voters,,,Hampshire,Precinct 7,990
,Registered Voters,,DEM,Hampshire,Precinct 7,335
,Registered Voters,,REP,Hampshire,Precinct 7,354
,Ballots Cast,,,Hampshire,Precinct 7,196
,Ballots Cast,,DEM,Hampshire,Precinct 7,92
,Ballots Cast,,REP,Hampshire,Precinct 7,103
Keith Judd,President ,,DEM,Hampshire,Precinct 7,28
Barack Obama,President ,,DEM,Hampshire,Precinct 7,46
Joe Manchin III,US Senate,,DEM,Hampshire,Precinct 7,69
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 7,21
Dugald Brown,US House,2,DEM,Hampshire,Precinct 7,42
Howard Swint,US House,2,DEM,Hampshire,Precinct 7,7
William McCann,US House,2,DEM,Hampshire,Precinct 7,28
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 7,73
Arne Moltis,Governor,,DEM,Hampshire,Precinct 7,11
Natalie E. Tennant,Secretary of State ,,DEM,Hampshire,Precinct 7,77
Glen B. Gainer III,Auditor,,DEM,Hampshire,Precinct 7,75
John D. Perdue,Treasurer,,DEM,Hampshire,Precinct 7,73
Walt Helmick,Commissioner of Agriculture,,DEM,Hampshire,Precinct 7,32
Steve Miller,Commissioner of Agriculture,,DEM,Hampshire,Precinct 7,44
Joe Messineo,Commissioner of Agriculture,,DEM,Hampshire,Precinct 7,1
Bobb Tabb,Commissioner of Agriculture,,DEM,Hampshire,Precinct 7,4
Sally Shepherd ,Commissioner of Agriculture,,DEM,Hampshire,Precinct 7,5
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Hampshire,Precinct 7,74
Joe Moreland Jr.,House of Delegate,,DEM,Hampshire,Precinct 7,
Ron Paul,President ,,REP,Hampshire,Precinct 7,8
Rick Santorum,President ,,REP,Hampshire,Precinct 7,7
Newt Gingrich,President ,,REP,Hampshire,Precinct 7,10
"Charles ""Buddy"" Roemer",President ,,REP,Hampshire,Precinct 7,1
Mitt Romney,President ,,REP,Hampshire,Precinct 7,70
John R. Raese,US Senate,,REP,Hampshire,Precinct 7,78
Michael Davis,US House,2,REP,Hampshire,Precinct 7,1
Jonathan Miller,US House,2,REP,Hampshire,Precinct 7,26
Shelley Moore Capito,US House,2,REP,Hampshire,Precinct 7,75
Bill Maloney,Governor,,REP,Hampshire,Precinct 7,65
Ralph William Clark,Governor,,REP,Hampshire,Precinct 7,28
Brian Savilla,Secretary of State ,,REP,Hampshire,Precinct 7,75
Larry V. Faircloth,Auditor,,REP,Hampshire,Precinct 7,76
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Hampshire,Precinct 7,42
Mike Hall,Treasurer,,REP,Hampshire,Precinct 7,33
Patrick Morrisey,Attorney General,,REP,Hampshire,Precinct 7,79
Craig P. Blair,State Senate,15,REP,Hampshire,Precinct 7,72
Ruth Rowan,House of Delegates,57,REP,Hampshire,Precinct 7,
Terry L. Craver,House of Delegates,57,REP,Hampshire,Precinct 7,
Daryl E. Cowles ,House of Delegates,,REP,Hampshire,Precinct 7,81
,Registered Voters,,,Hampshire,Precinct 8,386
,Registered Voters,,DEM,Hampshire,Precinct 8,139
,Registered Voters,,REP,Hampshire,Precinct 8,146
,Ballots Cast,,,Hampshire,Precinct 8,123
,Ballots Cast,,DEM,Hampshire,Precinct 8,47
,Ballots Cast,,REP,Hampshire,Precinct 8,71
Keith Judd,President ,,DEM,Hampshire,Precinct 8,17
Barack Obama,President ,,DEM,Hampshire,Precinct 8,22
Joe Manchin III,US Senate,,DEM,Hampshire,Precinct 8,35
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 8,11
Dugald Brown,US House,2,DEM,Hampshire,Precinct 8,24
Howard Swint,US House,2,DEM,Hampshire,Precinct 8,6
William McCann,US House,2,DEM,Hampshire,Precinct 8,12
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 8,35
Arne Moltis,Governor,,DEM,Hampshire,Precinct 8,9
Natalie E. Tennant,Secretary of State ,,DEM,Hampshire,Precinct 8,37
Glen B. Gainer III,Auditor,,DEM,Hampshire,Precinct 8,39
John D. Perdue,Treasurer,,DEM,Hampshire,Precinct 8,39
Walt Helmick,Commissioner of Agriculture,,DEM,Hampshire,Precinct 8,11
Steve Miller,Commissioner of Agriculture,,DEM,Hampshire,Precinct 8,30
Joe Messineo,Commissioner of Agriculture,,DEM,Hampshire,Precinct 8,1
Bobb Tabb,Commissioner of Agriculture,,DEM,Hampshire,Precinct 8,0
Sally Shepherd ,Commissioner of Agriculture,,DEM,Hampshire,Precinct 8,3
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Hampshire,Precinct 8,39
Joe Moreland Jr.,House of Delegate,,DEM,Hampshire,Precinct 8,36
Ron Paul,President ,,REP,Hampshire,Precinct 8,7
Rick Santorum,President ,,REP,Hampshire,Precinct 8,9
Newt Gingrich,President ,,REP,Hampshire,Precinct 8,6
"Charles ""Buddy"" Roemer",President ,,REP,Hampshire,Precinct 8,1
Mitt Romney,President ,,REP,Hampshire,Precinct 8,47
John R. Raese,US Senate,,REP,Hampshire,Precinct 8,57
Michael Davis,US House,2,REP,Hampshire,Precinct 8,2
Jonathan Miller,US House,2,REP,Hampshire,Precinct 8,15
Shelley Moore Capito,US House,2,REP,Hampshire,Precinct 8,51
Bill Maloney,Governor,,REP,Hampshire,Precinct 8,49
Ralph William Clark,Governor,,REP,Hampshire,Precinct 8,13
Brian Savilla,Secretary of State ,,REP,Hampshire,Precinct 8,51
Larry V. Faircloth,Auditor,,REP,Hampshire,Precinct 8,49
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Hampshire,Precinct 8,32
Mike Hall,Treasurer,,REP,Hampshire,Precinct 8,20
Patrick Morrisey,Attorney General,,REP,Hampshire,Precinct 8,54
Craig P. Blair,State Senate,15,REP,Hampshire,Precinct 8,47
Ruth Rowan,House of Delegates,57,REP,Hampshire,Precinct 8,51
Terry L. Craver,House of Delegates,57,REP,Hampshire,Precinct 8,20
Daryl E. Cowles ,House of Delegates,,REP,Hampshire,Precinct 8,
,Registered Voters,,,Hampshire,Precinct 9,333
,Registered Voters,,DEM,Hampshire,Precinct 9,122
,Registered Voters,,REP,Hampshire,Precinct 9,100
,Ballots Cast,,,Hampshire,Precinct 9,82
,Ballots Cast,,DEM,Hampshire,Precinct 9,44
,Ballots Cast,,REP,Hampshire,Precinct 9,32
Keith Judd,President ,,DEM,Hampshire,Precinct 9,15
Barack Obama,President ,,DEM,Hampshire,Precinct 9,19
Joe Manchin III,US Senate,,DEM,Hampshire,Precinct 9,35
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 9,7
Dugald Brown,US House,2,DEM,Hampshire,Precinct 9,16
Howard Swint,US House,2,DEM,Hampshire,Precinct 9,4
William McCann,US House,2,DEM,Hampshire,Precinct 9,10
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 9,32
Arne Moltis,Governor,,DEM,Hampshire,Precinct 9,8
Natalie E. Tennant,Secretary of State ,,DEM,Hampshire,Precinct 9,31
Glen B. Gainer III,Auditor,,DEM,Hampshire,Precinct 9,34
John D. Perdue,Treasurer,,DEM,Hampshire,Precinct 9,33
Walt Helmick,Commissioner of Agriculture,,DEM,Hampshire,Precinct 9,6
Steve Miller,Commissioner of Agriculture,,DEM,Hampshire,Precinct 9,32
Joe Messineo,Commissioner of Agriculture,,DEM,Hampshire,Precinct 9,1
Bobb Tabb,Commissioner of Agriculture,,DEM,Hampshire,Precinct 9,0
Sally Shepherd ,Commissioner of Agriculture,,DEM,Hampshire,Precinct 9,1
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Hampshire,Precinct 9,32
Joe Moreland Jr.,House of Delegate,,DEM,Hampshire,Precinct 9,27
Ron Paul,President ,,REP,Hampshire,Precinct 9,0
Rick Santorum,President ,,REP,Hampshire,Precinct 9,0
Newt Gingrich,President ,,REP,Hampshire,Precinct 9,1
"Charles ""Buddy"" Roemer",President ,,REP,Hampshire,Precinct 9,1
Mitt Romney,President ,,REP,Hampshire,Precinct 9,30
John R. Raese,US Senate,,REP,Hampshire,Precinct 9,21
Michael Davis,US House,2,REP,Hampshire,Precinct 9,3
Jonathan Miller,US House,2,REP,Hampshire,Precinct 9,10
Shelley Moore Capito,US House,2,REP,Hampshire,Precinct 9,18
Bill Maloney,Governor,,REP,Hampshire,Precinct 9,22
Ralph William Clark,Governor,,REP,Hampshire,Precinct 9,8
Brian Savilla,Secretary of State ,,REP,Hampshire,Precinct 9,23
Larry V. Faircloth,Auditor,,REP,Hampshire,Precinct 9,25
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Hampshire,Precinct 9,17
Mike Hall,Treasurer,,REP,Hampshire,Precinct 9,9
Patrick Morrisey,Attorney General,,REP,Hampshire,Precinct 9,24
Craig P. Blair,State Senate,15,REP,Hampshire,Precinct 9,24
Ruth Rowan,House of Delegates,57,REP,Hampshire,Precinct 9,23
Terry L. Craver,House of Delegates,57,REP,Hampshire,Precinct 9,9
Daryl E. Cowles ,House of Delegates,,REP,Hampshire,Precinct 9,
,Registered Voters,,,Hampshire,Precinct 10,559
,Registered Voters,,DEM,Hampshire,Precinct 10,234
,Registered Voters,,REP,Hampshire,Precinct 10,195
,Ballots Cast,,,Hampshire,Precinct 10,175
,Ballots Cast,,DEM,Hampshire,Precinct 10,90
,Ballots Cast,,REP,Hampshire,Precinct 10,81
Keith Judd,President ,,DEM,Hampshire,Precinct 10,37
Barack Obama,President ,,DEM,Hampshire,Precinct 10,34
Joe Manchin III,US Senate,,DEM,Hampshire,Precinct 10,71
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 10,14
Dugald Brown,US House,2,DEM,Hampshire,Precinct 10,33
Howard Swint,US House,2,DEM,Hampshire,Precinct 10,6
William McCann,US House,2,DEM,Hampshire,Precinct 10,37
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 10,73
Arne Moltis,Governor,,DEM,Hampshire,Precinct 10,12
Natalie E. Tennant,Secretary of State ,,DEM,Hampshire,Precinct 10,69
Glen B. Gainer III,Auditor,,DEM,Hampshire,Precinct 10,71
John D. Perdue,Treasurer,,DEM,Hampshire,Precinct 10,72
Walt Helmick,Commissioner of Agriculture,,DEM,Hampshire,Precinct 10,30
Steve Miller,Commissioner of Agriculture,,DEM,Hampshire,Precinct 10,38
Joe Messineo,Commissioner of Agriculture,,DEM,Hampshire,Precinct 10,2
Bobb Tabb,Commissioner of Agriculture,,DEM,Hampshire,Precinct 10,7
Sally Shepherd ,Commissioner of Agriculture,,DEM,Hampshire,Precinct 10,4
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Hampshire,Precinct 10,71
Joe Moreland Jr.,House of Delegate,,DEM,Hampshire,Precinct 10,72
Ron Paul,President ,,REP,Hampshire,Precinct 10,5
Rick Santorum,President ,,REP,Hampshire,Precinct 10,14
Newt Gingrich,President ,,REP,Hampshire,Precinct 10,5
"Charles ""Buddy"" Roemer",President ,,REP,Hampshire,Precinct 10,0
Mitt Romney,President ,,REP,Hampshire,Precinct 10,54
John R. Raese,US Senate,,REP,Hampshire,Precinct 10,66
Michael Davis,US House,2,REP,Hampshire,Precinct 10,5
Jonathan Miller,US House,2,REP,Hampshire,Precinct 10,13
Shelley Moore Capito,US House,2,REP,Hampshire,Precinct 10,58
Bill Maloney,Governor,,REP,Hampshire,Precinct 10,62
Ralph William Clark,Governor,,REP,Hampshire,Precinct 10,9
Brian Savilla,Secretary of State ,,REP,Hampshire,Precinct 10,57
Larry V. Faircloth,Auditor,,REP,Hampshire,Precinct 10,62
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Hampshire,Precinct 10,39
Mike Hall,Treasurer,,REP,Hampshire,Precinct 10,22
Patrick Morrisey,Attorney General,,REP,Hampshire,Precinct 10,62
Craig P. Blair,State Senate,15,REP,Hampshire,Precinct 10,59
Ruth Rowan,House of Delegates,57,REP,Hampshire,Precinct 10,64
Terry L. Craver,House of Delegates,57,REP,Hampshire,Precinct 10,14
Daryl E. Cowles ,House of Delegates,,REP,Hampshire,Precinct 10,
,Registered Voters,,,Hampshire,Precinct 11,687
,Registered Voters,,DEM,Hampshire,Precinct 11,236
,Registered Voters,,REP,Hampshire,Precinct 11,259
,Ballots Cast,,,Hampshire,Precinct 11,208
,Ballots Cast,,DEM,Hampshire,Precinct 11,79
,Ballots Cast,,REP,Hampshire,Precinct 11,128
Keith Judd,President ,,DEM,Hampshire,Precinct 11,32
Barack Obama,President ,,DEM,Hampshire,Precinct 11,34
Joe Manchin III,US Senate,,DEM,Hampshire,Precinct 11,63
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 11,14
Dugald Brown,US House,2,DEM,Hampshire,Precinct 11,33
Howard Swint,US House,2,DEM,Hampshire,Precinct 11,4
William McCann,US House,2,DEM,Hampshire,Precinct 11,26
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 11,54
Arne Moltis,Governor,,DEM,Hampshire,Precinct 11,21
Natalie E. Tennant,Secretary of State ,,DEM,Hampshire,Precinct 11,63
Glen B. Gainer III,Auditor,,DEM,Hampshire,Precinct 11,59
John D. Perdue,Treasurer,,DEM,Hampshire,Precinct 11,60
Walt Helmick,Commissioner of Agriculture,,DEM,Hampshire,Precinct 11,17
Steve Miller,Commissioner of Agriculture,,DEM,Hampshire,Precinct 11,40
Joe Messineo,Commissioner of Agriculture,,DEM,Hampshire,Precinct 11,2
Bobb Tabb,Commissioner of Agriculture,,DEM,Hampshire,Precinct 11,7
Sally Shepherd ,Commissioner of Agriculture,,DEM,Hampshire,Precinct 11,5
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Hampshire,Precinct 11,62
Joe Moreland Jr.,House of Delegate,,DEM,Hampshire,Precinct 11,55
Ron Paul,President ,,REP,Hampshire,Precinct 11,14
Rick Santorum,President ,,REP,Hampshire,Precinct 11,15
Newt Gingrich,President ,,REP,Hampshire,Precinct 11,6
"Charles ""Buddy"" Roemer",President ,,REP,Hampshire,Precinct 11,1
Mitt Romney,President ,,REP,Hampshire,Precinct 11,89
John R. Raese,US Senate,,REP,Hampshire,Precinct 11,114
Michael Davis,US House,2,REP,Hampshire,Precinct 11,10
Jonathan Miller,US House,2,REP,Hampshire,Precinct 11,22
Shelley Moore Capito,US House,2,REP,Hampshire,Precinct 11,92
Bill Maloney,Governor,,REP,Hampshire,Precinct 11,84
Ralph William Clark,Governor,,REP,Hampshire,Precinct 11,36
Brian Savilla,Secretary of State ,,REP,Hampshire,Precinct 11,106
Larry V. Faircloth,Auditor,,REP,Hampshire,Precinct 11,106
"Stephen R. ""Steve"" Connoll",Treasurer,,REP,Hampshire,Precinct 11,77
Mike Hall,Treasurer,,REP,Hampshire,Precinct 11,30
Patrick Morrisey,Attorney General,,REP,Hampshire,Precinct 11,107
Craig P. Blair,State Senate,15,REP,Hampshire,Precinct 11,102
Ruth Rowan,House of Delegates,57,REP,Hampshire,Precinct 11,91
Terry L. Craver,House of Delegates,57,REP,Hampshire,Precinct 11,35
Daryl E. Cowles ,House of Delegates,,REP,Hampshire,Precinct 11,
,Registered Voters,,,Hampshire,Precinct 12,625
,Registered Voters,,DEM,Hampshire,Precinct 12,271
,Registered Voters,,REP,Hampshire,Precinct 12,199
,Ballots Cast,,,Hampshire,Precinct 12,231
,Ballots Cast,,DEM,Hampshire,Precinct 12,130
,Ballots Cast,,REP,Hampshire,Precinct 12,99
Keith Judd,President ,,DEM,Hampshire,Precinct 12,58
Barack Obama,President ,,DEM,Hampshire,Precinct 12,49
Joe Manchin III,US Senate,,DEM,Hampshire,Precinct 12,98
Sheirl Fletcher,US Senate,,DEM,Hampshire,Precinct 12,25
