candidate,office,district,party,county,precinct,total votes
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 1,13
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 1,1
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 1,42
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 1,40
Rick Santorum,President ,,REP,Ritchie,Precinct 2,15
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 2,2
Mitt Romney,President ,,REP,Ritchie,Precinct 2,80
Ron Paul,President ,,REP,Ritchie,Precinct 2,12
Newt Gingrich,President ,,REP,Ritchie,Precinct 2,9
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 2,89
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 2,99
Ralph William Clark,Governor,,REP,Ritchie,Precinct 2,9
Bill Maloney,Governor,,REP,Ritchie,Precinct 2,102
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 2,88
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 2,81
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 2,53
Mike Hall,Treasurer,,REP,Ritchie,Precinct 2,41
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 2,84
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 2,109
Keith Judd,President ,,DEM,Ritchie,Precinct 2,25
Barack Obama,President ,,DEM,Ritchie,Precinct 2,35
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 2,60
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 2,7
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 2,39
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 2,58
Arne Moltis,Governor,,DEM,Ritchie,Precinct 2,8
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 2,55
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 2,59
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 2,48
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 2,16
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 2,15
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 2,9
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 2,13
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 2,3
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 2,52
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 2,48
Rick Santorum,President ,,REP,Ritchie,Precinct 3,21
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 3,4
Mitt Romney,President ,,REP,Ritchie,Precinct 3,94
Ron Paul,President ,,REP,Ritchie,Precinct 3,19
Newt Gingrich,President ,,REP,Ritchie,Precinct 3,9
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 3,106
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 3,103
Ralph William Clark,Governor,,REP,Ritchie,Precinct 3,17
Bill Maloney,Governor,,REP,Ritchie,Precinct 3,112
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 3,97
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 3,103
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 3,51
Mike Hall,Treasurer,,REP,Ritchie,Precinct 3,61
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 3,101
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 3,134
Keith Judd,President ,,DEM,Ritchie,Precinct 3,14
Barack Obama,President ,,DEM,Ritchie,Precinct 3,34
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 3,44
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 3,6
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 3,34
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 3,39
Arne Moltis,Governor,,DEM,Ritchie,Precinct 3,11
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 3,40
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 3,43
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 3,44
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 3,13
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 3,11
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 3,9
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 3,10
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 3,1
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 3,47
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 3,44
Rick Santorum,President ,,REP,Ritchie,Precinct 4,15
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 4,2
Mitt Romney,President ,,REP,Ritchie,Precinct 4,94
Ron Paul,President ,,REP,Ritchie,Precinct 4,20
Newt Gingrich,President ,,REP,Ritchie,Precinct 4,8
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 4,105
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 4,105
Ralph William Clark,Governor,,REP,Ritchie,Precinct 4,15
Bill Maloney,Governor,,REP,Ritchie,Precinct 4,110
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 4,88
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 4,87
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 4,61
Mike Hall,Treasurer,,REP,Ritchie,Precinct 4,45
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 4,92
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 4,125
Keith Judd,President ,,DEM,Ritchie,Precinct 4,16
Barack Obama,President ,,DEM,Ritchie,Precinct 4,24
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 4,44
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 4,4
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 4,37
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 4,42
Arne Moltis,Governor,,DEM,Ritchie,Precinct 4,4
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 4,39
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 4,44
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 4,37
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 4,13
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 4,13
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 4,8
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 4,6
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 4,3
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 4,45
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 4,43
Rick Santorum,President ,,REP,Ritchie,Precinct 5,7
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 5,5
Mitt Romney,President ,,REP,Ritchie,Precinct 5,64
Ron Paul,President ,,REP,Ritchie,Precinct 5,15
Newt Gingrich,President ,,REP,Ritchie,Precinct 5,2
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 5,65
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 5,67
Ralph William Clark,Governor,,REP,Ritchie,Precinct 5,13
Bill Maloney,Governor,,REP,Ritchie,Precinct 5,71
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 5,56
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 5,54
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 5,47
Mike Hall,Treasurer,,REP,Ritchie,Precinct 5,16
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 5,52
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 5,80
Keith Judd,President ,,DEM,Ritchie,Precinct 5,9
Barack Obama,President ,,DEM,Ritchie,Precinct 5,20
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 5,26
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 5,5
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 5,23
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 5,30
Arne Moltis,Governor,,DEM,Ritchie,Precinct 5,4
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 5,28
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 5,27
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 5,23
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 5,8
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 5,9
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 5,5
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 5,5
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 5,1
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 5,29
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 5,28
Rick Santorum,President ,,REP,Ritchie,Precinct 6,12
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 6,0
Mitt Romney,President ,,REP,Ritchie,Precinct 6,61
Ron Paul,President ,,REP,Ritchie,Precinct 6,12
Newt Gingrich,President ,,REP,Ritchie,Precinct 6,6
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 6,67
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 6,70
Ralph William Clark,Governor,,REP,Ritchie,Precinct 6,15
Bill Maloney,Governor,,REP,Ritchie,Precinct 6,69
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 6,63
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 6,61
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 6,42
Mike Hall,Treasurer,,REP,Ritchie,Precinct 6,29
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 6,64
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 6,89
Keith Judd,President ,,DEM,Ritchie,Precinct 6,17
Barack Obama,President ,,DEM,Ritchie,Precinct 6,22
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 6,43
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 6,3
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 6,24
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 6,39
Arne Moltis,Governor,,DEM,Ritchie,Precinct 6,6
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 6,35
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 6,38
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 6,36
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 6,10
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 6,9
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 6,11
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 6,6
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 6,2
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 6,35
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 6,36
Rick Santorum,President ,,REP,Ritchie,Precinct 7,8
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 7,0
Mitt Romney,President ,,REP,Ritchie,Precinct 7,27
Ron Paul,President ,,REP,Ritchie,Precinct 7,10
Newt Gingrich,President ,,REP,Ritchie,Precinct 7,3
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 7,35
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 7,34
Ralph William Clark,Governor,,REP,Ritchie,Precinct 7,8
Bill Maloney,Governor,,REP,Ritchie,Precinct 7,32
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 7,35
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 7,33
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 7,20
Mike Hall,Treasurer,,REP,Ritchie,Precinct 7,20
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 7,37
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 7,38
Keith Judd,President ,,DEM,Ritchie,Precinct 7,16
Barack Obama,President ,,DEM,Ritchie,Precinct 7,6
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 7,22
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 7,2
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 7,19
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 7,21
Arne Moltis,Governor,,DEM,Ritchie,Precinct 7,3
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 7,18
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 7,20
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 7,18
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 7,10
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 7,2
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 7,6
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 7,4
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 7,0
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 7,19
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 7,18
Rick Santorum,President ,,REP,Ritchie,Precinct 8,17
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 8,3
Mitt Romney,President ,,REP,Ritchie,Precinct 8,82
Ron Paul,President ,,REP,Ritchie,Precinct 8,14
Newt Gingrich,President ,,REP,Ritchie,Precinct 8,9
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 8,97
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 8,96
Ralph William Clark,Governor,,REP,Ritchie,Precinct 8,20
Bill Maloney,Governor,,REP,Ritchie,Precinct 8,103
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 8,85
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 8,89
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 8,63
Mike Hall,Treasurer,,REP,Ritchie,Precinct 8,47
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 8,94
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 8,119
Keith Judd,President ,,DEM,Ritchie,Precinct 8,14
Barack Obama,President ,,DEM,Ritchie,Precinct 8,26
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 8,45
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 8,6
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 8,34
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 8,43
Arne Moltis,Governor,,DEM,Ritchie,Precinct 8,5
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 8,38
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 8,40
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 8,35
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 8,17
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 8,6
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 8,12
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 8,8
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 8,3
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 8,42
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 8,40
Rick Santorum,President ,,REP,Ritchie,Precinct 9,8
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 9,1
Mitt Romney,President ,,REP,Ritchie,Precinct 9,35
Ron Paul,President ,,REP,Ritchie,Precinct 9,11
Newt Gingrich,President ,,REP,Ritchie,Precinct 9,2
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 9,47
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 9,42
Ralph William Clark,Governor,,REP,Ritchie,Precinct 9,14
Bill Maloney,Governor,,REP,Ritchie,Precinct 9,34
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 9,38
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 9,34
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 9,20
Mike Hall,Treasurer,,REP,Ritchie,Precinct 9,24
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 9,35
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 9,52
Keith Judd,President ,,DEM,Ritchie,Precinct 9,8
Barack Obama,President ,,DEM,Ritchie,Precinct 9,6
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 9,12
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 9,3
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 9,11
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 9,10
Arne Moltis,Governor,,DEM,Ritchie,Precinct 9,5
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 9,13
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 9,10
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 9,12
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 9,6
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 9,1
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 9,3
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 9,2
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 9,2
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 9,12
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 9,13
Rick Santorum,President ,,REP,Ritchie,Precinct 10,22
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 10,2
Mitt Romney,President ,,REP,Ritchie,Precinct 10,121
Ron Paul,President ,,REP,Ritchie,Precinct 10,18
Newt Gingrich,President ,,REP,Ritchie,Precinct 10,19
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 10,141
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 10,148
Ralph William Clark,Governor,,REP,Ritchie,Precinct 10,27
Bill Maloney,Governor,,REP,Ritchie,Precinct 10,143
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 10,120
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 10,116
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 10,70
Mike Hall,Treasurer,,REP,Ritchie,Precinct 10,71
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 10,118
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 10,172
Keith Judd,President ,,DEM,Ritchie,Precinct 10,27
Barack Obama,President ,,DEM,Ritchie,Precinct 10,25
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 10,49
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 10,10
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 10,40
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 10,52
Arne Moltis,Governor,,DEM,Ritchie,Precinct 10,7
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 10,46
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 10,54
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 10,48
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 10,18
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 10,9
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 10,6
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 10,13
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 10,2
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 10,47
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 10,46
Rick Santorum,President ,,REP,Ritchie,Precinct 11,6
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 11,1
Mitt Romney,President ,,REP,Ritchie,Precinct 11,48
Ron Paul,President ,,REP,Ritchie,Precinct 11,9
Newt Gingrich,President ,,REP,Ritchie,Precinct 11,5
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 11,45
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 11,52
Ralph William Clark,Governor,,REP,Ritchie,Precinct 11,11
Bill Maloney,Governor,,REP,Ritchie,Precinct 11,47
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 11,39
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 11,41
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 11,26
Mike Hall,Treasurer,,REP,Ritchie,Precinct 11,19
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 11,42
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 11,55
Keith Judd,President ,,DEM,Ritchie,Precinct 11,7
Barack Obama,President ,,DEM,Ritchie,Precinct 11,16
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 11,19
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 11,5
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 11,19
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 11,17
Arne Moltis,Governor,,DEM,Ritchie,Precinct 11,7
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 11,21
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 11,20
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 11,19
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 11,7
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 11,4
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 11,7
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 11,4
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 11,1
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 11,22
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 11,23
Rick Santorum,President ,,REP,Ritchie,Precinct 12,26
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 12,2
Mitt Romney,President ,,REP,Ritchie,Precinct 12,82
Ron Paul,President ,,REP,Ritchie,Precinct 12,27
Newt Gingrich,President ,,REP,Ritchie,Precinct 12,9
John R. Raese,U.S. Senate,,REP,Ritchie,Precinct 12,105
David B. McKinley,U.S. House,1,REP,Ritchie,Precinct 12,107
Ralph William Clark,Governor,,REP,Ritchie,Precinct 12,12
Bill Maloney,Governor,,REP,Ritchie,Precinct 12,114
Brian Savilla,Secretary of State ,,REP,Ritchie,Precinct 12,94
Larry V. Faircloth,Auditor,,REP,Ritchie,Precinct 12,95
"Stephen R. ""Steve"" Connolly",Treasurer,,REP,Ritchie,Precinct 12,62
Mike Hall,Treasurer,,REP,Ritchie,Precinct 12,45
Patrick Morrisey,Attorney General,,REP,Ritchie,Precinct 12,94
"Lynwood ""Woody"" Ireland",House of Delegates,7,REP,Ritchie,Precinct 12,131
Keith Judd,President ,,DEM,Ritchie,Precinct 12,8
Barack Obama,President ,,DEM,Ritchie,Precinct 12,10
Joe Manchin III,U.S. Senate,,DEM,Ritchie,Precinct 12,21
Sheirl Fletcher,U.S. Senate,,DEM,Ritchie,Precinct 12,4
Sue Thorn,U.S. House,1,DEM,Ritchie,Precinct 12,14
Earl Ray Tomblin,Governor,,DEM,Ritchie,Precinct 12,23
Arne Moltis,Governor,,DEM,Ritchie,Precinct 12,3
Natalie E. Tennant,Secretary of State ,,DEM,Ritchie,Precinct 12,22
Glen B. Gainer III,Auditor,,DEM,Ritchie,Precinct 12,22
John D. Perdue,Treasurer,,DEM,Ritchie,Precinct 12,17
Joe Messineo,Commissioner of Agriculture,,DEM,Ritchie,Precinct 12,9
Sally Shepherd ,Commissioner of Agriculture,,DEM,Ritchie,Precinct 12,4
Steve Miller,Commissioner of Agriculture,,DEM,Ritchie,Precinct 12,5
Walt Helmick,Commissioner of Agriculture,,DEM,Ritchie,Precinct 12,3
Bobb Tabb,Commissioner of Agriculture,,DEM,Ritchie,Precinct 12,0
"Darrell V. McGraw, Jr.",Attorney General,,DEM,Ritchie,Precinct 12,21
Jeffrey V. Kessler,State Senate,2,DEM,Ritchie,Precinct 12,17
Rick Santorum,President ,,REP,Ritchie,Precinct 13,2
"Charles ""Buddy"" Roemer",President ,,REP,Ritchie,Precinct 13,0
Mitt Romney,President ,,REP,Ritchie,Precinct 13,19
Ron Paul,President ,,REP,Ritchie,Precinct 13,7
Newt Gingrich,President ,,REP,Ritchie,Precinct 13,2
