year,election,office,party,candidate,county,votes,winner
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Ritchie,1423,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Roane,3180,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Summers,3967,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Taylor,2955,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Tucker,1859,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Tyler,1350,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Upshur,1991,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wayne,7902,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Webster,3065,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wetzel,4090,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wirt,1109,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wood,14167,
1956,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wyoming,7439,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Totals,383754,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Barbour,4508,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Berkeley,7710,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Boone,4071,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Braxton,2943,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Brooke,4847,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Cabell,25026,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Calhoun,1660,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Clay,2483,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Doddridge,2386,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Fayette,7863,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Gilmer,1439,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Grant,3215,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Greenbrier,6148,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Hampshire,1837,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Hancock,6835,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Hardy,1685,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Harrison,19139,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Jackson,4465,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Jefferson,2597,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Kanawha,52082,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Lewis,5332,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Lincoln,4555,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Logan,8858,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Marion,14013,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Marshall,8904,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Mason,5629,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Mercer,11511,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Mineral,5615,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Mingo,6695,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Monongalia,12557,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Monroe,3188,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Morgan,2647,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,McDowell,8386,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Nicholas,4177,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Ohio,18361,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Pendleton,1670,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Pleasants,1927,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Pocahontas,2612,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Preston,7501,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Putnam,4907,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Raleigh,12494,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Randolph,4637,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Ritchie,3872,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Roane,4379,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Summers,2949,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Taylor,4606,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Tucker,2279,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Tyler,3350,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Upshur,5284,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Wayne,6787,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Webster,1867,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Wetzel,3987,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Wirt,1310,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Wood,18437,
1956,general,Judge of the Supreme Court of Appeals,REP,Dayton Stemple,Wyoming,5532,
