year,election,office,district,party,candidate,county,votes,winner
1950,primary,State Senate,4,REP,Lawrence Opie Jeffries,Putnam,688,
1950,primary,State Senate,4,REP,Lawrence Opie Jeffries,Roane,32,
1950,primary,State Senate,4,REP,E. Ray Reed,Totals,3032,TRUE
1950,primary,State Senate,4,REP,E. Ray Reed,Clay,651,
1950,primary,State Senate,4,REP,E. Ray Reed,Jackson,838,
1950,primary,State Senate,4,REP,E. Ray Reed,Mason,544,
1950,primary,State Senate,4,REP,E. Ray Reed,Putnam,364,
1950,primary,State Senate,4,REP,E. Ray Reed,Roane,635,
1950,primary,State Senate,4,REP,Brad Sayre Ripley,Totals,542,
1950,primary,State Senate,4,REP,Brad Sayre Ripley,Clay,7,
1950,primary,State Senate,4,REP,Brad Sayre Ripley,Jackson,96,
1950,primary,State Senate,4,REP,Brad Sayre Ripley,Mason,205,
1950,primary,State Senate,4,REP,Brad Sayre Ripley,Putnam,106,
1950,primary,State Senate,4,REP,Brad Sayre Ripley,Roane,128,
1950,primary,State Senate,4,REP,Harlan Staats,Totals,1685,
1950,primary,State Senate,4,REP,Harlan Staats,Clay,25,
1950,primary,State Senate,4,REP,Harlan Staats,Jackson,706,
1950,primary,State Senate,4,REP,Harlan Staats,Mason,366,
1950,primary,State Senate,4,REP,Harlan Staats,Putnam,122,
1950,primary,State Senate,4,REP,Harlan Staats,Roane,466,
1950,primary,State Senate,5,REP,J. Shelby Christian,Totals,4752,TRUE
1950,primary,State Senate,5,REP,J. Shelby Christian,Cabell,4209,
1950,primary,State Senate,5,REP,J. Shelby Christian,Wayne,543,
1950,primary,State Senate,5,REP,Ben F. Fletcher,Totals,2356,
1950,primary,State Senate,5,REP,Ben F. Fletcher,Cabell,2036,
1950,primary,State Senate,5,REP,Ben F. Fletcher,Wayne,320,
1950,primary,State Senate,6,REP,Enoch L. Fillinger,Totals,2548,TRUE
1950,primary,State Senate,6,REP,Enoch L. Fillinger,McDowell,1048,
1950,primary,State Senate,6,REP,Enoch L. Fillinger,Mingo,1500,
1950,primary,State Senate,8,REP,L.F. Poffenbarger,Totals,5009,
1950,primary,State Senate,8,REP,L.F. Poffenbarger,Kanawha,5009,
1950,primary,State Senate,8,REP,Herman D. Rollins,Totals,4337,
1950,primary,State Senate,8,REP,Herman D. Rollins,Kanawha,4337,
1950,primary,State Senate,9,REP,A.D. Cooke,Totals,3670,TRUE
1950,primary,State Senate,9,REP,A.D. Cooke,Raleigh,2732,
1950,primary,State Senate,9,REP,A.D. Cooke,Wyoming,938,
1950,primary,State Senate,10,REP,Harold B. Eagle,Totals,3176,TRUE
1950,primary,State Senate,10,REP,Harold B. Eagle,Mercer,2331,
1950,primary,State Senate,10,REP,Harold B. Eagle,Monroe,467,
1950,primary,State Senate,10,REP,Harold B. Eagle,Summers,378,
1950,primary,State Senate,11,REP,C. Laird Wall,Totals,2583,TRUE
1950,primary,State Senate,11,REP,C. Laird Wall,Fayette,1904,
1950,primary,State Senate,11,REP,C. Laird Wall,Greenbrier,679,
1950,primary,State Senate,13,REP,A. Page Lockard,Totals,3425,
1950,primary,State Senate,13,REP,A. Page Lockard,Gilmer,551,
1950,primary,State Senate,13,REP,A. Page Lockard,Harrison,2033,
1950,primary,State Senate,13,REP,A. Page Lockard,Lewis,841,
1950,primary,State Senate,13,REP,Rupert A. Sinsel,Totals,6135,TRUE
1950,primary,State Senate,13,REP,Rupert A. Sinsel,Gilmer,545,
1950,primary,State Senate,13,REP,Rupert A. Sinsel,Harrison,4074,
1950,primary,State Senate,13,REP,Rupert A. Sinsel,Lewis,1516,
1950,primary,State Senate,15,REP,Dayton R. Stemple,Totals,8226,TRUE
1950,primary,State Senate,15,REP,Dayton R. Stemple,Barbour,1521,
1950,primary,State Senate,15,REP,Dayton R. Stemple,Grant,1092,
1950,primary,State Senate,15,REP,Dayton R. Stemple,Preston,2694,
1950,primary,State Senate,15,REP,Dayton R. Stemple,Tucker,852,
1950,primary,State Senate,15,REP,Dayton R. Stemple,Upshur,2067,
1950,primary,State Senate,16,REP,"Harvey D. Beeler, Sr.",Totals,3492,TRUE
1950,primary,State Senate,16,REP,"Harvey D. Beeler, Sr.",Berkeley,1001,
1950,primary,State Senate,16,REP,"Harvey D. Beeler, Sr.",Hampshire,117,
1950,primary,State Senate,16,REP,"Harvey D. Beeler, Sr.",Hardy,156,
1950,primary,State Senate,16,REP,"Harvey D. Beeler, Sr.",Jefferson,207,
1950,primary,State Senate,16,REP,"Harvey D. Beeler, Sr.",Mineral,1118,
1950,primary,State Senate,16,REP,"Harvey D. Beeler, Sr.",Morgan,893,
