year,election,office,district,party,candidate,county,votes,winner
1950,general,U.S. House of Representatives,3,REP,Rush D. Holt,Nicholas,2880,
1950,general,U.S. House of Representatives,3,REP,Rush D. Holt,Ritchie,3449,
1950,general,U.S. House of Representatives,3,REP,Rush D. Holt,Upshur,4352,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Totals,64265,TRUE
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Cabell,20414,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Jackson,2700,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Lincoln,4600,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Mason,4146,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Pleasants,1428,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Putnam,3925,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Roane,3508,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Tyler,1410,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Wayne,7010,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Wirt,1255,
1950,general,U.S. House of Representatives,4,DEM,M.G. “Burnie” Burnside,Wood,13869,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Totals,60171,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Cabell,15942,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Jackson,3937,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Lincoln,3974,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Mason,4753,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Pleasants,1473,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Putnam,3457,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Roane,3981,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Tyler,2818,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Wayne,4021,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Wirt,1191,
1950,general,U.S. House of Representatives,4,REP,Hubert S. Ellis,Wood,14624,
1950,general,U.S. House of Representatives,5,DEM,John Kee,Totals,61000,TRUE
1950,general,U.S. House of Representatives,5,DEM,John Kee,Greenbrier,5955,
1950,general,U.S. House of Representatives,5,DEM,John Kee,Mercer,12594,
1950,general,U.S. House of Representatives,5,DEM,John Kee,Mingo,9948,
1950,general,U.S. House of Representatives,5,DEM,John Kee,Monroe,2441,
1950,general,U.S. House of Representatives,5,DEM,John Kee,McDowell,19309,
1950,general,U.S. House of Representatives,5,DEM,John Kee,Summers,3685,
1950,general,U.S. House of Representatives,5,DEM,John Kee,Wyoming,7068,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,Totals,31777,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,Greenbrier,3443,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,Mercer,9111,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,Mingo,3635,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,Monroe,2490,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,McDowell,7379,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,Summers,2082,
1950,general,U.S. House of Representatives,5,REP,Arnold G. Porterfield,Wyoming,3637,
1950,general,U.S. House of Representatives,6,DEM,Dr. E.H. Hendrick,Totals,85793,TRUE
1950,general,U.S. House of Representatives,6,DEM,Dr. E.H. Hendrick,Boone,6260,
1950,general,U.S. House of Representatives,6,DEM,Dr. E.H. Hendrick,Kanawha,46393,
1950,general,U.S. House of Representatives,6,DEM,Dr. E.H. Hendrick,Logan,15939,
1950,general,U.S. House of Representatives,6,DEM,Dr. E.H. Hendrick,Raleigh,17201,
1950,general,U.S. House of Representatives,6,REP,"Latelle M. LaFollette, Jr.",Totals,53466,
1950,general,U.S. House of Representatives,6,REP,"Latelle M. LaFollette, Jr.",Boone,2505,
1950,general,U.S. House of Representatives,6,REP,"Latelle M. LaFollette, Jr.",Kanawha,36546,
1950,general,U.S. House of Representatives,6,REP,"Latelle M. LaFollette, Jr.",Logan,5502,
1950,general,U.S. House of Representatives,6,REP,"Latelle M. LaFollette, Jr.",Raleigh,8913,
