county,precinct,office,district,candidate,party,votes,
Cabell,PCT 31 - Geneva Kent Elem Sch ,,,Registered voters,,903,
Cabell,PCT 32 - Guyandotte Elem Sch ,,,Registered voters,,692,
Cabell,PCT 33 - Guyandotte Elem Sch ,,,Registered voters,,578,
Cabell,PCT 34-1 - Altizer Elem School ,,,Registered voters,,795,
Cabell,PCT 34-2 - Altizer Elem School ,,,Registered voters,,330,
Cabell,PCT 35- Huntington High School ,,,Registered voters,,823,
Cabell,PCT 36- Hite Saunders Elem Sch ,,,Registered voters,,1188,
Cabell,PCT 37 - Geneva Kent Elem Sch ,,,Registered voters,,734,
Cabell,PCT 38 - Geneva Kent Elem Sch ,,,Registered voters,,554,
Cabell,PCT 39 - River Cities Church ,,,Registered voters,,1199,
Cabell,PCT 40 - River Cities Church ,,,Registered voters,,713,
Cabell,PCT 41- Christ the King Church ,,,Registered voters,,1190,
Cabell,PCT 42 - B'ville Comm Bldg. ,,,Registered voters,,1043,
Cabell,PCT 43 - B'ville Middle School ,,,Registered voters,,855,
Cabell,PCT 44 - B'ville Elem. School ,,,Registered voters,,1006,
Cabell,PCT 45 - B'ville Elem School ,,,Registered voters,,1009,
Cabell,PCT 46 - B'ville Middle School ,,,Registered voters,,1275,
Cabell,PCT 47 - Davis Creek Elem Sch ,,,Registered voters,,798,
Cabell,PCT 48 - Davis Creek Elem Sch ,,,Registered voters,,678,
Cabell,PCT 49 - Martha Elem School ,,,Registered voters,,1081,
Cabell,PCT 50A -Salt Rock Elem School ,,,Registered voters,,873,
Cabell,PCT 50B- Salt Rock Elem School ,,,Registered voters,,755,
Cabell,PCT 51 - Martha Elem School ,,,Registered voters,,999,
Cabell,PCT 52 - Nichols Elem School ,,,Registered voters,,746,
Cabell,PCT 53 - Nichols Elem School ,,,Registered voters,,690,
Cabell,PCT 54 - YMCA Kennedy Center ,,,Registered voters,,895,
Cabell,PCT 55 - Cox Landing School ,,,Registered voters,,928,
Cabell,PCT 56 - Greenbottom Comm Ctr ,,,Registered voters,,636,
Cabell,PCT 57- Pleasant View Church ,,,Registered voters,,545,
Cabell,PCT 58 - Cabell Midland H.S. ,,,Registered voters,,1009,
Cabell,PCT 59A - Cabell Midland H.S. ,,,Registered voters,,721,
Cabell,PCT 59B - Cabell Midland H.S. ,,,Registered voters,,677,
Cabell,PCT 60A - Cabell Midland H.S. ,,,Registered voters,,927,
Cabell,PCT 60B - Cabell Midland H.S. ,,,Registered voters,,947,
Cabell,PCT 62 - Milton Middle School ,,,Registered voters,,1128,
Cabell,PCT 63 - Culloden Elem School ,,,Registered voters,,888,
Cabell,PCT 64- Milton Elem School ,,,Registered voters,,921,
Cabell,PCT 65 - Milton Elem School ,,,Registered voters,,612,
Cabell,PCT 66 - Milton Elem School ,,,Registered voters,,656,
Cabell,PCT 67 - Culloden Elem School ,,,Registered voters,,723,
Cabell,Total,,,Registered voters,,59325,
Cabell,PCT 1 - Central City Elem,,,Ballots Cast,,373,
Cabell,PCT 1A - Central City Elem. ,,,Ballots Cast,,288,
Cabell,PCT 2 - Central City Elem. ,,,Ballots Cast,,244,
Cabell,PCT 3 - Dept. of Trans (DMV) ,,,Ballots Cast,,508,
Cabell,PCT 4 - Museum of Radio/Tech ,,,Ballots Cast,,435,
Cabell,PCT 5 - Dept. of Trans (DMV) ,,,Ballots Cast,,247,
Cabell,PCT 6 - Jr. League Bldg. ,,,Ballots Cast,,699,
Cabell,PCT 6W - Woodlands Ret. Comm. ,,,Ballots Cast,,584,
Cabell,PCT 7A-Owen Illinois Clubhouse ,,,Ballots Cast,,493,
Cabell,PCT 7B-Owen Illinois Clubhouse ,,,Ballots Cast,,532,
Cabell,PCT 9 - Huntington City Hall ,,,Ballots Cast,,496,
Cabell,PCT 10 - Jr. League Bldg. ,,,Ballots Cast,,399,
Cabell,PCT 11A - First Pres. Church ,,,Ballots Cast,,265,
Cabell,PCT 11B - First Pres. Church ,,,Ballots Cast,,237,
Cabell,PCT 12 - A.D. Lewis Center ,,,Ballots Cast,,532,
Cabell,PCT 13 - Southside Elem School ,,,Ballots Cast,,588,
Cabell,PCT 14 - Meadows School ,,,Ballots Cast,,832,
Cabell,PCT 16 - Senior Life Center ,,,Ballots Cast,,512,
Cabell,PCT 17 - Spring Hill School ,,,Ballots Cast,,378,
Cabell,PCT 18 - Meadows School ,,,Ballots Cast,,332,
Cabell,PCT 19 - Highlawn Elem. School ,,,Ballots Cast,,358,
Cabell,PCT 20 - Vet. Mem. Field House ,,,Ballots Cast,,441,
Cabell,PCT 21 - Fairfield E Comm Ctr ,,,Ballots Cast,,333,
Cabell,PCT 22 - Meadows School ,,,Ballots Cast,,733,
Cabell,PCT 23 - Fairfield E Comm Ctr ,,,Ballots Cast,,408,
Cabell,PCT 24 - Beverly Hills Bapt Ch ,,,Ballots Cast,,385,
Cabell,PCT 25 - Beverly Hills Meth Ch ,,,Ballots Cast,,593,
Cabell,PCT 26 - Highlawn Elem School ,,,Ballots Cast,,510,
Cabell,PCT 27 - Vet. Mem. Field House ,,,Ballots Cast,,375,
Cabell,PCT 28 - Peyton Elem School ,,,Ballots Cast,,479,
Cabell,PCT 29 - Beverly Hills Mid Sch ,,,Ballots Cast,,432,
Cabell,PCT 30 - Beverly Hills Mid Sch ,,,Ballots Cast,,508,
Cabell,PCT 31 - Geneva Kent Elem Sch ,,,Ballots Cast,,697,
Cabell,PCT 32 - Guyandotte Elem Sch ,,,Ballots Cast,,325,
Cabell,PCT 33 - Guyandotte Elem Sch ,,,Ballots Cast,,266,
Cabell,PCT 34-1 - Altizer Elem School ,,,Ballots Cast,,462,
Cabell,PCT 34-2 - Altizer Elem School ,,,Ballots Cast,,151,
Cabell,PCT 35- Huntington High School ,,,Ballots Cast,,520,
Cabell,PCT 36- Hite Saunders Elem Sch ,,,Ballots Cast,,710,
Cabell,PCT 37 - Geneva Kent Elem Sch ,,,Ballots Cast,,527,
Cabell,PCT 38 - Geneva Kent Elem Sch ,,,Ballots Cast,,346,
Cabell,PCT 39 - River Cities Church ,,,Ballots Cast,,691,
Cabell,PCT 40 - River Cities Church ,,,Ballots Cast,,476,
Cabell,PCT 41- Christ the King Church ,,,Ballots Cast,,845,
Cabell,PCT 42 - B'ville Comm Bldg. ,,,Ballots Cast,,731,
Cabell,PCT 43 - B'ville Middle School ,,,Ballots Cast,,551,
Cabell,PCT 44 - B'ville Elem. School ,,,Ballots Cast,,635,
Cabell,PCT 45 - B'ville Elem School ,,,Ballots Cast,,632,
Cabell,PCT 46 - B'ville Middle School ,,,Ballots Cast,,838,
Cabell,PCT 47 - Davis Creek Elem Sch ,,,Ballots Cast,,597,
Cabell,PCT 48 - Davis Creek Elem Sch ,,,Ballots Cast,,434,
Cabell,PCT 49 - Martha Elem School ,,,Ballots Cast,,762,
Cabell,PCT 50A -Salt Rock Elem School ,,,Ballots Cast,,531,
Cabell,PCT 50B- Salt Rock Elem School ,,,Ballots Cast,,455,
Cabell,PCT 51 - Martha Elem School ,,,Ballots Cast,,681,
Cabell,PCT 52 - Nichols Elem School ,,,Ballots Cast,,443,
Cabell,PCT 53 - Nichols Elem School ,,,Ballots Cast,,496,
Cabell,PCT 54 - YMCA Kennedy Center ,,,Ballots Cast,,487,
Cabell,PCT 55 - Cox Landing School ,,,Ballots Cast,,587,
Cabell,PCT 56 - Greenbottom Comm Ctr ,,,Ballots Cast,,361,
Cabell,PCT 57- Pleasant View Church ,,,Ballots Cast,,345,
Cabell,PCT 58 - Cabell Midland H.S. ,,,Ballots Cast,,634,
Cabell,PCT 59A - Cabell Midland H.S. ,,,Ballots Cast,,554,
Cabell,PCT 59B - Cabell Midland H.S. ,,,Ballots Cast,,480,
Cabell,PCT 60A - Cabell Midland H.S. ,,,Ballots Cast,,615,
Cabell,PCT 60B - Cabell Midland H.S. ,,,Ballots Cast,,606,
Cabell,PCT 62 - Milton Middle School ,,,Ballots Cast,,715,
Cabell,PCT 63 - Culloden Elem School ,,,Ballots Cast,,568,
Cabell,PCT 64- Milton Elem School ,,,Ballots Cast,,564,
Cabell,PCT 65 - Milton Elem School ,,,Ballots Cast,,347,
Cabell,PCT 66 - Milton Elem School ,,,Ballots Cast,,435,
Cabell,PCT 67 - Culloden Elem School ,,,Ballots Cast,,465,
Cabell,Total,,,Ballots Cast,,36094,
Cabell,PCT 1 - Central City Elem,,,Straight Party,Republican,36,
Cabell,PCT 1A - Central City Elem. ,,,Straight Party,Republican,30,
Cabell,PCT 2 - Central City Elem. ,,,Straight Party,Republican,22,
Cabell,PCT 3 - Dept. of Trans (DMV) ,,,Straight Party,Republican,74,
Cabell,PCT 4 - Museum of Radio/Tech ,,,Straight Party,Republican,55,
Cabell,PCT 5 - Dept. of Trans (DMV) ,,,Straight Party,Republican,21,
Cabell,PCT 6 - Jr. League Bldg. ,,,Straight Party,Republican,55,
Cabell,PCT 6W - Woodlands Ret. Comm. ,,,Straight Party,Republican,80,
Cabell,PCT 7A-Owen Illinois Clubhouse ,,,Straight Party,Republican,35,
Cabell,PCT 7B-Owen Illinois Clubhouse ,,,Straight Party,Republican,52,
Cabell,PCT 9 - Huntington City Hall ,,,Straight Party,Republican,51,
Cabell,PCT 10 - Jr. League Bldg. ,,,Straight Party,Republican,36,
Cabell,PCT 11A - First Pres. Church ,,,Straight Party,Republican,41,
Cabell,PCT 11B - First Pres. Church ,,,Straight Party,Republican,26,
Cabell,PCT 12 - A.D. Lewis Center ,,,Straight Party,Republican,30,
Cabell,PCT 13 - Southside Elem School ,,,Straight Party,Republican,48,
Cabell,PCT 14 - Meadows School ,,,Straight Party,Republican,93,
Cabell,PCT 16 - Senior Life Center ,,,Straight Party,Republican,9,
Cabell,PCT 17 - Spring Hill School ,,,Straight Party,Republican,34,
Cabell,PCT 18 - Meadows School ,,,Straight Party,Republican,33,
Cabell,PCT 19 - Highlawn Elem. School ,,,Straight Party,Republican,46,
Cabell,PCT 20 - Vet. Mem. Field House ,,,Straight Party,Republican,53,
Cabell,PCT 21 - Fairfield E Comm Ctr ,,,Straight Party,Republican,25,
Cabell,PCT 22 - Meadows School ,,,Straight Party,Republican,56,
Cabell,PCT 23 - Fairfield E Comm Ctr ,,,Straight Party,Republican,32,
Cabell,PCT 24 - Beverly Hills Bapt Ch ,,,Straight Party,Republican,57,
Cabell,PCT 25 - Beverly Hills Meth Ch ,,,Straight Party,Republican,69,
Cabell,PCT 26 - Highlawn Elem School ,,,Straight Party,Republican,48,
Cabell,PCT 27 - Vet. Mem. Field House ,,,Straight Party,Republican,33,
Cabell,PCT 28 - Peyton Elem School ,,,Straight Party,Republican,42,
Cabell,PCT 29 - Beverly Hills Mid Sch ,,,Straight Party,Republican,32,
Cabell,PCT 30 - Beverly Hills Mid Sch ,,,Straight Party,Republican,55,
Cabell,PCT 31 - Geneva Kent Elem Sch ,,,Straight Party,Republican,94,
Cabell,PCT 32 - Guyandotte Elem Sch ,,,Straight Party,Republican,32,
Cabell,PCT 33 - Guyandotte Elem Sch ,,,Straight Party,Republican,28,
Cabell,PCT 34-1 - Altizer Elem School ,,,Straight Party,Republican,74,
Cabell,PCT 34-2 - Altizer Elem School ,,,Straight Party,Republican,28,
Cabell,PCT 35- Huntington High School ,,,Straight Party,Republican,73,
Cabell,PCT 36- Hite Saunders Elem Sch ,,,Straight Party,Republican,93,
Cabell,PCT 37 - Geneva Kent Elem Sch ,,,Straight Party,Republican,51,
Cabell,PCT 38 - Geneva Kent Elem Sch ,,,Straight Party,Republican,42,
Cabell,PCT 39 - River Cities Church ,,,Straight Party,Republican,81,
Cabell,PCT 40 - River Cities Church ,,,Straight Party,Republican,74,
Cabell,PCT 41- Christ the King Church ,,,Straight Party,Republican,104,
Cabell,PCT 42 - B'ville Comm Bldg. ,,,Straight Party,Republican,91,
Cabell,PCT 43 - B'ville Middle School ,,,Straight Party,Republican,86,
Cabell,PCT 44 - B'ville Elem. School ,,,Straight Party,Republican,77,
Cabell,PCT 45 - B'ville Elem School ,,,Straight Party,Republican,76,
Cabell,PCT 46 - B'ville Middle School ,,,Straight Party,Republican,116,
Cabell,PCT 47 - Davis Creek Elem Sch ,,,Straight Party,Republican,78,
Cabell,PCT 48 - Davis Creek Elem Sch ,,,Straight Party,Republican,75,
Cabell,PCT 49 - Martha Elem School ,,,Straight Party,Republican,126,
Cabell,PCT 50A -Salt Rock Elem School ,,,Straight Party,Republican,70,
Cabell,PCT 50B- Salt Rock Elem School ,,,Straight Party,Republican,40,
Cabell,PCT 51 - Martha Elem School ,,,Straight Party,Republican,85,
Cabell,PCT 52 - Nichols Elem School ,,,Straight Party,Republican,68,
Cabell,PCT 53 - Nichols Elem School ,,,Straight Party,Republican,81,
Cabell,PCT 54 - YMCA Kennedy Center ,,,Straight Party,Republican,72,
Cabell,PCT 55 - Cox Landing School ,,,Straight Party,Republican,52,
Cabell,PCT 56 - Greenbottom Comm Ctr ,,,Straight Party,Republican,50,
Cabell,PCT 57- Pleasant View Church ,,,Straight Party,Republican,54,
Cabell,PCT 58 - Cabell Midland H.S. ,,,Straight Party,Republican,83,
Cabell,PCT 59A - Cabell Midland H.S. ,,,Straight Party,Republican,83,
Cabell,PCT 59B - Cabell Midland H.S. ,,,Straight Party,Republican,69,
Cabell,PCT 60A - Cabell Midland H.S. ,,,Straight Party,Republican,74,
Cabell,PCT 60B - Cabell Midland H.S. ,,,Straight Party,Republican,90,
Cabell,PCT 62 - Milton Middle School ,,,Straight Party,Republican,137,
Cabell,PCT 63 - Culloden Elem School ,,,Straight Party,Republican,90,
Cabell,PCT 64- Milton Elem School ,,,Straight Party,Republican,52,
Cabell,PCT 65 - Milton Elem School ,,,Straight Party,Republican,51,
Cabell,PCT 66 - Milton Elem School ,,,Straight Party,Republican,73,
Cabell,PCT 67 - Culloden Elem School ,,,Straight Party,Republican,64,
Cabell,Total,,,Straight Party,Republican,4346,
Cabell,PCT 1 - Central City Elem,,,Straight Party,Democratic,88,
Cabell,PCT 1A - Central City Elem. ,,,Straight Party,Democratic,64,
Cabell,PCT 2 - Central City Elem. ,,,Straight Party,Democratic,56,
Cabell,PCT 3 - Dept. of Trans (DMV) ,,,Straight Party,Democratic,117,
Cabell,PCT 4 - Museum of Radio/Tech ,,,Straight Party,Democratic,76,
Cabell,PCT 5 - Dept. of Trans (DMV) ,,,Straight Party,Democratic,45,
Cabell,PCT 6 - Jr. League Bldg. ,,,Straight Party,Democratic,110,
Cabell,PCT 6W - Woodlands Ret. Comm. ,,,Straight Party,Democratic,60,
Cabell,PCT 7A-Owen Illinois Clubhouse ,,,Straight Party,Democratic,46,
Cabell,PCT 7B-Owen Illinois Clubhouse ,,,Straight Party,Democratic,90,
Cabell,PCT 9 - Huntington City Hall ,,,Straight Party,Democratic,149,
Cabell,PCT 10 - Jr. League Bldg. ,,,Straight Party,Democratic,137,
Cabell,PCT 11A - First Pres. Church ,,,Straight Party,Democratic,82,
Cabell,PCT 11B - First Pres. Church ,,,Straight Party,Democratic,97,
Cabell,PCT 12 - A.D. Lewis Center ,,,Straight Party,Democratic,243,
Cabell,PCT 13 - Southside Elem School ,,,Straight Party,Democratic,112,
Cabell,PCT 14 - Meadows School ,,,Straight Party,Democratic,110,
Cabell,PCT 16 - Senior Life Center ,,,Straight Party,Democratic,323,
Cabell,PCT 17 - Spring Hill School ,,,Straight Party,Democratic,142,
Cabell,PCT 18 - Meadows School ,,,Straight Party,Democratic,60,
Cabell,PCT 19 - Highlawn Elem. School ,,,Straight Party,Democratic,92,
Cabell,PCT 20 - Vet. Mem. Field House ,,,Straight Party,Democratic,147,
Cabell,PCT 21 - Fairfield E Comm Ctr ,,,Straight Party,Democratic,124,
Cabell,PCT 22 - Meadows School ,,,Straight Party,Democratic,45,
Cabell,PCT 23 - Fairfield E Comm Ctr ,,,Straight Party,Democratic,90,
Cabell,PCT 24 - Beverly Hills Bapt Ch ,,,Straight Party,Democratic,66,
Cabell,PCT 25 - Beverly Hills Meth Ch ,,,Straight Party,Democratic,92,
Cabell,PCT 26 - Highlawn Elem School ,,,Straight Party,Democratic,96,
Cabell,PCT 27 - Vet. Mem. Field House ,,,Straight Party,Democratic,66,
Cabell,PCT 28 - Peyton Elem School ,,,Straight Party,Democratic,171,
Cabell,PCT 29 - Beverly Hills Mid Sch ,,,Straight Party,Democratic,60,
Cabell,PCT 30 - Beverly Hills Mid Sch ,,,Straight Party,Democratic,75,
Cabell,PCT 31 - Geneva Kent Elem Sch ,,,Straight Party,Democratic,89,
Cabell,PCT 32 - Guyandotte Elem Sch ,,,Straight Party,Democratic,81,
Cabell,PCT 33 - Guyandotte Elem Sch ,,,Straight Party,Democratic,42,
Cabell,PCT 34-1 - Altizer Elem School ,,,Straight Party,Democratic,82,
Cabell,PCT 34-2 - Altizer Elem School ,,,Straight Party,Democratic,43,
Cabell,PCT 35- Huntington High School ,,,Straight Party,Democratic,70,
Cabell,PCT 36- Hite Saunders Elem Sch ,,,Straight Party,Democratic,109,
Cabell,PCT 37 - Geneva Kent Elem Sch ,,,Straight Party,Democratic,58,
Cabell,PCT 38 - Geneva Kent Elem Sch ,,,Straight Party,Democratic,62,
Cabell,PCT 39 - River Cities Church ,,,Straight Party,Democratic,135,
Cabell,PCT 40 - River Cities Church ,,,Straight Party,Democratic,78,
Cabell,PCT 41- Christ the King Church ,,,Straight Party,Democratic,72,
Cabell,PCT 42 - B'ville Comm Bldg. ,,,Straight Party,Democratic,105,
Cabell,PCT 43 - B'ville Middle School ,,,Straight Party,Democratic,90,
Cabell,PCT 44 - B'ville Elem. School ,,,Straight Party,Democratic,119,
Cabell,PCT 45 - B'ville Elem School ,,,Straight Party,Democratic,108,
Cabell,PCT 46 - B'ville Middle School ,,,Straight Party,Democratic,142,
Cabell,PCT 47 - Davis Creek Elem Sch ,,,Straight Party,Democratic,78,
Cabell,PCT 48 - Davis Creek Elem Sch ,,,Straight Party,Democratic,82,
Cabell,PCT 49 - Martha Elem School ,,,Straight Party,Democratic,92,
Cabell,PCT 50A -Salt Rock Elem School ,,,Straight Party,Democratic,81,
Cabell,PCT 50B- Salt Rock Elem School ,,,Straight Party,Democratic,63,
Cabell,PCT 51 - Martha Elem School ,,,Straight Party,Democratic,74,
Cabell,PCT 52 - Nichols Elem School ,,,Straight Party,Democratic,72,
Cabell,PCT 53 - Nichols Elem School ,,,Straight Party,Democratic,53,
Cabell,PCT 54 - YMCA Kennedy Center ,,,Straight Party,Democratic,82,
Cabell,PCT 55 - Cox Landing School ,,,Straight Party,Democratic,105,
Cabell,PCT 56 - Greenbottom Comm Ctr ,,,Straight Party,Democratic,82,
Cabell,PCT 57- Pleasant View Church ,,,Straight Party,Democratic,56,
Cabell,PCT 58 - Cabell Midland H.S. ,,,Straight Party,Democratic,82,
Cabell,PCT 59A - Cabell Midland H.S. ,,,Straight Party,Democratic,71,
Cabell,PCT 59B - Cabell Midland H.S. ,,,Straight Party,Democratic,57,
Cabell,PCT 60A - Cabell Midland H.S. ,,,Straight Party,Democratic,76,
Cabell,PCT 60B - Cabell Midland H.S. ,,,Straight Party,Democratic,103,
Cabell,PCT 62 - Milton Middle School ,,,Straight Party,Democratic,106,
Cabell,PCT 63 - Culloden Elem School ,,,Straight Party,Democratic,97,
Cabell,PCT 64- Milton Elem School ,,,Straight Party,Democratic,49,
Cabell,PCT 65 - Milton Elem School ,,,Straight Party,Democratic,72,
Cabell,PCT 66 - Milton Elem School ,,,Straight Party,Democratic,57,
Cabell,PCT 67 - Culloden Elem School ,,,Straight Party,Democratic,81,
Cabell,Total,,,Straight Party,Democratic,6587,
Cabell,PCT 1 - Central City Elem,,,Straight Party,Mountain,1,
Cabell,PCT 1A - Central City Elem. ,,,Straight Party,Mountain,0,
Cabell,PCT 2 - Central City Elem. ,,,Straight Party,Mountain,0,
Cabell,PCT 3 - Dept. of Trans (DMV) ,,,Straight Party,Mountain,3,
Cabell,PCT 4 - Museum of Radio/Tech ,,,Straight Party,Mountain,5,
Cabell,PCT 5 - Dept. of Trans (DMV) ,,,Straight Party,Mountain,1,
Cabell,PCT 6 - Jr. League Bldg. ,,,Straight Party,Mountain,2,
Cabell,PCT 6W - Woodlands Ret. Comm. ,,,Straight Party,Mountain,0,
Cabell,PCT 7A-Owen Illinois Clubhouse ,,,Straight Party,Mountain,1,
Cabell,PCT 7B-Owen Illinois Clubhouse ,,,Straight Party,Mountain,1,
Cabell,PCT 9 - Huntington City Hall ,,,Straight Party,Mountain,3,
Cabell,PCT 10 - Jr. League Bldg. ,,,Straight Party,Mountain,0,
Cabell,PCT 11A - First Pres. Church ,,,Straight Party,Mountain,0,
Cabell,PCT 11B - First Pres. Church ,,,Straight Party,Mountain,1,
Cabell,PCT 12 - A.D. Lewis Center ,,,Straight Party,Mountain,2,
Cabell,PCT 13 - Southside Elem School ,,,Straight Party,Mountain,4,
Cabell,PCT 14 - Meadows School ,,,Straight Party,Mountain,2,
Cabell,PCT 16 - Senior Life Center ,,,Straight Party,Mountain,1,
Cabell,PCT 17 - Spring Hill School ,,,Straight Party,Mountain,1,
Cabell,PCT 18 - Meadows School ,,,Straight Party,Mountain,1,
Cabell,PCT 19 - Highlawn Elem. School ,,,Straight Party,Mountain,2,
Cabell,PCT 20 - Vet. Mem. Field House ,,,Straight Party,Mountain,4,
Cabell,PCT 21 - Fairfield E Comm Ctr ,,,Straight Party,Mountain,3,
Cabell,PCT 22 - Meadows School ,,,Straight Party,Mountain,1,
Cabell,PCT 23 - Fairfield E Comm Ctr ,,,Straight Party,Mountain,3,
Cabell,PCT 24 - Beverly Hills Bapt Ch ,,,Straight Party,Mountain,1,
Cabell,PCT 25 - Beverly Hills Meth Ch ,,,Straight Party,Mountain,3,
Cabell,PCT 26 - Highlawn Elem School ,,,Straight Party,Mountain,1,
Cabell,PCT 27 - Vet. Mem. Field House ,,,Straight Party,Mountain,2,
Cabell,PCT 28 - Peyton Elem School ,,,Straight Party,Mountain,8,
Cabell,PCT 29 - Beverly Hills Mid Sch ,,,Straight Party,Mountain,1,
Cabell,PCT 30 - Beverly Hills Mid Sch ,,,Straight Party,Mountain,1,
Cabell,PCT 31 - Geneva Kent Elem Sch ,,,Straight Party,Mountain,5,
Cabell,PCT 32 - Guyandotte Elem Sch ,,,Straight Party,Mountain,2,
Cabell,PCT 33 - Guyandotte Elem Sch ,,,Straight Party,Mountain,4,
Cabell,PCT 34-1 - Altizer Elem School ,,,Straight Party,Mountain,2,
Cabell,PCT 34-2 - Altizer Elem School ,,,Straight Party,Mountain,1,
Cabell,PCT 35- Huntington High School ,,,Straight Party,Mountain,2,
Cabell,PCT 36- Hite Saunders Elem Sch ,,,Straight Party,Mountain,3,
Cabell,PCT 37 - Geneva Kent Elem Sch ,,,Straight Party,Mountain,1,
Cabell,PCT 38 - Geneva Kent Elem Sch ,,,Straight Party,Mountain,2,
Cabell,PCT 39 - River Cities Church ,,,Straight Party,Mountain,5,
Cabell,PCT 40 - River Cities Church ,,,Straight Party,Mountain,1,
Cabell,PCT 41- Christ the King Church ,,,Straight Party,Mountain,0,
Cabell,PCT 42 - B'ville Comm Bldg. ,,,Straight Party,Mountain,2,
Cabell,PCT 43 - B'ville Middle School ,,,Straight Party,Mountain,2,
Cabell,PCT 44 - B'ville Elem. School ,,,Straight Party,Mountain,5,
Cabell,PCT 45 - B'ville Elem School ,,,Straight Party,Mountain,3,
Cabell,PCT 46 - B'ville Middle School ,,,Straight Party,Mountain,2,
Cabell,PCT 47 - Davis Creek Elem Sch ,,,Straight Party,Mountain,3,
Cabell,PCT 48 - Davis Creek Elem Sch ,,,Straight Party,Mountain,2,
Cabell,PCT 49 - Martha Elem School ,,,Straight Party,Mountain,5,
Cabell,PCT 50A -Salt Rock Elem School ,,,Straight Party,Mountain,3,
Cabell,PCT 50B- Salt Rock Elem School ,,,Straight Party,Mountain,2,
Cabell,PCT 51 - Martha Elem School ,,,Straight Party,Mountain,6,
Cabell,PCT 52 - Nichols Elem School ,,,Straight Party,Mountain,2,
Cabell,PCT 53 - Nichols Elem School ,,,Straight Party,Mountain,1,
Cabell,PCT 54 - YMCA Kennedy Center ,,,Straight Party,Mountain,4,
Cabell,PCT 55 - Cox Landing School ,,,Straight Party,Mountain,3,
Cabell,PCT 56 - Greenbottom Comm Ctr ,,,Straight Party,Mountain,5,
Cabell,PCT 57- Pleasant View Church ,,,Straight Party,Mountain,5,
Cabell,PCT 58 - Cabell Midland H.S. ,,,Straight Party,Mountain,2,
Cabell,PCT 59A - Cabell Midland H.S. ,,,Straight Party,Mountain,3,
Cabell,PCT 59B - Cabell Midland H.S. ,,,Straight Party,Mountain,1,
Cabell,PCT 60A - Cabell Midland H.S. ,,,Straight Party,Mountain,2,
Cabell,PCT 60B - Cabell Midland H.S. ,,,Straight Party,Mountain,7,
Cabell,PCT 62 - Milton Middle School ,,,Straight Party,Mountain,4,
Cabell,PCT 63 - Culloden Elem School ,,,Straight Party,Mountain,3,
Cabell,PCT 64- Milton Elem School ,,,Straight Party,Mountain,2,
Cabell,PCT 65 - Milton Elem School ,,,Straight Party,Mountain,1,
Cabell,PCT 66 - Milton Elem School ,,,Straight Party,Mountain,2,
Cabell,PCT 67 - Culloden Elem School ,,,Straight Party,Mountain,1,
Cabell,Total,,,Straight Party,Mountain,170,
Cabell,PCT 1 - Central City Elem,President,,John McCain,REP,182,
Cabell,PCT 1A - Central City Elem. ,President,,John McCain,REP,131,
Cabell,PCT 2 - Central City Elem. ,President,,John McCain,REP,111,
